gene,"mRNA (scaled to molecules/cell), V1","mRNA (scaled to molecules/cell), V2","mRNA (scaled to molecules/cell), V3","mRNA (scaled to molecules/cell), V4","mRNA (scaled to molecules/cell), V5","mRNA (scaled to molecules/cell), V6","protein (scaled to molecules/cell), V1","protein (scaled to molecules/cell), V2","protein (scaled to molecules/cell), V3","protein (scaled to molecules/cell), V4","protein (scaled to molecules/cell), V5","protein (scaled to molecules/cell), V6","protein SEM (scaled to molecules/cell), V1","protein SEM (scaled to molecules/cell), V2","protein SEM (scaled to molecules/cell), V3","protein SEM (scaled to molecules/cell), V4","protein SEM (scaled to molecules/cell), V5","protein SEM (scaled to molecules/cell), V6","mRNA (mean-normalized), V1","mRNA (mean-normalized), V2","mRNA (mean-normalized), V3","mRNA (mean-normalized), V4","mRNA (mean-normalized), V5","mRNA (mean-normalized), V6","protein (mean-normalized), V1","protein (mean-normalized), V2","protein (mean-normalized), V3","protein (mean-normalized), V4","protein (mean-normalized), V5","protein (mean-normalized), V6","protein SEM (mean-normalized), V1","protein SEM (mean-normalized), V2","protein SEM (mean-normalized), V3","protein SEM (mean-normalized), V4","protein SEM (mean-normalized), V5","protein SEM (mean-normalized), V6","protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6",beta MAP (proteins/(mRNA*hour)),delta MAP (1/hour),half life MAP (hours),beta HDI68 lower bound (proteins/(mRNA*hour)),beta HDI68 upper bound (proteins/(mRNA*hour)),delta HDI68 lower bound (1/hour),delta HDI68 upper bound (1/hour),filter1_model_fits_BH_FDR=0.25,filter2_confidence_intervals<4fold,filter_passed_both
Mrpl27,70.55815228426049,45.54319759811587,36.25595730359813,31.335276979900236,22.77886246693643,17.711243510378395,133707.95113825018,212431.5560203259,207514.03927878907,158336.8036982601,114274.7075781971,114470.82505127213,6104.616874362758,22778.885831238415,74510.63709212602,54728.31406638962,57799.24934388445,67819.97719864707,1.888410356014384,1.218912956277577,0.9703503142131301,0.8386537861567944,0.6096508821190563,0.47402170521905773,0.8527873992341648,1.354885424775729,1.323521573359222,1.009869868466349,0.7288424498636795,0.730093284300856,0.03893515907835593,0.14528340790584934,0.47522777725742366,0.3490564040495232,0.368642785309703,0.43255484418838946,0.8205930693344745,1.241455305591259,1.2014138311189742,1.0797275684312244,0.9169838507348712,0.7398263747891972,133577.17399826206,202085.65921781716,195567.6575399949,175759.41434166688,149267.78687340097,120429.8696720278,178.97529703106616,0.03809386217120494,18.195770684650967,84.55476827565937,270.19128040234983,0.017118541698857136,0.12457329614868334,True,True,True
Mrpl28,104.28839093722405,60.21822793528655,50.00821697048018,33.51512233502373,15.050319844225852,3.5422487020756788,84173.59331283113,225877.6107717035,131371.08553812662,233311.54455464106,86503.80967135295,166002.84058510288,17240.399704318414,32148.37380938313,56583.88749847008,53911.33353232517,27272.02677166652,17021.409812711197,2.346877262439046,1.3551344368786515,1.1253711586535515,0.7542150938283897,0.3386882577957339,0.07971379040462655,0.5446716017640263,1.4616118335879678,0.8500777591803589,1.509715430709122,0.5597499966204252,1.0741733781380987,0.11155940660753189,0.20802612277449453,0.3661437681920741,0.34885017061295,0.17647219181755747,0.11014236391828208,0.5955384113753933,1.0391180314690618,1.1864519243029013,1.2012344219315143,1.0861008298492485,0.8915563810718811,93637.27647768882,163381.87520248434,186547.37417668945,188871.64544289449,170769.04150039074,140180.56561132974,67.49666441431609,0.014232874012038309,48.700436747607995,35.23267124107336,91.78295644448828,0.006932351241091846,0.029139208993870618,False,True,False
Mrpl3,22.716283174444843,5.060355288679541,1.2502054242620044,4.0872100408565535,4.474419413148227,0.0,27898.426287810802,32839.84949701059,110720.86843767679,117664.26969188241,47460.3286007716,51216.573836725285,24160.745890851787,32839.849497010626,40646.347751524714,65415.215818743935,28502.67774359939,19125.629557633078,3.6260504066969537,0.8077511277544619,0.19956204332757296,0.6524143724170656,0.7142220498039454,0.0,0.43164110669517874,0.5080942141451907,1.7130600017955466,1.8204874735344618,0.7343005139434847,0.7924166898861374,0.37381216371565473,0.5080942141451913,0.6288754191934727,1.0120963763122093,0.4409900127735375,0.2959094474839845,0.5411910686572208,1.1713072400453644,1.1214682512291243,1.0607348675598764,1.0955452898326667,1.0097532826757485,27572.34173271302,59675.19674088917,57136.023959150945,54041.808799120096,55815.31341579244,51444.42358360237,157.52240335895772,0.010607770039870918,65.34334529827156,53.256194580947714,265.2966252995078,0.004336700651594967,0.03236923889424327,True,True,True
Mrpl30,264.6791175931528,117.90627822623331,77.51273630424427,43.59690710246989,18.71120845498349,3.5422487020756788,26632.635089806485,84435.81788615418,52151.45292881318,40193.98209991638,81609.55648448749,63173.508467297775,23064.53855749331,50007.113901220255,52151.45292881318,40193.98209991638,48828.359316864226,39663.41680905091,3.0194490838547545,1.3450702382881676,0.8842622823787903,0.4973518213544892,0.21345673863874487,0.040409835485052246,0.45892363267984526,1.4549665154027118,0.8986543819985484,0.6926077053570416,1.4062654332536102,1.088582331308243,0.39743952429778506,0.8617039318113354,0.8986543819985484,0.6926077053570416,0.8413920725429397,0.6834652021899025,0.4308161245323138,1.2043972788539534,1.3233171562072064,1.2312345132996438,1.0258264269689379,0.7844085001379443,25163.78213412124,70348.32032090324,77294.37854558608,71915.87149231495,59918.074662811756,45816.958738608024,17.153181192981926,0.017494955909194792,39.61983009032044,7.462912479151332,29.59632267184121,0.006835382646081482,0.10528156121481806,True,True,True
Mrpl32,45.43256634888969,20.74745668358612,10.001643394096037,8.446900751103541,2.44059240717176,1.7711243510378396,11961.735707602495,76173.01595333147,130180.05494214995,101163.31255684244,97516.60108578627,126061.31691680395,10359.166996139185,32140.601012775263,30203.923152057218,27123.89752035754,14157.888575837913,35597.45326426688,3.0683760341205923,1.4012195209929308,0.6754802855862624,0.5704777411922438,0.16483011753540372,0.11961630057256728,0.13216023639220997,0.8416039311670781,1.4383052138303567,1.117711311179859,1.0774203148019121,1.3927989926285833,0.11445412208581048,0.355108115700665,0.3337105685432418,0.29968064800915223,0.15642461484984077,0.39330143662813793,0.14469607675858245,1.0305739393079183,1.268325825161248,1.2957054949932076,1.2105632928637065,1.0501353709153365,12254.275440736854,87279.05550193427,107414.20471307918,109732.98227162387,102522.30994450489,88935.70837257418,135.78489702899498,0.010387797679573723,66.72705822167973,90.50186409752745,158.4462025601311,0.00488606320461183,0.02379841235882699,True,True,True
Mrpl37,34.41861087037097,6.072426346415449,10.001643394096037,2.452326024513932,0.4067654011952933,0.5903747836792798,96756.45261034726,166421.76869595426,178885.20922522832,140987.6522858664,151935.9633615322,144647.62957499208,7159.939922680438,35084.53967853533,14638.91090196646,17981.72609661488,9000.858599012638,21295.51902688133,3.8283916639487674,0.6754376721395324,1.1124855776415832,0.27277290605634974,0.04524462875575816,0.06566755145801009,0.659977069644865,1.1351651312744135,1.2201784274039131,0.9616786798339538,1.036357257503363,0.9866434343394906,0.04883804688493279,0.23931211885296544,0.09985220891447705,0.12265359649131408,0.061394978031975474,0.14525702281094788,0.6681373806475753,1.0921343161732795,1.1519880486514764,1.1530931365068915,1.0314976426508606,0.9031494753699162,97555.96291016016,159464.53218685102,168203.88531212925,168365.24121431046,150610.86040543506,131870.50937955614,211.9097972481399,0.0076745218235677965,90.31796332005337,145.144645208942,249.95358372142326,0.004419979658110782,0.013382867829480994,True,True,True
Mrpl38,44.74419413148226,14.67503033717067,7.501232545572027,5.7220940571991745,2.44059240717176,1.1807495673585595,13763.447528467295,35323.533195615695,33094.33096449784,23978.12051362764,9698.969241650091,35356.64186034049,6294.055555675259,26367.585271103624,20308.99510694303,14895.4041156284,9698.969241650091,20564.567496433272,3.520213223669609,1.1545461227630682,0.590153393379905,0.45018111418082507,0.1920116303819787,0.09289451562461468,0.5461142183101211,1.401588059908381,1.3131364542053676,0.951418059593088,0.38484144287703004,1.4029017651060123,0.24973926210556383,1.0462286566843748,0.8058323297671168,0.591028661837434,0.38484144287703004,0.8159730823234391,0.6427392956944736,1.4976014666695534,1.3487564311667202,1.0920086714850503,0.8324492635758688,0.5864448714083329,13663.639862525213,31836.68282807043,28672.468388313755,23214.409503007806,17696.57934020541,12466.907773999455,53.43985611309089,0.0246361735742486,28.13534246586368,14.20416441809944,84.6863954898177,0.00904309205117165,0.09964811041307284,True,True,True
Mrpl4,75.72094391481612,43.0130199537761,20.00328678819207,15.5313981552549,10.169135029882334,5.313373053113518,37157.14718994404,43589.44598340623,37157.798206689535,26446.78569322604,29479.064678793216,20441.17951164993,22245.503367209014,43589.44598340623,21972.863571592366,26446.78569322604,17035.52650931521,20441.17951164993,2.676421603240249,1.5203320227280583,0.7070333005351248,0.5489705674828012,0.3594367855591245,0.1878057204546425,1.1475845581890083,1.3462436945134653,1.147604664597082,0.8167990594147092,0.9104498588738149,0.6313181644119199,0.6870440301256374,1.3462436945134653,0.6786236522694454,0.8167990594147092,0.5261358484485708,0.6313181644119199,0.9607414451679392,1.3570437466174952,1.252255018471241,1.0177989919367705,0.8058473772477369,0.6063134205588178,33442.687445278636,47237.67262873284,43590.055779466114,35428.817753887146,28050.941386402617,21105.314358622167,29.208070542135893,0.02395612400138081,28.934028748556855,8.487979111872479,53.03679699416454,0.01062911460158655,0.12203998957047195,True,True,True
Mrpl40,34.41861087037097,16.193136923774528,17.502875939668062,8.719381420493981,8.135308023905866,3.5422487020756788,99780.35813837408,347351.949169705,215763.6594531824,284295.02470607683,228963.2840148804,205822.86186988687,23174.46630202457,62490.91789863753,44601.50561724688,54126.08488886125,23124.290265825766,40152.80143199935,2.333160333353179,1.097696385406162,1.1864806518728372,0.5910672844494722,0.5514742606107514,0.24012108430759802,0.4332069848690339,1.5080652484681674,0.9367607623376012,1.2342969374332406,0.9940683293223433,0.8936017375696129,0.10061439806346126,0.2713109336310931,0.19364215692903955,0.23499412584741244,0.1003965534920455,0.17432763689101058,0.4925038093060546,1.060215895057893,1.2239054737022617,1.2192747286795749,1.087145227048523,0.9169548662056922,105154.08039825632,226365.81760760894,261315.04396461823,260326.33743033675,232115.47697614046,195778.2739963477,386.977493166889,0.01925203488073883,36.00383984621913,220.20544900224274,519.589334217201,0.010105175812907579,0.040930424502246265,True,True,True
Mrpl41,45.776752457593396,17.711243510378395,12.502054242620044,6.267055395980048,4.474419413148227,3.5422487020756788,343969.6124081032,409894.89737210656,549122.3979956894,472444.45295252313,472403.97873402975,379898.76853819727,48277.81518322332,107169.19265390851,109539.50808582745,117835.67827390194,122823.39997981735,150897.14660351927,3.0425283382082218,1.177168702282943,0.8309426133761949,0.41653661773088746,0.2973899879451645,0.23543374045658855,0.7853982136795817,0.9359277929774589,1.2538309633165223,1.0787494477026587,1.0786570314607637,0.8674365508630146,0.11023447548113507,0.2447032802769755,0.2501155069357582,0.2690584513443614,0.2804470960875171,0.3445488936131326,0.7874433813592407,1.0899257735445826,1.130107254462311,1.0878975854197546,0.9991615417861228,0.9054644634279886,343896.3099649391,475997.9708136831,493546.2331315162,475112.2100992568,436358.95026003034,395439.08190551033,328.06863323121786,0.008287331910186737,83.63936524708672,142.90798770791463,473.1771037028741,0.0031923290787307444,0.019783746667362986,True,True,True
Mrpl42,214.08375961370743,86.0260399075522,40.00657357638414,33.78760300441417,11.796196634663506,2.9518739183964,27047.877284818216,0.0,0.0,37055.40409536971,44271.73516274495,31188.618097059447,23424.14884709674,11354.096969610657,12252.781242724011,37055.40409536971,44271.73516274495,31188.618097059447,3.30501940935895,1.328067725070647,0.6176204230086331,0.5216121200729962,0.18210937113831108,0.045570951350463386,1.1628191263973107,0.0,0.0,1.593054130080017,1.9032924419148987,1.3408343016077744,1.0070309034665035,0.4881255922675911,0.5267610552418049,1.593054130080017,1.9032924419148987,1.3408343016077744,0.005307599114812064,1.2485871999965026,1.4165946331659856,1.3241074516998654,1.1344122609757838,0.8709908550470514,41.37855383012902,9734.106052298326,11043.908180696531,10322.869207309732,8843.98723244699,6790.328583885648,4.063510734260972,0.01751618620993481,39.57180931125332,2.269820940080736,13.971825469079723,0.0275217075181222,0.4951142488461038,True,False,False
Mrpl43,123.21862691592808,69.83290298377767,50.00821697048018,38.69225505344203,23.185627868131718,11.807495673585596,883319.9003224432,1864267.630324504,1888816.6699571132,2378260.8634635992,2821219.3633530443,2051133.6178794191,364893.72650014533,470900.0521123781,643433.1863236269,388109.4710196357,242683.20730790874,226704.1608910784,2.3340904154702002,1.322821992247227,0.9472894062128482,0.7329348162172485,0.43919781560777504,0.22366555424470022,0.44585777372737617,0.9409934215057054,0.9533846063456992,1.2004327011536322,1.424017034012241,1.0353144632553466,0.1841809569614055,0.23768789631739248,0.3247743970127278,0.19589915799265706,0.12249491321527552,0.1144294523792933,0.4178881778689604,0.9391422181748618,1.1439947718666614,1.2166621126843515,1.1926453769248722,1.0896673424802932,863855.4759766867,1941388.1293039243,2364857.874671932,2515075.2859663717,2465428.060225956,2252552.5981492084,736.9410289081064,0.010123125047645088,68.47166041095088,481.9509739089468,957.614676992948,0.005379316453492407,0.021213853612527075,True,True,True
Mrpl44,26.502330370185646,10.626746106227037,6.251027121310022,2.724806693904368,0.8135308023905866,0.5903747836792798,41213.679206627596,95995.00514940477,112219.92802055644,242265.8757130461,130740.84676935249,109863.24429724248,10368.293130070946,15500.46730755895,14953.428060649108,144327.54190662116,19081.948112938928,19934.268137461673,3.347041581302874,1.3420767379574836,0.7894569046808728,0.3441222405019188,0.10274271678143417,0.07455981877541575,0.33767930496968773,0.7865234854887655,0.9194604322449347,1.9849762045873967,1.0712093440355563,0.9001512286736587,0.08495135802681072,0.12700120755732386,0.12251910753025441,1.1825302903598567,0.15634563815425306,0.16332901937701721,0.39021945823174986,0.9920810628621024,1.1834726918122334,1.217996956188408,1.1548092142606132,1.061420616644893,39530.1827302353,100500.2310132214,119888.66976437868,123386.06193851936,116984.9895880134,107524.49690679664,193.83228033368724,0.005602279451352364,123.7259202399521,147.54840427775196,226.22856661984656,0.002801042386346089,0.01148305137692378,True,True,True
Mrpl45,38.54884417481549,21.759527741322024,11.25184881835804,10.354265436836599,6.508246419124693,3.5422487020756788,5029.342343556919,5442.264625431493,30141.254493335986,10339.46946438697,19291.783570645468,19605.492297029155,4355.538233849058,5442.264625431493,18458.66741450199,6796.5203628236595,12737.19984542769,11443.283084477749,2.5150123644691456,1.419640004412563,0.7340956520765375,0.675535315158751,0.42461247711816735,0.23110418676483585,0.3358507080659477,0.3634249377107929,2.0127803939517706,0.6904517337319948,1.288271652526644,1.3092205740128504,0.2908552450641021,0.3634249377107929,1.2326376089820794,0.45385977336842315,0.8505679857615275,0.7641624816899757,0.2614594507497763,0.9860409652815498,1.2098489626528135,1.2440100346601244,1.207883945644486,1.0907566410112497,2839.740018247588,10709.500003582843,13140.303421537217,13511.330603638346,13118.961154431998,11846.828541735606,16.499969022683374,0.011898713126094144,58.25396185406454,8.168116402284467,23.976957902142214,0.0048061962849835676,0.07696312026985573,True,True,True
Mrpl46,32.35349421814871,15.68710139490658,12.502054242620044,8.991862089884416,8.54207342510116,1.1807495673585595,232173.24680619928,595888.9653904443,534038.0825122987,455086.0472886021,429081.30848966993,397973.20219649037,81457.2435394151,125718.64262492258,110123.89502411328,43026.334389262905,79379.09176958147,45485.78676971603,2.449249214103628,1.1875570689204333,0.946440168779093,0.680708890621886,0.6466586416347104,0.08938601594024766,0.5268201946972287,1.3521210780455084,1.2117763371750883,1.0326276749564416,0.9736207835701156,0.9030339315556166,0.1848331859559816,0.28526594125643506,0.24988017618518943,0.09763029191291955,0.1801176886493173,0.10321099166942692,0.6426255331134211,1.0785249710571805,1.159812300753576,1.1352098979859775,1.0685007993346651,0.91532649775518,270135.04108578677,453370.3881279746,487540.4529881491,477198.54974904883,449156.6121409027,384768.03104921774,641.5193082023998,0.01530327597991486,45.294039097882205,295.29381666925974,897.4212744922509,0.006895783325794139,0.0318429719969456,True,True,True
Mrpl47,18.241863761296614,7.590532933019313,7.501232545572027,2.724806693904368,1.22029620358588,0.0,17183.28387526813,48067.20171087474,29442.41703082191,9162.845696065157,23574.98679800513,29208.24363559576,7462.162767512207,28272.97591694792,22099.90747628103,9162.845696065157,23574.98679800513,18346.474177179924,2.936022130914598,1.221693844905502,1.2073209761419077,0.4385567648378723,0.19640628320011896,0.0,0.658199536772876,1.84119695220786,1.12778124320305,0.3509795238471155,0.9030314288299282,1.11881131513917,0.2858354731582816,1.0829862200268991,0.846529043528626,0.3509795238471155,0.9030314288299282,0.7027551248347707,0.9955151572034596,1.2470335150797267,1.2096896723263857,1.073643137861355,0.8467294134212096,0.6273891041078642,17358.566889883296,21744.234157364666,21093.07823304892,18720.86636710201,14764.224385887266,10939.638287611268,45.705462939223004,0.017695447508848168,39.17093253580359,12.919408215111284,95.0310864116444,0.006908843724065681,0.1004117868931349,True,True,True
Mrpl49,34.41861087037097,15.181065866038626,10.001643394096037,6.812016734760923,4.88118481434352,0.5903747836792798,53002.0180167404,217085.87741986933,113844.78102450554,162658.49657110233,159461.24266554875,119478.70476724814,28761.818867832983,31932.79734998128,71868.58660938281,19777.19394206658,14808.142985264887,24948.97634594328,2.8728102199839514,1.2671145077429216,0.8348048521600426,0.5685770227051572,0.407416722106815,0.049276675301113605,0.38522122330325825,1.5777906274272497,0.8274293593708091,1.1822097983136832,1.1589720027203256,0.8683769888646727,0.2090422867520611,0.2320891113008106,0.5223443537941962,0.14374159945122061,0.10762629743327122,0.18133036340451758,0.4179480983890396,1.2253617017548686,1.310394036766792,1.2067904619100909,1.0386386841968602,0.8008670169823493,61839.870465116815,181305.3084856992,193886.74767097595,178557.4958486653,153677.65025935473,118496.8008728037,364.3570714840962,0.02058656478621341,33.66988070900193,228.9384356679663,480.52490528576277,0.01295596755895197,0.037789689287049726,True,True,True
Mrpl50,41.302333044445156,16.69917245264249,13.752259666882047,10.081784767446162,5.287950215538814,2.361499134717119,26597.02067236737,0.0,103279.02088412443,70097.84764719236,110087.85111245306,32644.113819483853,23033.6955672501,15489.624527143967,59818.45656242827,40832.10304096024,39625.45190851938,26256.64398158667,2.7693356457055693,1.1196852603247074,0.9220937437968177,0.6759871385177136,0.3545588819123041,0.1583393297428879,0.465653335384962,0.0,1.8081807410839246,1.2272538703605358,1.9273878712714492,0.5715241818991292,0.4032676178003339,0.27118809334982935,1.0472851135847119,0.7148772490732214,0.6937515323477054,0.4596941137374788,0.003156931974710076,0.8417761618590469,1.1635997664977074,1.3414965516417747,1.3692436427183674,1.2807269453083945,101.0392533904087,26941.48483319566,37241.617049090666,42935.29638570712,43823.3564986882,40990.333459061316,52.708662133557176,0.008192837849983916,84.60403992510435,17.950436611228284,63.667442067912376,0.003775925058603836,0.06405560587758766,True,True,True
