,Pzero_mode,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Psd3,0.43692359297301664,5.523441038194044,34.52785787020028,2.1671306360119593,98.54956588055151,17.44487977499662,5.527940801663205,14.38786664710269,34.55894495947566,0.011760261784035246,0.09233205567393059,0.0037561170360195994,0.2196381750869545,0.02053861610220381,0.01086184796601441,0.03183126717354333,0.08660386250320783,2.1206849884491703,353.76640176313094,76.09083259066753,98.45995102681968,42.16035959920857,25.050807791711282,1046.531094260462,1591.706395312393,1131.033624555505,991.5086716603483,982.2922615680237,837.2643793158068,0.5614777188089874,103.54806113649376,8.289439480411849,11.533984964865766,13.05060223449286,8.336558732956533,2289.265282347298,2522.357870229846,2076.0514682917665,1950.599208316504,2086.156946640505,2007.124607897548,0.523,0.0005547971600318624,1.2089007255385755,1.2304319281425515,1.135596710097398,1.262500154804822,1.162015684256621,0.43692359297301664,952.0547086428242,969.0113390664891,894.3250443380008,994.2662715408147,915.1309783691809
Psen1,28158.99457763069,61.902357539102354,122.23149720694906,43.01210873208752,156.28265656045735,96.67480801649882,59.70362277483603,85.65123471416621,118.33882763202945,0.009989778973827069,0.028782118559000966,0.004236632313220572,0.03956356359113931,0.019434386508599653,0.008486293774290082,0.01615167732937034,0.025795640797343932,19030.495930705223,68385.07043641976,97353.83687336168,119923.5599327195,123855.92045241572,115159.17313345824,42683.253862821184,89585.66092861161,121921.736491444,145177.54358947827,149700.47894701062,147379.4766044339,6603.267592588933,57342.34600467202,85781.62742286955,106260.85644459774,112044.20333304036,98586.17217010904,53564.86769079913,97943.5030346698,133764.95872552638,153995.81381875387,163316.09563383655,161005.14669495667,0.48100000000000004,0.2723405507037878,0.7756406670736538,1.0977805474441489,1.283592515148363,1.3345851732369638,1.236060546393083,28158.99457763069,80198.34461623231,113506.4036663795,132718.66631885816,137991.1164879762,127804.03848622293
Psip1,56136.458203109236,44.06164030657579,577.9156253774257,7.2435640771771785,1109.1719472315858,187.35650719078396,28.56578801897449,130.58664329687443,409.31454029004374,0.004641789576628983,0.01998243280277468,0.0020833045196482596,0.045720103411868794,0.010266112275469518,0.004603671900715062,0.009757159124332336,0.01987454303903379,39467.89313192208,37382.121584293796,34747.25099901748,34599.936915007005,32018.22333400617,27359.62965388113,76507.04756413358,61923.92387884407,52358.46692801262,48870.58600721342,49042.180506760466,45870.25161222714,22328.371616195967,27300.31522855896,26911.298569463648,27630.517428817,23149.34976582291,18714.8823235622,100147.19305145217,74714.36587699247,61422.32819335947,56351.31932753941,57563.97548590314,55098.841060732244,0.7235,1.2197783219677536,1.0976786241340428,0.9818280213854391,0.9289307382480089,0.9269423494996368,0.8448419447651189,56136.458203109236,50517.20390041179,45185.54453093668,42751.113560633785,42659.60422663902,38881.191497182874
Psma1,1267088.9964979065,60.211351176244214,231.52431484235876,14.8770542131566,328.8644418430844,150.67872271835668,41.439364775350306,104.6683663352977,185.46150206427146,0.0014424028430637924,0.004432531500112482,0.0007496227663950494,0.006996404165631386,0.0032422852207041556,0.0013422553459869126,0.0024338568954609865,0.004181598186168063,1224215.3925254638,1355551.0777683686,1384280.2043928308,1385502.2119020629,1342382.5321608137,1282695.9172069936,1461344.6987075778,1481258.2287307163,1496781.50112554,1523461.1010877031,1502835.2264104916,1462739.4825028211,1077994.625151264,1306022.7683865062,1333587.412790967,1311133.0224478685,1260048.4837958405,1199596.1015617093,1537152.4413781897,1544456.4901562082,1551287.5950502988,1578391.8814751785,1570280.2015436732,1557518.5787756403,0.6085,0.8980894168495976,1.0022047432815007,1.0336887596059126,1.044585920050015,1.029931835569568,0.9914993246434065,1267088.9964979065,1413982.3703797914,1458402.2799141489,1473776.7758526825,1453101.7418855084,1398878.3975406322
Psma2,95906.35031409793,23.24886340194649,141.83708306011937,7.338557670891207,369.7575735674144,74.43791365986169,22.267776903731807,54.15624639282037,137.11151513023793,0.006126367530616847,0.03532895162769874,0.002542013230449237,0.08769697565593079,0.019153988821578857,0.006299591638403847,0.01524377981703638,0.03658174455903035,44653.63381798616,110715.80101947668,122649.82578297661,116360.61089605936,96231.81800348964,75521.70696614345,147702.3597748542,205250.76592083645,205831.1038002569,185195.64837854388,162233.42256757824,141679.80288447038,8575.281787170938,71995.64829729832,83992.29933707492,82818.72283444951,61528.27862162432,46539.39005616406,198873.52258577078,294963.0750057886,259556.7859189981,223872.93572913765,193789.61320270886,179228.14921643067,0.757,0.6697742990680718,1.166841216280271,1.2294113001107083,1.1434593600288725,0.9662472153091323,0.824266609202945,95906.35031409793,167082.37775801873,176041.9159000078,163734.28198939833,138358.9129209643,118028.41984893316
Psma3,222441.7213002841,50.555917442416614,154.84071125374928,20.33154226303866,237.8046840934529,109.52311220433897,44.60500436895438,85.4419877338166,142.21245016906883,0.004960924505643864,0.017755678690352824,0.0021398113295291294,0.02660030560039307,0.011699148024726314,0.004292937436600629,0.008848588844517002,0.01584677868767629,164824.20035935243,307886.7693565574,332656.9135504232,336779.42892428755,306175.1194058048,251337.7147197453,315277.3995622883,395488.6255819007,404557.3829921943,400347.49591361696,373136.50882882375,340024.17124858365,102770.51513924783,261942.258412012,308876.4127402189,308434.82462895307,271888.173354299,202251.89613762914,397366.8817919005,444550.1332940706,454006.02968385647,432414.753362774,404462.6041426171,381490.8030549985,0.2125,0.6791076396103037,1.083001366959764,1.1748468995589072,1.1575469906079898,1.032700836277228,0.8727962669858068,222441.7213002841,354737.1199878273,384821.1260767861,379154.5405446479,338261.1801298077,285884.4351746555
Psma4,1284829.4335921449,28.818896869996756,139.47003344844578,8.070025655468493,227.3258850868758,87.77055568569511,21.864829670351348,58.670897042355165,116.39305779100283,0.002394269111957536,0.007078224513395676,0.0012707613289469543,0.010926243016103737,0.005077206550647613,0.002216160264448858,0.003981126319801398,0.006643891982946029,1198325.6132234659,1271438.16978605,1276155.1627170988,1261737.7484900458,1182685.628479518,1087474.9576171865,1458137.0841354653,1446077.7253061559,1424857.4744662368,1403216.8574339612,1324975.7560949773,1263060.029879997,1022526.288978647,1184100.7624399692,1205435.71882254,1188530.2452758884,1124515.16851184,996744.744097045,1554778.4459328924,1526732.4805631859,1503937.3842904938,1470823.2071960245,1404297.4528999862,1344707.8936076784,0.1145,0.9869321238024525,1.0417654215979588,1.0564432174262446,1.0352631066060884,0.9761244010961366,0.9034717294711194,1284829.4335921449,1356213.7094197005,1375321.8766843143,1347748.7243548161,1270759.489055659,1176177.2085911399
Psma5,1309339.4445720948,260.87002952697236,439.1124474377352,177.53202289588305,538.1893530339466,354.32691826379266,244.65626139084588,329.3505583155028,417.7233600082587,0.0010548692521571879,0.003031865228827866,0.0005271914848763337,0.004264906555079477,0.0019526781777627112,0.000924102603160374,0.0016540819294700248,0.002698766860180595,1189908.966499559,1705320.2927059971,1886055.8236898172,1969182.8236943968,1953139.8157526262,1917367.8875188348,1534368.9436788787,1851397.3042922837,1979128.8719923184,2062298.1699085662,2062638.448435144,2054430.699595935,1017148.9446840708,1630596.9954893957,1840404.786707733,1929270.079170505,1907378.938233934,1844977.3392130325,1690275.5819293815,1910745.7509695648,2022627.483056377,2109229.1725895805,2118140.7694992167,2107942.7697877567,0.002,0.7128001421130602,0.9592048079589303,1.0523568585523397,1.0989562192772784,1.0996740735333312,1.0770078985650602,1309339.4445720948,1761959.0910303453,1933069.682876132,2018667.8435444671,2019986.466868696,1978351.06980557
Psma6,423886.5131554129,208.5138695873627,396.2644026471143,141.39097067311627,521.6034847948243,309.1267146656777,199.6238734499994,280.9670389603827,382.920411075871,0.003618643251534362,0.011795739379398965,0.0016340727998149255,0.017874053918765113,0.0073525616467919035,0.003003824795512261,0.006119071334884088,0.01047779274539057,323747.778511405,676571.4261270472,820757.1133952027,866734.313706208,879487.0059681715,850021.0809801037,564278.3577471186,803698.2124184049,915588.2859350048,953926.8453913166,991893.2262986356,1008613.3035364076,199536.92763179887,627745.9926412964,786203.5640912623,835707.0689440698,828950.3147396933,778755.1645811081,686148.2503489023,881307.4908268768,971211.7743470952,1000065.5995330521,1043359.2657539585,1085397.2317501688,0.8,0.528742391805881,0.922683416085815,1.0904584622631701,1.1468469111882738,1.1717560376104699,1.1395127810463908,423886.5131554129,739704.3665349454,874207.6339497457,919413.585595627,939382.9372278836,913533.9003253523
Psma7,1940196.3786622228,69.76794518670424,163.7013540377783,34.140746994485134,219.50193421909623,125.99926666566327,61.49014734335831,102.67762919308203,149.74550742248877,0.0012542124126129713,0.0035143573944197725,0.0006286350583300397,0.004774816428935969,0.0025607340539093976,0.0011100230228170663,0.001971559601496745,0.003200959568668384,1828229.7547090072,2192430.3594487864,2363222.812609016,2429004.61155293,2411832.0190884117,2329313.0626276783,2280501.9365712446,2419446.029053734,2493948.2430250384,2530674.9780080616,2518689.53663074,2469671.924868947,1552473.6456401688,2088297.8471058242,2295610.902755181,2389285.72393063,2353956.2167204325,2262302.9785744604,2448686.31099991,2528373.421880617,2554549.7138448497,2592977.416520762,2567036.5103323627,2553243.2873512157,0.0455,0.8312482535382263,0.9780232485758553,1.0403442695002136,1.0677565708039558,1.0556969667971146,1.0269306907846352,1940196.3786622228,2282780.3331403635,2428242.315884141,2492224.7032081853,2464076.674117502,2396934.007279473
Psmb10,820994.6356074907,32.31509778447045,74.77395936356724,18.07500378925512,104.2960799186573,58.21365578944672,29.34293017146004,46.465597734436344,68.60976158368949,0.0022288620423048565,0.0070210699022999375,0.0010656919320038846,0.010170995305787243,0.0049476798730363186,0.00193704175751469,0.0036745645162477654,0.006247295507617017,771954.7886722517,901974.9779585706,991091.8984527495,1032793.7493831172,1026251.5309468549,977066.2859882008,943444.6476894255,997205.9766268701,1045942.965866544,1085035.233710846,1092801.703951313,1074811.1085554424,675257.4400651379,853012.9059494856,968970.0257614512,1011157.7439898179,996444.2717374128,924832.4028413506,1008940.6798080814,1037747.8185459505,1076996.6043652922,1113232.4576842035,1127012.7509578995,1123984.4435800521,0.444,0.8298643152662777,0.950700624503371,1.0315063573731371,1.0790328513518403,1.0780081004561601,1.0308877510492147,820994.6356074907,940539.4332873734,1020481.50573463,1067500.031399548,1066486.2331524002,1019869.5111420801
Psmb1,659872.547315405,35.56153065905952,103.30586939867209,16.474376186787996,145.6273200993078,78.36602610597241,31.395268685976614,57.23552322103298,93.41547188018924,0.004104761598536022,0.012584942170734128,0.001882984912839826,0.01812257997707437,0.009289710553987782,0.0034865030857820787,0.006697736639767438,0.011148209536498173,633230.965575834,715004.3838898578,712148.9777857845,685325.5599663983,634140.7166611168,555191.8241197356,692220.7232612531,822595.1063445094,810899.5954048234,769175.6403647969,731665.0609302595,685519.7519419835,607305.349072519,686106.1738509396,679536.3977605101,643439.631670418,580536.8394399545,508493.984786095,724730.5950972658,895593.96714571,863649.7752777801,805613.6405927327,775164.6352405185,758646.851722617,0.6509999999999999,0.9275295175988547,1.1323514761788551,1.108868662103756,1.0298663963356112,0.947922180646124,0.8534617671367986,659872.547315405,805589.0824659001,788882.6984125017,732678.097516274,674380.5044814282,607178.5098276873
Psmb2,486519.4496715635,14.752818090242702,58.68128975310566,4.917919058264663,86.97101874734517,41.24056817881117,11.930193781953594,27.05499315499704,50.23534853529379,0.002204922845054285,0.006309179948454624,0.0011328729046630522,0.009069457483899087,0.004816788308284191,0.001993772196792047,0.003454471797879917,0.005755909087154889,464124.4702497393,485355.4780715932,478239.0001273011,458465.90558162297,435860.04403317475,401594.4343451295,508958.12200852047,532278.087452162,525032.214783038,502826.26784229354,485849.62421044026,462003.2052508414,445720.77119448344,468557.9632480656,460633.85598720046,440964.209118316,406949.4976724663,372653.53222540615,533941.4530738115,565484.5727150055,553840.0591530108,530015.1928499638,505509.9600435155,492928.91695766436,0.077,1.0069384459516142,1.085799373672177,1.0614062864160043,1.0078230209968952,0.9506721592353442,0.8873607137279651,486519.4496715635,524622.4492237732,512836.5139112648,486946.8471614037,459333.43551317917,428743.43296634883
Psmb3,82743.59498606517,16.931235484513167,48.42947820355052,7.5983107262971235,74.26773786060674,34.31875915553262,15.277526715774435,27.7266582013022,44.807772840089655,0.004349784565368818,0.01599632213649641,0.001821548276912443,0.025833519416602304,0.009630344864497221,0.0037757876183814234,0.00789828397033796,0.014318906858109687,56399.027973290635,114724.08158357065,128053.72385355276,128819.19821638695,117750.78939621846,104738.72193908703,126329.56140553752,157474.5175367085,164561.43640591216,164901.43514656313,158420.80205167402,151068.09166590284,23400.07005458389,93472.70833677256,106315.13749917902,110315.3571086019,96634.98661723352,83886.35619188442,156222.75279969967,176399.77084093512,180264.62843036762,184320.2982585755,177345.8462517038,176312.45637084098,0.466,0.6150200917032363,1.0295701000965778,1.1296016356344813,1.1366391260605808,1.0852968539039882,1.0038721926011362,82743.59498606517,138516.33876907622,151974.38505738566,152921.19519479573,146013.70675612643,135058.9927758689
Psmb4,820218.8465740175,17.44228236480902,98.26750602682301,5.179383386691122,164.19493738740883,57.744457540222456,13.152160926158261,37.42763113178226,80.58783475242384,0.002467369253079736,0.00656905279490841,0.0013739589269319355,0.010192819744165168,0.004919910854206025,0.0023651069390332275,0.0039577469223871274,0.00634340997723692,760834.9085820263,817199.8225713781,809591.4703009734,780617.611250618,734345.2837799947,686841.0040774472,918763.5382515327,901599.2484902012,871849.9456892391,843818.9871712864,809173.53358063,780393.6452355104,673880.2595660677,768456.8424769047,778176.1156668878,751692.3041574631,703355.7472618647,637967.7552623342,990001.5544894087,940908.7355361044,905821.6140567618,872679.0845755811,847136.471234272,819877.2138374973,0.23800000000000002,1.0142362706212775,1.0641265963688793,1.0442902232953202,1.0101340803853007,0.9617059126843127,0.9055069166449095,820218.8465740175,860565.4468931262,844523.6551391791,816901.381165569,777737.2366718351,732288.7775255052
Psmb5,212642.13652974422,9.98193405853121,60.820801708655424,3.4170393783911592,115.64719289181137,32.45123616416702,8.512420717546178,23.27268116407637,53.972969494438,0.007006298177274222,0.01705381460147756,0.0040997950721516725,0.02618440170378375,0.01191800146496288,0.0066357457397396395,0.010429835636770983,0.01621605419364515,168737.6752608576,187484.61505509735,182022.5704658657,167758.23866781243,144502.22890433122,115881.98371176804,272983.6928233727,244197.58267170802,215149.9493242791,191353.08980282923,169137.4651422258,147131.44110312994,102604.74175844406,160643.4749786249,165009.69257821824,156326.87194422903,130543.59697162794,99843.42687264779,309204.78025298286,268563.37757191376,229562.10182626374,203036.95519048933,178646.7983749645,163014.53632650938,0.616,1.168932117229745,1.1783020567640254,1.0920212333525703,0.9886295930139609,0.8526207768918382,0.7194942227478605,212642.13652974422,214346.63581790286,198651.1661141207,179843.04289048983,155101.48192146647,130884.23740849506
Psmb6,731663.9401630011,14.466854529932327,77.96194700538452,4.711329403224967,125.93310869776175,49.10839444359945,11.497345460585278,30.439723614120023,64.94368679992404,0.003450086577530048,0.009296859960402528,0.0020860772782142737,0.014724025641708561,0.007490084114394096,0.003432651861915847,0.005609692720536564,0.009258516498531225,687101.4440072522,726780.0755077731,717865.7250205198,681060.0709083861,638160.3527529349,586687.9498096058,818697.4761878555,795606.7659797906,771648.2963322556,736231.9819533484,703956.9493440341,670058.2930877433,615458.8944377522,691261.11422067,691155.2589980329,653077.3008600593,599460.9920618044,545052.931625915,881776.0763752351,830801.9382162172,796870.2703904221,757139.1107344759,725661.4923910763,705484.003034443,0.509,1.033405781143024,1.0834722473403051,1.060587038783732,1.0061961621658588,0.9414748691075894,0.8748639014594902,731663.9401630011,767111.610958323,750908.6032245808,712399.1969281157,666575.7293652765,619414.3490664632
Psmb7,678890.6599661567,41.572620947945516,304.744215024697,8.947643528569477,468.16605389365606,182.13545946997345,26.846210716444645,94.17205459841911,224.05530888367264,0.0027762722850163037,0.008622924538090361,0.0015545258111732377,0.015434212187518597,0.006764426617633696,0.0026561414751295038,0.004742771613150057,0.008298206411722221,654505.5782079775,722465.0550814081,704897.7721238224,656431.5109090462,610780.3467299229,557046.1914528126,815439.0577534089,794467.4000552914,777549.2905541981,748294.4862377556,726914.0002588426,696265.2625455324,531577.9426274268,686089.3746186971,662642.1200810336,620335.5347446692,559546.3469818829,491266.01929639716,871625.2078906327,831332.8520361991,808243.2370617548,797823.3157787663,788840.8864593373,764996.2670610282,0.409,0.9670713054795591,1.0821920930205624,1.0675025229512127,1.020908893055894,0.9647127800440637,0.8976124054487093,678890.6599661567,759706.2389071321,749394.060412647,716685.0140676458,677234.9590055575,630130.0378535159
Psmb8,655337.7914845265,16.043143136480943,34.82009865412727,10.855037333415938,47.250978902235566,27.941205813125254,15.312891993691922,22.909260125862687,33.38419241460824,0.0023008842310732226,0.0067051569242969015,0.0011585956924514832,0.009739645168552226,0.004737836798630131,0.0019685109878976154,0.003644511449233105,0.006000413829243922,631934.9891286058,706558.8160396491,745682.547981396,763446.9847242081,751317.2586516867,711783.3555394189,688091.884181255,744262.3070832691,787300.4982076156,805410.4763207963,795800.8077869652,776183.3635195419,605350.0433286343,685940.2650015625,728046.2759415738,748439.7793054479,734765.0744139581,676407.550343105,719392.4865212076,759706.3742439381,810952.3491290091,830971.5755148983,819009.9604880059,803219.8114355061,0.0195,0.8803098098296037,0.9760390081902982,1.0442475019252364,1.0671847020929062,1.0447452165025561,0.9874737614593979,655337.7914845265,726602.4311986117,777379.5589161738,794454.9270796035,777750.0775316071,735114.9183592317
Psmb9,247303.13637808608,32.77700989590655,105.24576299629874,12.360954908799917,143.92749916329046,70.3211009540029,25.182665506558273,52.40649644269447,87.5479746972403,0.003858896105265594,0.011896332378216039,0.001987425050867739,0.017806949540356765,0.008625427270016327,0.0034229370711322538,0.006502338853104283,0.01085750915818885,208525.98975974164,307176.77432890487,340702.7426324977,337498.76214213524,315894.4946548549,279924.7632198556,335071.3587661835,356543.8830342532,361411.88151148893,363112.05017714,356409.81863717904,339803.1155908455,147309.2108612209,283060.9527234948,330929.1922754154,325364.5545804961,293817.5079748865,244418.45363647808,397364.9837406676,377908.83238499437,373138.4499156769,377225.1848352189,371086.85167982045,360170.6144716672,0.2995,0.7768896866170854,1.0202266173642907,1.108036569622839,1.1085648756984126,1.0512243361315483,0.9350579145658244,247303.13637808608,324763.27931349055,352715.351496748,352883.52434252977,334630.6172428806,297651.98193608684
Psmc1,242960.49063041317,60.88556699461908,136.69903027326595,38.94547267936413,194.55436398281265,107.80188512099211,59.004127939450306,88.87817070298749,133.1659748187069,0.002781992143331143,0.00954525568503228,0.0013272456608979914,0.015017232736221813,0.006552152859960385,0.0024953907667306504,0.0049057434861982455,0.008744523501953537,225989.1966843581,277868.7515368504,308587.26925031893,324093.88740788534,321206.8200772193,305318.5303281584,270660.7957808097,309802.6837037138,343718.8797001037,363115.832973753,363322.895559859,356854.49195179396,197446.76463538926,263423.8504316705,288543.9743092903,303024.8372234963,299177.75298988057,280562.6394551287,290524.6324970967,326386.0104938226,359816.064267979,377960.68414394994,380427.5237651295,380987.0745777666,0.7955,0.7763515255119448,0.9366378169975594,1.0520158095829204,1.1000216735478598,1.0867342308428605,1.0482389435168553,242960.49063041317,293122.3499698332,329230.0830846826,344253.5974061974,340095.27029181283,328048.1066187364
