,Pzero_mode,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Edc4,19.84311303251229,6.085535335424309,34.690035436758315,2.2040514966127827,77.18650900389899,18.733983281686985,5.912883586582002,13.826936477740219,33.86877395501589,0.011371061645990966,0.08595028598270738,0.003649482456976763,0.19998919480953023,0.03055128197942972,0.010109931537346165,0.029403922790025235,0.078060917353944,0.9950607009261604,466.85677219240563,373.56078886031236,323.0168812424713,394.5432361350617,145.04703843155934,544.861961412769,1598.8160219319918,1372.0891504211165,1333.6069669044502,1538.2075835516544,1186.389294944118,0.6331670156086489,123.4646292432848,153.96106136942169,130.07053166851438,122.83160209338429,13.15360545131593,1140.0733014463515,2424.660737592307,1994.912971018236,1982.1088688908474,2248.1319444268593,1949.6083941936756,0.465,0.02075471509115321,1.3004548807549228,1.1786165147042311,1.156572640830825,1.304464325741773,1.0391369228770961,19.84311303251229,1243.3354579510346,1126.8485556436635,1105.7729070971368,1247.1687974944725,993.4952769212655
Edf1,61292.424825823575,1.2137880686389424,6.524124097616932,0.5284404378168476,15.705756317439153,2.929343365939732,1.2183541271221185,2.878389994112812,6.5737739958799795,0.05002582458483891,0.20431235179027354,0.027174985166508833,0.4753758500227136,0.09586280096328895,0.05548322365393726,0.10705634009048987,0.23220766303008405,24543.70986937178,15165.941281917068,14475.942996072648,10291.4295290764,7783.387301612497,7294.769939491064,83711.3062386942,32863.97209825611,28733.69386437225,22123.572179778188,17554.449887965508,15827.458580236254,885.525126477296,9508.459544309871,7352.940884426306,5356.876890463014,4100.604497555723,3771.3502931955495,110579.00322896238,45516.56758389431,34283.23164173083,27445.43388486277,21950.172561510746,19429.974667402264,0.397,2.326746433647782,1.0587552887976406,0.8701830540620996,0.7035364365047152,0.5564812061047043,0.4842975808830578,61292.424825823575,27890.30983743026,22922.83708035572,18532.940901123002,14659.131738168351,12757.63127444273
Eea1,1354.1364651834888,6.106557662908597,16.167631371768287,2.888275296761604,33.23671175250657,11.655387691921083,6.329851451168298,10.325040344996653,16.793557439892545,0.00394443863025199,0.02421598884788118,0.0016193289236197694,0.07711802822962859,0.009878010920423024,0.00428112952587848,0.010484558377269455,0.026632960398089416,52.50931576543189,3936.852027759231,5094.787593823839,5027.84249044226,4365.528002228876,4104.784006780592,3335.1302921664087,6823.5117458090135,8167.841287558166,8719.350766738193,8756.741454178948,9106.785618397631,1.0095695220920788,2736.5385605596553,3452.369202026558,3028.6157971198268,2980.7531145851067,2213.4412645083507,5983.407541914781,8685.314608863642,9518.452202761286,10130.057476311391,11312.007830167111,11535.598612230982,0.46399999999999997,0.21918725694644023,0.8473231827436458,1.1085860079562293,1.2099142830436778,1.2830010137834231,1.331988255526585,1354.1364651834888,5234.753313368377,6848.832177011756,7474.837147198441,7926.366166697599,8229.008807959284
Eef1a1,24212021.06656405,14.638641190892077,87.51952100433336,4.377997834671608,146.52873807765198,46.789898723649024,10.81048307287634,30.352638141742208,69.10500690780006,0.0027385979874509814,0.005255512462897375,0.001834853653767307,0.007137270903475454,0.004147676652168688,0.0026317330905259654,0.0037213335307527146,0.0050785839599578764,22909562.28794884,22779067.06125281,21929544.36439996,20780694.882912185,19134213.945584387,17723350.92171608,25528754.141879145,24758352.34063281,23364469.662280746,21902509.824304953,20478535.81043479,19535918.87914302,21613300.940330755,21938333.78527644,21205900.601039752,20113546.580257043,18388523.18064062,16701147.422987528,26801518.259224385,26001705.16171918,24041154.780292,22338330.773767784,21042304.988064423,20237154.543691784,0.46399999999999997,1.112345554615851,1.1101862861636558,1.0456362676115882,0.9772534808906906,0.9098985902070436,0.8446798205111706,24212021.06656405,24165021.055608846,22759984.28214909,21271521.038145278,19805431.633282434,18385838.396936737
Eef1d,1661377.4239561555,109.95987730050322,515.3060426826535,24.768125050811115,776.867752370392,331.4937741301395,72.08887574299956,198.41619224203163,386.80501285990505,0.00288929052438687,0.010064410062835151,0.0013755076570819268,0.015084793231151972,0.007693763720119598,0.002550349790881666,0.005022165987521368,0.009022446757812766,1556460.1656414147,1806285.5276674237,1786200.327115917,1726769.019405693,1594093.3931008317,1468035.0080407048,1938754.842793164,2088923.9593974215,2027904.1112468026,1941915.8512036281,1839067.2572930409,1774125.5650642626,1344191.3317200094,1687320.5777957088,1695468.5163333425,1615966.8172055634,1464086.2258846331,1286632.9033833796,2122118.085728084,2261458.9136111657,2157703.6383175417,2033650.6349683718,1935088.87717028,1884549.2359291608,0.3545,0.917802777103992,1.1261079109012646,1.098170052904337,1.0344808030896775,0.9547791628012822,0.8686592931994472,1661377.4239561555,2038444.7582661966,1987872.5354448122,1872584.2791544413,1728310.902421772,1572419.4509249707
Eef1g,1598786.2513966875,11.518887186403692,54.34568500100262,3.5244964242127077,81.59550950896444,32.59745214414211,8.643875174979767,22.31667702475974,44.44130970284167,0.002073199774193935,0.004688211742079629,0.0012817319869779828,0.006747663530441592,0.0036812617304658973,0.002001668229130149,0.003164982568015028,0.004578012284185048,1466091.6554508512,1625880.904703162,1604399.5286945563,1552703.9630184718,1471123.913611396,1381054.8148383356,1822900.0846029096,1831542.4025030318,1748152.9615316943,1658695.3832091934,1577239.6750623859,1514825.1078491218,1196924.7820799914,1543817.1263904984,1535163.3902761631,1500812.6539146642,1431215.2988629276,1321778.5535624977,1964128.5168385752,1950349.522343807,1816840.0493939319,1706575.0254877857,1635125.094133523,1588851.922900809,0.637,0.9968709975524847,1.0952579827213187,1.0530189761936168,1.0035737644457103,0.9517447049367639,0.8995335741501049,1598786.2513966875,1756579.746834416,1688836.6355643047,1609536.1795032497,1526412.4975331945,1442676.0479057794
Eef2,4433336.585449013,6.537547717056958,30.663382103573205,2.3811361892764533,49.75068026661573,16.90353067313422,5.301970450546406,13.022470444093095,26.412799963727775,0.0020388431191303014,0.004183636285360135,0.0013709869762056168,0.005837592998925599,0.0032287355732295523,0.0019917800985244116,0.0029520224481049367,0.004106925810723205,4199048.9600158315,4305496.096084089,4225744.941531667,4066282.854317999,3851235.476997575,3626438.4710244937,4687711.440412127,4575754.618164452,4430965.163507035,4266724.656577126,4108759.645783501,3970571.5802054517,3954244.10085901,4182348.8218516023,4128135.0438243886,3962848.816559378,3724306.9249182977,3415523.9423299762,4938315.137752761,4716036.473219925,4529441.757279612,4363697.259330354,4232225.259285118,4100738.3556061564,0.044000000000000004,1.058091382038739,1.0657858910411777,1.035321146182379,0.9944991028601952,0.9477107977439179,0.8985916801335916,4433336.585449013,4465576.095992847,4337930.724107627,4166888.9207009,3970848.854252699,3765042.8295147903
Eefsec,4084.215547639447,18.727577437499946,122.26273963992696,4.634888756416329,215.0836393772847,66.89782087137411,14.5034302740666,44.15346802278699,101.88298286462162,0.005672889282020678,0.04183162900599476,0.0021016115312128877,0.1085469441684705,0.011515305827966367,0.005679119629017162,0.015244472933713615,0.041903375989864565,597.0761439661619,3984.9200380144975,3092.8594164030114,1253.6779842865046,180.43605662854677,88.46926171050399,8963.997596446749,10106.792931642294,9983.244209160996,8270.152404631728,6591.8632280664315,5740.57242603381,34.652491150871356,1396.4059886353675,705.5046346169048,200.40421549700912,57.59607869680325,35.738032679305235,15444.986739922138,13266.528752300072,12975.887370547662,12384.631997202236,11796.510046943278,11243.535639091246,0.757,0.6174773725730696,1.0989327004638367,1.2061552492118732,1.145629553931592,1.0237081324335695,0.908096991386059,4084.215547639447,7268.732783423059,7977.94095866261,7577.60242534063,6771.170663804947,6006.477347547916
Efhd2,2536593.7436390254,492.7702699201174,966.1235690369053,414.114202555756,1392.83071373741,831.6629343369843,522.104602657129,715.8004678015976,1030.6819753513262,0.0040549402378586685,0.01571040891228898,0.0017094091422110453,0.024260776740175988,0.009712480715550236,0.003424229505015325,0.007343647637819663,0.013768824758541952,2345476.155995869,3288054.932134103,3993734.8451319775,4553716.17576521,4989037.947816847,5854515.663468473,2814622.234578236,3653529.858827731,4320951.4633988915,4815921.358983632,5253677.812671226,6196631.052819667,2092673.1733327447,3170876.821447906,3879947.0551230987,4460599.881767179,4860223.158368791,5699414.654516124,3042730.5866048313,3887003.1806333596,4525928.53298531,4968456.847243493,5372841.528133936,6353888.956545014,0.34600000000000003,0.5823023308103589,0.8047251468333873,0.9653547467413903,1.0842743401569805,1.1784235009252266,1.3849199345326564,2536593.7436390254,3505499.9178276574,4205225.84474066,4723256.909865011,5133384.363487338,6032912.896789681
Efnb1,19573.348985395827,32.379670173543566,66.42683694278281,23.625811607012306,97.97887244815885,53.32113054583105,33.24726581504867,47.38506223716739,68.39067966186873,0.007134982436650854,0.026472355828699605,0.0026059936420046704,0.039405451039838536,0.01533110255760125,0.005835804737297597,0.012676652923747428,0.022815621635478376,12135.038974399393,44669.5142522239,57780.51802257584,66868.26631219222,70978.78047153901,71132.1229090698,30213.546937173214,59046.528224047375,70463.98758290983,78918.64728346499,85481.09419469483,90511.97957849648,3869.996888588389,37764.03947188096,53126.37491612344,60954.25252735912,65735.55796313802,63188.86385145037,38701.27507164543,67812.5193819486,78571.31478415713,85220.37848938446,94577.99086601482,101143.82570874439,0.5489999999999999,0.3140804483569473,0.8541558190472851,1.0744921791661304,1.1940678884515774,1.2719686073773266,1.2912350576007328,19573.348985395827,53230.59751595426,66961.85806827196,74413.76123596088,79268.49818543834,80469.17449593541
Eftud1,26725.289909649888,45.90637982152623,88.71612152514457,34.28103797035401,132.07099071256738,71.83475583863341,47.19475968172287,64.01535441258191,91.79328711899129,0.0029579384923326007,0.012371040737623474,0.0012271504220124248,0.020251299465009687,0.007148823154938309,0.0026092031054349863,0.005633274299991424,0.011116369903417864,22388.066011794872,36012.12159556642,39446.86643504246,42557.14242097227,49093.65445841972,55801.41463515625,32130.674824401016,43488.44535370308,45158.0364417927,48394.16422263278,55904.88332537653,64639.3530271512,17683.140638020333,32915.96056020538,36934.46547520343,39578.350210122684,45882.96359255738,51292.109343834454,36097.9787158061,47451.498847249226,48435.35100452332,51583.20445458845,60007.114534090804,68906.04476360304,0.2905,0.5978917844345417,0.9046402859589606,0.9508433476818853,1.0143159469597978,1.1788308000255614,1.353477834939253,26725.289909649888,40436.70532965605,42501.94564806319,45339.12063722206,52692.80445942775,60499.3887969989
Eftud2,262048.43370206468,23.465330008826676,300.85695101443787,6.90103910029745,732.1514625210353,105.32800680381122,19.53192490932052,76.41283854950915,259.69676776134907,0.0062441008344153665,0.009705980364414831,0.00526940013212676,0.014110348582575562,0.008070214175180978,0.006507986335954972,0.007897944192856431,0.010295438060509327,255068.5805981274,239699.0198579559,209557.35036127965,180262.62744698802,155808.7046615646,133405.29287410644,281745.0221086793,245362.61765031397,218538.94847680157,194367.55634300114,174005.13635652474,154833.85017949692,206978.50367763327,237104.99810010148,205446.1578980061,174025.26074597533,147804.6660802163,125185.78677000766,288608.24679023965,248116.53987107862,222817.51958026947,200793.6746950681,182381.15362745218,165686.9884629261,0.318,1.2930547912195196,1.1989329666595478,1.0578296119494288,0.9258290436018812,0.8141458489926126,0.7102077375770094,262048.43370206468,242973.8539776747,214378.07184765345,187627.04596836044,164993.50683534375,143929.57398163874
Ehbp1l1,2.712808314617938,0.954068556446656,3.8720420834618254,0.6013366654396273,12.373391155860233,1.9322807519487384,1.1309305065307842,2.09049670950035,4.812314166852495,0.012148496179203098,0.15383673363976655,0.003506384465206724,0.388786836748033,0.019718543034269023,0.010840437454107307,0.038132354848774475,0.13836528668828296,0.7366804467865222,672.0516696671814,870.4725434274004,755.4316908074788,782.3893055288088,925.702404930088,911.6040923003093,1442.709584364338,1928.6776782370614,2113.2096234392907,2350.65951134993,2842.1951817177696,0.7366804467865222,426.5187528437432,363.2671954644915,295.3461738740212,353.4085540725206,429.2959040922482,1851.7467141640689,1881.4761179128616,2357.3579619833317,2815.510591263681,3354.1503071062325,4183.446437045901,0.3175,0.0016516996593085843,0.5704100840677355,0.9740785699863717,1.2203307161644121,1.453110339902947,1.7804185902192262,2.712808314617938,936.8611357882282,1599.8601373183963,2004.3131296523325,2386.638387875052,2924.220712783168
Ehd1,94414.75917151434,106.68678606432103,174.04594326420516,89.07632490693925,220.95212624197612,150.6905807426063,107.64956199745188,137.58851190555944,175.89587392849745,0.007932627776049469,0.02226275408911094,0.0036931958859225127,0.032279615691379576,0.01492740049339499,0.006585528251762118,0.012456590357837118,0.019599239748763077,75357.58175884918,247582.2574203918,392631.6880469298,499736.54160834313,546261.7948196857,543980.8963741626,111420.60931070412,302755.0649276992,465899.7075049788,559058.1021272484,606792.8630110737,639929.690218286,57958.08533384131,221385.67411652574,366061.6027032315,474615.4820638104,514932.7320553567,506453.0543147206,130067.53160405894,328987.6765772205,505098.9676756393,588679.4752202228,630768.5555665656,689364.848143463,0.522,0.22440475425319004,0.6730636690133099,1.0663538749694663,1.2874634995994647,1.3640850400747082,1.3846291620898596,94414.75917151434,283180.9175722227,448651.56548002176,541679.9508608028,573917.254902759,582560.8700476603
Ehd4,31995.429172548163,71.36644221846004,171.49772858290254,36.257036421060604,274.8572922878422,122.07222558432025,68.1023206021303,109.74787315211434,164.67261026509576,0.003086487326013256,0.01424188618620799,0.0012201686789386082,0.027097497135336924,0.007252210962728006,0.0028199485047399908,0.006141515959306539,0.013139934976336433,23116.959044040268,39320.19575964499,50848.615142794784,58863.26178293091,61792.21440392378,60897.02142514133,50567.92617574324,55539.97442808685,60205.17738485509,67518.03347103049,75210.32349910644,80057.71584104192,7816.699068952946,31409.23648335669,45900.292662377695,54141.42133354513,55056.11804053978,52845.379343463515,61173.32463825485,63066.77298273082,64476.723436747714,71670.3049585324,81840.56653706856,90659.24810576568,0.1345,0.5610260496724446,0.7977929040992158,0.9645832100553345,1.1241523830662947,1.235635598437064,1.316809854669647,31995.429172548163,45498.29080551817,55010.37571494861,64110.63795085566,70468.5482892543,75097.9325530336
Ehhadh,509442.64311047,807.4821671850467,967.4074488170081,737.235281316845,1048.4719435890133,900.3691913483943,806.04547877959,884.605737221462,966.1412509043176,0.010844914753566207,0.015023867409366572,0.008917012448843483,0.01706734742537181,0.01301877414050692,0.010637778891953616,0.012635341175205086,0.014779436635537595,443203.84924273257,1130310.997918603,1721681.7330588275,2024806.2389732124,1932558.7317974037,1599672.9731241527,581872.7366895676,1225512.7042462963,1828516.955010112,2129724.947409057,2047579.4433863712,1769798.2646187525,382037.5199843057,1071055.8055627365,1649932.752148571,1971788.9641872162,1877538.602327486,1524559.562848626,656188.6752010024,1263726.4097630193,1865257.5208838857,2174234.0971021215,2103724.6792247645,1870189.5382685703,0.4215,0.331577707592654,0.7642565627788912,1.1565448290152363,1.355945162344821,1.298365208706463,1.0933105295619345,509442.64311047,1174219.1179960584,1776938.68157475,2083301.3547051405,1994834.3585832533,1679784.2350873388
Eif1,203405.95791617414,4.951953555199074,13.210415449975748,2.750048626811023,21.63052817155919,9.568685695782095,4.785652873823219,7.960321639553439,12.82547281986451,0.004515858076217321,0.019634210671002583,0.001898631085692809,0.03578788520706516,0.011932607746095154,0.0042110410379299955,0.009276663603148995,0.018407295151588957,153767.69797819562,264512.1599239744,288658.54683163954,299952.1935200607,275266.0223439853,271518.6598958193,275511.76895202394,358852.7401531408,381196.9591968521,400537.96644895175,392188.96674919093,407706.8875120223,94140.83118268377,215448.59233164325,252598.1845379878,244747.00478164016,222723.4876629932,211824.83060881702,317517.50751928706,392874.6572670752,434369.9256593164,446494.40853524813,457118.55496490974,477426.2329660753,0.4725,0.6396904451712655,0.9776199958649687,1.1060158979549841,1.1264590278632143,1.0785533248585528,1.0716613082870141,203405.95791617414,310859.3120906796,351686.0770584425,358186.49371024204,342953.6486945532,340762.15553830843
Eif1a,484436.96997448616,11.92521251782939,58.39692334766122,3.65296637305953,90.67558741629178,35.14351862018423,8.951146141064486,23.15627839055145,46.698913930816495,0.002323366279283553,0.0052456341969604366,0.001461739811636027,0.0077414245163341545,0.004227292473267537,0.00225545903620055,0.003427719827275639,0.005118024450478575,457625.6020000436,459730.5835981146,452337.69176107756,437792.5558941789,421797.53024458076,391403.56774365937,518858.94029212615,503001.81241039815,486858.54941987596,471734.0356307007,455679.4093295698,430944.3380298558,427351.83435155096,439314.9862449551,437054.2263439848,423624.4561121385,399273.615259228,371365.01835143287,546736.4697092754,523266.01295532024,505645.2925309278,491679.51310992154,467599.97429355595,449603.2733295413,0.4245,1.056331872649398,1.054433731211774,1.0341213260586593,1.0057424006818154,0.9558549167562104,0.8935157526421441,484436.96997448616,483566.47660925303,474251.1465884054,461236.4861614609,438357.9361732299,409769.00824623567
Eif2a,243039.61027061485,27.096889733686112,191.48467809195898,7.11684115270351,339.92915204235703,108.51572430571882,19.444351234589185,61.83127916368183,149.78464782124942,0.004814046880839476,0.013028978580348452,0.002728510163240151,0.020470417859861832,0.010286459291855014,0.004714208514903167,0.007640130888749552,0.012779381964546208,207687.3206689279,232868.79761167965,219004.33061734372,202378.23230939358,184565.9975201555,159241.69848235903,273556.3203318433,280770.7785333959,251304.42957811637,223628.82398885727,204785.01122845145,186943.143336752,176918.56316395587,207436.30190970702,200595.7073017653,192377.71624001613,172495.25681392185,144774.12525289805,308146.0684041008,303217.3748118532,264098.3365356183,233655.017658228,212474.57235501966,198244.08953641608,0.6205,1.1038476653451188,1.1774986352272723,1.084364925198525,0.97989056367933,0.8838058510544647,0.7705923594952894,243039.61027061485,259255.7092652301,238749.998831566,215747.3609639959,194591.91366592134,169665.13823326703
Eif2ak2,15023.992694681743,14.508325981480784,46.98548910756158,5.52659438473813,86.6173483402607,30.30905641416245,13.328582984278693,25.800471063086803,43.85092197110807,0.0040787955274076085,0.022701124977818312,0.0016100201919676974,0.05117919008048063,0.010409335375303527,0.004078280341340116,0.009605641795046993,0.022697232159669286,9723.58846975334,17881.919701246366,21451.36027751552,21424.971367392074,20011.36340366362,17501.008325713596,26112.118661729433,28399.758392729203,31629.179058059257,34013.619240838016,35434.72582898842,35201.238327006584,423.1572524506773,13536.90809955927,17496.670016055785,16775.904301202816,13806.08560500269,10341.360502166735,32066.583712248248,34129.32215985441,37736.717154637234,42208.8831905892,43696.0616354071,43953.208260604726,0.366,0.5647863614187404,0.8432564303937038,1.0475126556299854,1.174266897879235,1.2020210146081658,1.16815664007017,15023.992694681743,22431.629577870382,27865.089458318795,31236.90389942696,31975.196598165927,31074.363733875845
Eif2b4,41.74745435137237,2.831530594062847,17.49456804556489,1.0359871635215017,37.00959823724285,3.554310013147245,2.545072415769885,6.663262449190582,15.906222742219972,0.10108403168546552,0.35392757373863104,0.03410096140765885,0.7197148730464741,0.04949045164703306,0.09092899956746255,0.17738090870774464,0.3229272592338691,0.6042669682960877,338.9038779911557,151.3498779941497,66.16231132964201,67.92623075632343,6.421573276197994,12648.852484898931,1442.0787725308844,897.6772017936466,546.1381865175111,420.00348882393484,117.47142893972912,0.6042669682960877,77.26432685836056,47.075994894268376,17.384566119876595,14.33286394731328,0.8988555134972103,24681.90093186708,2201.6134701508886,1476.4280167990714,1013.5579707843794,755.3363303422909,357.63786333488787,0.6015,0.07560229219374978,1.3194489992502374,1.5871585601702682,1.3781405782425018,1.0343316333083215,0.6053179368349202,41.74745435137237,728.5974441621115,876.4261984185716,761.0068320747189,571.1561302276153,334.25551266780116
Eif2b5,8.71570871328845,1.50524420217036,7.694222122346172,0.7635967162027458,23.624258562831418,3.534134216206057,1.685059688392625,3.627479957072792,8.742398410953497,0.014245428858529216,0.14360695663084755,0.004111362922388858,0.3575511903605479,0.02317638257657204,0.012086089729852765,0.04005431247626698,0.12300934466562205,0.09207109208955444,416.62804317672493,377.5217118321849,295.974207572358,132.78067461795337,20.055707317738378,501.2737249753724,1144.1869520642356,1216.2494621979995,1243.2070178291376,1045.341342301387,756.2095360241392,0.09207109208955444,206.79349360367482,128.0686767372241,72.52638571596933,52.61186540998046,15.556097186809588,1029.0769391196172,1565.361929418652,1727.8657863400979,1905.7904160224732,1896.8599239391947,1746.7027287990345,0.3275,0.010737329632395825,0.8992287187127002,1.2073828206378043,1.4021110795569494,1.377254349097932,1.1032857023622182,8.71570871328845,729.9222290127944,980.0571771921703,1138.1220630707262,1117.9453497106485,895.5594303738768
Eif2s1,913549.1521481187,31.303379249732927,247.6979959446976,6.998227817312094,379.5901732907562,129.78872479796752,20.008024766342416,69.81494370135722,178.99886559944375,0.0012477485351363136,0.002976745151968731,0.000726127037197259,0.004511141021082616,0.0023054122037391603,0.0012125732750538237,0.0019368101810898135,0.0029153437593176326,874642.506525113,893123.3613404834,889560.0204869241,869612.4485839127,846981.6655857217,812397.630492453,989119.5934964314,963735.2406847023,942777.3313378216,915167.8911341071,895681.4311787295,870470.1943874104,810312.68069361,862055.5428463449,861892.4086299256,849006.5060408664,821150.3998339978,780610.8631053051,1041601.1813610708,1002258.1994065576,967043.5991572588,939516.5316998124,917077.7438983731,896033.8387056534,0.455,1.0227735445478727,1.0406249031474344,1.0243842427991827,1.0006772821927965,0.9732744642747424,0.9382655630379707,913549.1521481187,929494.1221761914,914987.8401447869,893812.601620655,869336.1950798756,838065.9767475975
Eif2s2,648454.164315751,26.293351442372664,90.00768397875994,8.080876577205983,123.15514707988889,55.58056000420435,19.47686559160239,43.2170758567995,74.6884829932486,0.0014844188887442147,0.00424719345784465,0.0007994387908215831,0.006459103164607646,0.00289102881847742,0.0013642536278314203,0.0024143286820894113,0.003952655022120385,598347.3884235425,695165.3541357468,731263.9136225156,738963.7622440589,720663.9784743566,691887.2697928014,776781.0394654709,789317.9311041313,791485.9175082793,785607.370922138,769964.3118477623,754365.4567865705,497550.6256662036,650169.856762161,698851.6616054265,715663.3407303846,696672.2386845978,662304.7996179954,844387.1786256419,830302.710276308,812724.2380537572,804993.8147475923,790625.9163662734,784369.6368899681,0.20800000000000002,0.889143709997762,1.0035374574628675,1.038827524404055,1.0463802331963634,1.027452176352865,0.9946588985860878,648454.164315751,731881.737475571,757618.8490467166,763127.0536408297,749322.7865189236,725406.587944586
Eif2s3x,407307.180160173,18.622945929832575,133.86132439835427,4.868944944868696,237.38736360591028,68.05187226318148,13.00014491409665,41.62458863983329,100.43247495721504,0.0040059189155444205,0.009811681337626998,0.0022848389664761526,0.014818027443277128,0.007144134000543846,0.0037286041852811888,0.006091960918533374,0.009213709446177472,371900.6185825043,371593.41613075335,344120.8157639184,307065.50473586173,275833.86548580683,236255.26689155336,447768.0452626181,429090.3989577074,394812.9850124096,361955.87605111906,340333.3054972191,312728.5250742923,332804.85640121537,343711.6551906086,325237.56222524,285247.89875128877,245136.99432249073,201330.23996367792,488056.6771308689,455651.4248307978,422659.0680275961,390664.2687532761,370360.1423258243,349891.99070849625,0.6815,1.1559691060957882,1.1469469627574869,1.0703625964065633,0.9772864389650591,0.873790550990123,0.7756443447849798,407307.180160173,404128.21651594917,377143.61793259956,344348.1158489116,307881.20850082603,273299.2683070686
Eif2s3y,33564.420130607235,46.99097499359493,102.91478647056238,34.16576910668542,155.1935615203582,82.86694348912386,49.23953597678738,71.41712954744823,108.36357909232223,0.0052372017781819255,0.020191642069373038,0.0021749553906734525,0.032619765959579106,0.012728174344762946,0.004679022541839934,0.01002166777672169,0.018681055598005657,28489.101502674737,55962.229047105735,67058.51659458438,74546.0883759861,74355.99171125071,72622.82989081122,40281.92291371614,71766.30266700027,81074.07856708694,86227.15019747862,86355.52247141907,87886.37694230957,22375.161553337246,49257.72084218477,61391.69784744058,68869.33286403178,67935.93218918423,65187.87627042325,46640.3314070325,82388.34878731926,89921.71329742979,92194.35188914904,90593.4205488516,94625.35041498332,0.7115,0.4812837145368693,0.9436817933515185,1.0969400503770563,1.168996009000409,1.1628495555839269,1.1462488771502202,33564.420130607235,65811.76803818242,76499.90140301015,81525.03812610738,81096.38837430239,79938.66761922091
Eif3a,197632.9832509806,15.721313040946418,38.43156842631492,8.73655366614057,55.078243398958236,29.516116126781526,14.8971953454521,24.31895144678527,36.900467963184006,0.0022776302937384434,0.006692586486230368,0.001138634764226496,0.009537952572536224,0.004572261537968204,0.0019758575516221275,0.003640670886384422,0.0059522933956899435,188194.73495741835,213938.69259353954,214374.00500530557,209233.17245736593,200828.6138016553,186632.47128882483,210191.53204355433,231647.59651767148,231315.2089711264,228702.059386211,224444.29176265796,216615.59687036808,178738.47245361164,208505.82045441415,207378.1422979214,201184.88241067628,189668.38751123255,171116.20638104226,220715.65940541032,243309.91307015345,239787.21991468855,237463.3760188716,234538.1764600195,229649.99445820524,0.03,0.9288319801666794,1.0639863939075416,1.0561493403167292,1.030007427007725,0.9915875597143912,0.9294372988869332,197632.9832509806,226390.57402897105,224723.03854987168,219160.67159280385,210985.85294807353,197761.7804361076
Eif3b,378323.1560887637,26.989969780746417,149.3853578186492,7.248365898729717,234.58208995119418,96.50221945281946,19.339770060096193,56.478289106334316,118.28227298225018,0.003875240779937184,0.010215666812249296,0.0022490910539464557,0.01568911461682486,0.008221967049162796,0.0036398188724496854,0.006118336618996773,0.009685191540779127,341251.22859052545,371539.9052262777,359826.6687584597,334889.0899347082,298547.71283792035,255760.16801042747,424529.4805099055,425193.49474419415,405391.89612257975,377672.8209070173,348432.3256428874,319640.7080251673,306421.3977885485,344563.6888915227,339484.34078729444,312734.8896105666,274316.3580657321,227635.35816903578,472550.44951591524,454253.0864670525,430240.7926650119,399089.1894207525,373368.41934261186,358025.6854081183,0.5835,1.060214610571171,1.1459510952600929,1.0996263081997641,1.0115816182795399,0.8985565998284698,0.7840697678609625,378323.1560887637,408917.05392421654,392386.68406224885,360969.1346007007,320637.69484213763,279784.6268229965
Eif3c,234576.0387938516,32.379097635667954,87.6239242010917,12.464579556941842,107.80173177466109,62.951219822157036,25.469735718341127,48.251160271751374,74.99726929006142,0.00350928379921045,0.008485680078454523,0.0018628508512174452,0.010765781243094207,0.0063410160845703755,0.0029896163804006537,0.005022681775160972,0.0075219941012986975,228298.9817552657,267719.10852318426,268447.0498106702,261263.5759492964,250750.91117490665,230273.06417847288,263898.6782322917,279989.23921671807,282237.1355955384,278178.1552914496,271456.1127717193,257020.4764699447,205569.3107529257,262277.00042707263,261335.488491188,253770.10447264466,239755.7684626525,217380.89489191206,276131.4109188743,286483.3736349578,289013.880614465,286823.9623692449,280672.57872057304,269622.56866079336,0.6855,0.903443029681349,1.053613610717752,1.065724195757012,1.044879651363697,1.0023771066560787,0.9299624058241116,234576.0387938516,273567.34083014616,276711.81477333175,271299.5967434124,260263.94950432942,241461.70839611476
