,protein V1,protein V2,protein V3,protein V4,protein V5,protein V6
Pnp,1596717.8591939749,2200748.601814829,2970425.614967586,3928619.9351007207,3758830.7908664457,4536243.824180409
Pnpt1,35217.78641739947,112328.49305881427,100137.45031995105,108402.77474233636,113082.10728127754,104802.13202197183
Pof1b,45678.3513421312,92823.26401439265,116118.16640260065,181304.02433787053,170133.61862979535,183891.20608866948
Poldip2,21053.421765425395,65577.90730058627,77021.67420362453,40257.32086013155,44724.348703143005,45330.498727788756
Poldip3,67621.1823381486,76639.0153866143,78870.21083517448,42616.39392066165,51256.949089347196,60460.92983856223
Polr1e,0.0,0.0,0.0,0.0,0.0,51237.99578548452
Polr2a,9884.409851469734,14029.578485192354,17009.347289730264,12678.300883059339,10187.847605668896,15711.990146422555
Polr2b,34401.688323216455,40542.45576681961,49454.87597763919,26079.898189311403,33079.86436275445,34383.54512093138
Polr2c,55915.57990025748,67774.8660472792,69256.016917754,44143.979461154195,67418.49723913628,38841.2925576301
Polr2e,22484.835216800995,15669.511549836163,23560.821225461514,16496.871655301402,8722.757662163203,8715.60497671063
Polr2h,205198.83387133537,412868.86395771924,244298.77907721698,238062.16525487936,200482.36538418324,235837.64261093794
Pon2,12296.529104086809,111231.29696253521,72288.07925047536,220175.82893825692,123510.30993647399,156150.13976589826
Pon3,154030.60423035474,249020.34900522788,213319.16910744348,211350.22363827593,235276.2537886291,309086.7320927816
Por,184251.57518386972,598214.5882152502,964801.4508502263,1031309.9915382899,900496.8389566459,1179033.4923207397
Ppa1,2457366.9857847337,4418019.056393395,4435083.871488979,4082204.721905574,5012146.458956865,5206239.614303668
Ppa2,271483.0844722493,413644.02250067075,429179.3974391218,394130.3255207802,462936.18476683885,410720.0191448494
Ppcs,47976.25459937929,103780.18755119978,131104.8143166794,154382.46736566903,146997.66096195127,182568.56663833966
Ppia,16377638.155140204,22144744.18077432,13330512.188927814,17673906.019589074,12125150.671016678,17315853.27258317
Ppib,7550322.726444788,8321238.918070477,8885190.362624897,8042788.367754929,7663643.4468725035,6612079.85332161
Ppid,27318.588062391755,17832.902202778736,35091.6195356981,51703.829459727196,50247.876142690046,42857.63230896368
Ppie,27894.236391244467,4578.305581358668,0.0,4686.982496260112,4314.194750520402,3421.2584399778975
Ppif,43287.00773718322,151825.1205884314,168359.11812621125,158124.44033971443,174647.70603388827,163613.8230049487
Ppil1,335590.7247663056,455512.8663350145,369508.7644973768,382827.1041291346,387810.96611465083,320231.06875707797
Ppil2,8963.026734983083,2786.2995517168356,21878.99866815227,4577.399399291233,5883.309131556476,3670.1761181127517
Ppip5k2,0.0,9548.848712271882,7168.055595863288,9981.743782141426,79451.4843969667,62401.59434404404
Ppm1a,39242.47884106472,59611.677236014526,97542.56348228003,154512.8494098286,152027.98488729037,194162.59236139804
Ppm1b,43586.57119080739,88320.16411199725,120078.88764067208,122810.03767682785,117540.43750286223,129981.50961511277
Ppm1g,84777.55339779232,63141.45196294061,80487.80403260764,49977.99158171117,58500.681206005254,46201.23727958669
Ppme1,10986.32778692932,14789.618238047027,24558.933649148796,22463.44755076779,20653.95691940782,20728.04749124675
Ppox,8084.8244146519055,8282.305749459914,12487.509519226378,18372.751097713255,16840.496202684488,18157.86830121324
Ppp1ca,79041.28248969659,150663.0955825217,178472.21907973854,186255.55026324204,178253.00726584677,184546.154951637
Ppp1cb,240748.3001354254,237471.90663812624,294335.0817338426,341026.73232325044,277907.3731422969,291366.91868646396
Ppp1cc,106046.57530223923,131000.6412961458,165407.86717606027,171327.6185987625,158099.78823665224,133368.01506828607
Ppp1r12a,18737.702814435514,82643.0444528406,102523.15359369591,170051.6633948714,156602.08377904675,204060.12639097407
Ppp1r14d,0.0,47368.955887712975,0.0,0.0,0.0,46708.771063199725
Ppp1r1b,975419.0242008959,1261527.1094046335,978997.0453600525,1021443.6314518632,1264362.685309871,962123.6045502516
Ppp1r2,0.0,55981.74285751582,0.0,47125.421383781184,40621.73339040193,36658.53994268307
Ppp1r21,0.0,0.0,0.0,2839.323133997135,4021.568397884902,2356.2963626790042
Ppp1r35,0.0,16580241.71040168,17754844.566621833,11600863.4511976,13110526.475155907,24705863.885723773
Ppp1r7,49083.873469989,102463.48398757137,86436.42290369706,173159.53976666185,202932.046566403,126419.96702060294
Ppp1r8,3592.836305744194,0.0,0.0,1908.064684345584,0.0,2449.782246853823
Ppp1r9b,0.0,0.0,0.0,71622.83176440811,41149.36607169202,0.0
Ppp2ca,125570.92348771493,318999.2893082862,244811.39538134978,284355.885001788,297063.02795660065,242076.06682358467
Ppp2r1a,642143.7440372006,769064.7862328263,795930.8928844777,790759.5841360593,808124.563012384,978548.7572142251
Ppp2r2a,130519.15696759973,113067.02746260475,143656.30410866044,121431.41697101592,108447.97554601418,133232.6119662747
Ppp2r4,61895.85487856904,74026.3616386147,63239.550314032036,100898.56769632184,86508.74286424891,106283.25945522341
Ppp2r5a,8992.65089300827,12092.830557949927,7964.818153296995,12645.961527245072,10614.26267889704,21996.74332098168
Ppp2r5c,3427.5836529963412,6670.96068282661,7829.998273306866,7875.738427084044,6037.663819494194,8528.582792257726
Ppp3ca,22162.4578883195,9327.363471419267,6637.897370245727,10605.57792626533,9415.625295038402,11781.017004804664
Ppp4c,59619.75525496716,31903.439513332898,25328.42701671399,75630.14022266354,76220.26822231432,62911.90553340734
Ppp4r1,0.0,1069.8275027244247,2998.361961028207,4036.129627213556,4358.6370033996845,8832.90415542317
Ppp5c,117292.56352764796,57910.805396898635,42439.67007195748,70338.5111518428,59350.92946904537,88078.8558034405
Ppp6r3,32559.158642084316,49678.78152162487,45466.76810167694,100623.52181803726,81444.43258177378,94819.92286588678
Ppt1,92238.6046505514,200182.41781086315,295489.3760828167,250380.19303293404,253808.17145226995,298299.08511024923
Pptc7,0.0,0.0,0.0,3073.691313449831,0.0,2952.2194425512384
Pqbp1,6523.878448815169,0.0,0.0,15266.19391174023,0.0,10846.396081416828
Prap1,24347.231863411194,5957.66691670602,30795.385906125102,88355.25925394591,56107.419198287294,52103.40212732655
Prdm16,196269.86707936137,125573.40574319169,98611.77733807685,69767.15428167883,57343.91454572972,76039.3745365972
Prdx1,16123357.937766619,21546444.67057032,23192941.267664332,25733424.52802083,24939423.056680366,26972272.48764038
Prdx2,1709858.7783850352,2107175.42604009,1798204.2899329285,2050192.3097300436,1679497.9941276028,1757465.1353657467
Prdx3,411479.085363753,773836.695154258,827564.6823217574,393654.9087168121,754053.6200511525,601609.4427804047
Prdx4,1745680.692264647,2678272.9448083485,3123221.557886639,2854332.433173678,2943557.8885162068,3151067.4373910064
Prdx5,1260158.1303884478,2367529.4640252814,2980558.2385921963,4128354.8028384517,4548257.480684852,4900232.910072117
Prdx6,3056062.4693661975,5405540.3040052,3769247.9493028005,5119922.818067875,4628328.839049507,5546960.993343295
Preb,114578.73581450597,210143.82644397247,212007.6174438714,232980.51734791932,250771.57022547084,200877.5593483613
Prep,1089315.253361823,130324.18399800824,92955.1114944862,2054212.7170749756,103392.53203101452,139289.0363218809
Prkaa1,9579.779509566813,0.0,5350.483622248362,8953.849886445834,10529.92460662211,8698.871015155328
Prkaca,21350.408932562117,0.0,19155.242503355577,25006.170194464034,33779.99264472636,34349.47675217275
Prkag1,31257.920823456298,47229.493388781106,50674.68050744706,54226.17606718451,72415.22980056064,65835.4190956468
Prkar1a,0.0,16825.058653774253,15325.515824296052,21388.07720832095,10048.190108037883,23903.281125023113
Prkar2a,285885.0222165472,404467.5279373619,465360.80402783945,496210.53988481936,512750.6046710846,495371.0074017426
Prkca,52024.470583002454,66882.47131860271,63609.3690954206,90296.92207032583,77402.52005009717,90399.3768745789
Prkcd,56830.28194839671,137581.73428582342,155511.19930756884,268777.35017925437,239654.556333677,263615.0556255756
Prkce,0.0,49595.09443820354,79919.06724931618,29448.413926819823,51668.30889379539,59899.74530155622
Prkcsh,2938191.768938275,4211446.4232835565,4595786.456960341,3613702.809003093,3936538.734895611,3772274.485240881
Prkg2,661.6265668105746,8784.76285474407,20021.322404790542,76440.6141189286,58517.89912768749,74120.12765365503
Prkra,116390.11634586562,118467.8888063788,186151.62604133712,196641.52211073835,164152.68190396987,152231.17584530212
Prmt1,197744.7035744847,121199.87159975538,97270.16246102778,79024.68098120287,90261.6574942928,80272.44724750369
Prmt5,30211.212457305777,5049.921373832639,22392.949793286425,7391.854845375906,11031.75180080553,30217.657780712427
Prodh,103307.30029172685,328200.1184546626,365626.1933564873,306150.13146189105,294735.7087899188,306564.60012383567
Prosc,70930.15276568162,59925.55711915111,138034.33222168675,150052.298006159,164999.57497427304,187551.45098122393
Prpf19,509524.7233756887,679093.4672816098,655172.8767900388,528651.9184491071,542891.3106140621,542502.0782690367
Prpf3,64568.19917133815,32049.868998234022,20610.460559217707,47980.94121555121,54831.57179311179,26121.4053350391
Prpf31,0.0,4348.080258422747,3429.805649335244,0.0,2479.0805318606303,0.0
Prpf4,33266.36910835462,45517.79542607513,42303.670375050235,38717.13184304934,31856.61831028525,36000.49300356271
Prpf40a,47175.50721776743,44337.68550064777,45601.438146469874,34118.31358230729,41530.115349293876,28223.525047306688
Prpf6,37608.75092666162,54081.90936687812,63416.84506257085,54370.6082683653,53051.84986932707,40698.35128023085
Prpf8,83967.76907901993,126979.00012633397,134717.8810039935,102602.09092221646,120017.02359206078,103040.90820759714
Prps1,18212.642395112438,0.0,0.0,21888.807124023107,21313.98771429379,23331.908806808802
Prps2,14373.288557446207,80084.01198205633,25644.974079639473,38391.43170216407,29302.27855007711,16824.853283613338
Prpsap1,100720.27193341203,150765.37766472058,154740.9444712527,154001.5469380428,155078.30171530924,124636.60608222567
Prr15,155528.60160308072,211649.69893464498,168695.77296211157,524333.5986646025,735679.7691377556,844087.180579008
Prrc1,277308.94040826935,162295.36916522673,182269.6344103218,257204.39819328548,183795.71663089783,244638.51643174374
Prrc2a,12774.283484367086,8195.419136321269,0.0,0.0,0.0,0.0
Prrc2c,13301.069845519354,28758.427805244213,23984.410681668785,26037.484629297112,29397.679594204033,22303.709906456115
Prss30,0.0,93191.93615680413,90048.2057900696,93920.4143848061,71284.25568103255,34498.26741299639
Psap,0.0,0.0,23999.76874800032,15444.663956243003,52521.79740565439,21197.29296769801
Psd3,0.0,0.0,0.0,0.0,0.0,26105.406732528114
Psen1,30052.559556792487,75732.29026120823,98337.69405683776,147484.4155789328,172087.4999008812,110048.70352000475
Psip1,82093.37914480318,27487.732911000418,49410.27421676444,44230.64178301649,44771.648017780935,40522.130967343975
Psma1,1457149.5022305644,1382058.5563057382,1346129.823075816,1391701.3945585457,1506166.9184444647,1504913.0302603228
Psma2,92889.51105126816,289006.67488071555,197276.10449160833,157289.2691026986,121416.88479398206,218393.03890938498
Psma3,179774.36245381835,582557.1736960992,360801.6912671813,358925.6447441862,288451.5854687718,363030.61351911415
Psma4,1316803.9381479507,1293582.868081383,1386903.649713869,1497815.3603579162,1035588.7103402423,1430602.3489841472
Psma5,1769724.190614131,1639108.951046933,1522578.664399672,2127584.098227733,1989363.6066604618,2114557.6727129975
Psma6,428807.2360613142,768313.3253003823,840225.4502011704,940924.3635792234,902784.8287933168,940566.9660123799
Psma7,2188315.668140783,2191504.342994215,2082188.339801873,2519029.5844157403,2155011.5862047393,2589823.3470965293
Psmb1,660381.9763266917,854229.2235810235,649145.6556845864,748755.1699775879,660564.6761906738,644637.058622751
Psmb10,936988.4153013392,922097.4998466229,1003483.5434187548,1073735.6959754005,953027.5495607306,1120787.186744964
Psmb2,490537.72260035237,623089.3383951287,408913.36566462764,573314.1456980354,428139.3486769453,503388.1377228583
Psmb3,91975.12459511808,199319.81414936885,114764.54401374984,213420.3671054292,143269.81246376588,143302.47674043942
Psmb4,840008.2323472061,905783.8306547881,802553.8998747184,631586.6523521086,750428.9143134045,846637.9791874016
Psmb5,454911.1749970587,222707.85541781908,183133.9133162442,177604.4818764288,154371.67047977337,163883.14298299936
Psmb6,858313.1934656849,747002.4611014845,770013.7577874416,653750.6616442656,638607.1448363845,727396.0888616737
Psmb7,653100.174379685,781909.506141215,547322.9084347974,660990.9352664655,729410.2755527134,718766.0377510011
Psmb8,617138.5902903995,795245.4759405308,758303.4777841419,719439.1257204966,768881.7072446806,825016.9904734298
Psmb9,351256.5537428039,193235.38310952834,355065.7300780022,351022.0239839876,339005.78249301674,284605.4489176352
Psmc1,246180.6921908502,293820.0783701672,309212.8235198449,319927.8609856668,351908.60551917134,346573.33987187495
Psmc3,348490.41841857304,298003.39267943933,356684.10203365417,386220.5594814781,459087.64462344185,394277.5689961283
Psmc5,361437.8074435038,471437.6466727563,551193.8721305025,537527.4266928035,565750.2413765767,525853.3211128929
Psmc6,189670.16306281456,304495.53144356585,193866.28943665646,252242.87778511233,234478.34934169866,311405.3825290971
Psmd1,123137.35460312928,220226.39378929706,186011.10522047878,236876.20295982462,209156.27524084624,243379.5145202897
Psmd10,0.0,22796.390756160683,19556.441192816586,15093.467737760211,0.0,20512.29973694476
Psmd11,300442.3909948648,421909.20030679007,394784.1024127991,465924.3195660941,146587.82051420657,392793.1990204836
Psmd12,179443.60461342477,269959.90135981597,220057.2054709937,234914.72039454654,223136.56223632846,230515.23672640158
Psmd13,270239.4231336137,256822.43684963483,284831.73888936295,254269.30269607765,257393.46275173943,267128.53564893326
Psmd14,354943.5747576112,498962.8212477441,289226.90777571895,438706.1672200046,355387.26025667234,374027.9615969475
Psmd2,249183.93136697996,254036.3090736422,237856.33282929446,202919.4201313265,264651.42394033587,230402.11983298513
Psmd3,295601.7567705109,343375.72623124387,364959.8739386871,409520.72995337774,433919.0755635995,480512.9704900314
Psmd4,231881.47956099873,353294.5872718785,378513.84311599017,369751.70414628513,345505.5184248927,394894.0503222551
Psmd5,40360.08403638286,33127.287202340915,28599.619394159297,34420.99930878803,48032.916858285724,44819.13098258521
Psmd6,185575.46707446416,243289.49712166222,191262.06296799178,205158.36666380835,225166.221704015,274212.8622799126
Psmd7,261236.81331809922,256033.69292992237,259567.99495750584,334371.8558132154,316002.3819604946,318701.5200324037
Psmd9,27194.647969881695,41170.709844410034,42323.58694781187,72418.23426856032,72229.0562917981,58948.93225889529
Psme1,1174077.9772902792,1559949.3876540284,1189998.7676577815,1940285.35180045,1745155.7198503793,2145754.3032424673
Psme2,1284600.1615979925,2578988.18653163,1838434.8628266824,2983248.791091013,2600345.9422200457,3282191.363587171
Psme3,89453.71688835029,203454.96688270807,129546.74478566216,112869.7157859727,161583.79393814248,86618.43384244443
Pspc1,28240.5394748964,39825.29796001626,45762.82055270595,78477.75697867722,69687.44572599765,71906.8572075676
Ptbp1,124402.38874231228,237626.9525217424,62656.24182157718,74183.6417103198,43149.31363961454,137463.47001688162
Ptbp3,118318.49221518403,210109.66934389272,227595.7686828813,244474.72619652285,244008.8420091193,227113.46046251873
Ptcd3,62577.744179718524,188083.41422707454,167275.28173861327,168327.752495845,167279.2940751654,161397.07685122013
Ptdss2,5452.731391598272,6707.157382273719,28929.688027953944,9635.042110846818,27841.424914078303,31224.15655556479
Pter,21868.010843428423,8451.271634705477,7790.2859699706805,9873.64658526743,16502.404715463716,9471.205644928541
