,protein V1,protein V2,protein V3,protein V4,protein V5,protein V6
Ndufb8,423716.3930033372,1570968.6814826692,1240527.8057561277,1512381.261387488,1244637.183202564,1226420.030515401
Ndufb9,228983.95150812087,792385.4432377475,897191.5084026563,849748.3225059903,724504.1077757009,760607.578069701
Ndufc2,0.0,0.0,3706.639726865989,21327.088589973297,9314.116599736983,0.0
Ndufs1,1018922.967596517,2073053.3930393246,2213323.590556612,2101777.5852532648,2147343.8630951685,2050252.0021851098
Ndufs2,208712.33663875744,548868.9124050966,548551.8362203261,598444.2826017138,493340.87261028023,492350.7954007104
Ndufs3,849385.2614225966,1574293.5659108977,1895429.9469979105,1669209.692055463,1840719.9065404409,1678495.8604862813
Ndufs4,989966.6432150612,1674589.8212266443,1850001.6694103223,1627385.2805507616,1686479.749615815,1520651.163582905
Ndufs5,550747.4187266383,1640715.2554425788,1695319.1168148217,1751720.2718386545,1681195.7938453415,1557267.356158989
Ndufs6,469330.00225502223,1331681.7252924247,937902.1554603425,1252569.2420440216,1861997.4021227534,1413292.9527883427
Ndufs7,1090841.3068829533,1830427.6883482914,2124353.3723228984,2126263.080209134,2066923.2486819567,1569713.874166257
Ndufs8,772974.0251289695,1797315.9459461537,2102673.0575022837,1893451.0598447816,1688148.7084031734,1399456.7667551117
Ndufv1,698289.376481739,1633603.244908476,2018218.30127994,1862925.203233379,1719202.72091448,1682825.8178489767
Ndufv2,725755.8033207009,1375337.7919616674,1496420.3138159316,1595136.1471968892,1705034.704836846,1553589.6948437646
Ndufv3,160917.31834498167,148470.73555836495,309423.07910494105,405929.9581730757,255574.10876162502,356720.35491372267
Necap1,0.0,36397.5831450479,33620.35313068785,42999.50504595505,40391.57118675567,60509.11772604911
Necap2,0.0,19608.250090949405,14246.657691262331,30975.040205491143,27164.255563409366,56892.33776065958
Nedd8,138387.9307478382,272877.83045578905,22616.317947167656,153924.35554113795,210691.820097149,402191.2459937978
Nf1,0.0,87931.42145641717,0.0,0.0,0.0,75706.59828041987
Nfs1,113118.62488274858,185823.85345629358,273854.58455620747,195685.7050626692,163974.62733091717,171408.31490425463
Nfu1,46963.32993837833,150564.98099251915,105998.80463116556,119532.66685794719,78169.46616295484,81991.5926553195
Ngly1,0.0,2447.5682892894442,1360.654125741304,2317.7356488464993,2563.690928209308,2008.242128714656
Nhlrc2,5964.527257192024,4090.4631091562696,5986.715757956077,18554.779018037472,8328.716313607707,25506.662555870727
Nhp2,292717.3637574371,313616.2303536222,314417.7307590565,287795.33559338725,338578.9446371862,261068.69963575448
Nhp2l1,469274.2145083038,455199.62948163087,327393.7488616924,288580.6086821969,294456.4394576171,233780.37846926792
Nin,0.0,1622.4441312722429,0.0,1297.5504836017587,1167.8699018231819,2512.500186515557
Ninl,18531.86054854606,0.0,0.0,0.0,0.0,0.0
Nipsnap1,31311.097041197077,125989.1744518727,64118.2283972822,73386.48360589035,131079.10630369963,87728.0668189823
Nipsnap3b,31014.077079140596,249351.19845356065,216770.58555986712,208616.34898116175,294758.2455846883,285845.83054047247
Nit1,24439.628314683265,43773.0865560908,83640.68294938223,96046.29950789643,89031.86336669774,90958.21519459404
Nit2,83065.64315284602,133055.65623932233,96760.91596506441,173909.38761350943,144294.29832647447,146779.76387104986
Nle1,3785.117658311544,0.0,2889.3853428453262,0.0,0.0,0.0
Nln,12926.604838740855,33678.75481049072,18501.103724033655,24947.23686750142,23146.199104268246,19846.666350851938
Nlrc4,2689.9135956708774,388.6251954575038,13593.826427545247,8278.279762207472,14169.149657968876,14127.425199455827
Nlrp6,50554.66567203316,127075.97230155981,228480.04793041202,231217.63687305554,234121.3501756869,237531.30122643476
Nme2,1183533.5943371358,1171264.3777208722,1141913.89294644,1126840.2543645094,1061380.8026231148,1213182.7710355294
Nmi,221106.34070334956,333173.5912276772,343982.58519350423,344741.8790572051,379434.88512271864,433280.2718128761
Nnt,280514.01122281107,490739.8378755887,481579.1306453663,479648.91577007255,463737.3766632512,431599.98298470397
Nol4l,0.0,0.0,0.0,0.0,13008.256592084965,11601.361403744357
Nolc1,144034.37575465126,116134.71167338791,87830.55775368605,39874.61781868262,57203.178340702085,38010.39147344217
Nomo1,149532.01095481226,331652.8600509081,372385.0432944654,429993.4947638303,400356.88996651734,351347.6151420092
Nono,1227821.9668215208,1234974.3057097371,1213723.2224995105,1150740.4250283223,1270541.6429513113,1062701.3543227077
Nop2,19835.389335304553,11292.287691122776,16413.504477228948,7890.933923919564,16002.731300108346,4690.89192997476
Nop56,431134.45902633126,520234.6069533952,453923.20321940456,379358.29300671356,441907.3986871104,333421.4195756232
Nop58,314768.4679687397,268375.9912618716,275833.17945583124,249396.6820298153,247890.96436058375,194701.49590924932
Nos2,0.0,10530.643032003763,12315.01851110675,7387.98115302238,10045.856559529875,4470.6929860860655
Nostrin,0.0,7734.216758977359,7165.756963081963,5499.149085966737,15339.634220023689,4253.34096312577
Npc1l1,43649.492195536914,254812.8240417767,605403.8695382928,815115.1174111041,860633.8103685086,878551.029968527
Npc2,1168080.5867951594,1793338.435695766,1754312.1862142736,1500044.8667731935,1655187.3470635545,1360182.3598615765
Npepps,239772.91763956356,312131.99833782174,339446.38889279554,372488.8799009882,312781.44543114,373091.98900872126
Npl,9492.001176499376,74737.56742634457,64562.05347392327,158590.88822806027,183030.30133347714,262382.7623999776
Npm1,5212058.317302098,5099188.144362755,4248534.955213941,3066000.474849457,3175796.484624681,2444944.197852061
Npm3,15560.34536127731,68605.42936396327,52195.922316649,21975.512989692103,12541.837947460595,11001.089839396152
Nptn,8391.31534848887,19224.736084644388,26553.201130214857,34249.35296397873,8821.2122759096,31567.313947068826
Nqo2,0.0,0.0,73727.40612343112,59732.19819617228,47210.69112281262,115291.8152097405
Nr3c1,12580.583430469444,0.0,10012.535028380882,4818.191630213627,11447.798005889726,7416.631210981659
Nrd1,32693.67664665588,7131.979149327334,13585.138493203754,12369.960335286363,21574.304207920417,20359.24016032272
Nsdhl,141756.83112754638,120653.97545151599,164825.47758009617,155054.65758768548,169130.7213264349,113602.97070103248
Nsf,157402.10010312003,222558.16969197427,234336.99384430537,261939.75120115333,244010.75536891093,271480.1663433506
Nsun2,88228.59993847345,20078.055476552636,18620.234278674914,13101.055056238501,13484.330689785604,8013.3045774446055
Nt5c,105256.78828375325,150790.84791191114,103711.57959730495,203535.35199169494,181574.64150793393,239630.21319999406
Nt5e,0.0,0.0,0.0,0.0,1270.8873993932852,17163.974586744254
Nub1,7311.16182700744,15083.810878752543,25832.91422393033,30061.818606719527,37063.20913345223,20328.194420340777
Nucb1,2381874.9477651287,2745710.8144247304,2782103.7289206902,3126841.535528421,2847535.3286010292,2879940.0535886814
Nucks1,277861.2674625426,159114.23684326187,156554.82549265138,124182.94352320813,130660.34927342666,116458.46830651734
Nudc,610538.0688748312,588725.1442393777,541507.0203166854,482509.4445745937,425870.95872324385,338228.4850779204
Nudcd1,8862.678712216248,21536.4936528644,5744.991945474143,13460.803051706178,12721.283990890428,14680.094238209416
Nudcd2,63139.15025351495,71745.05091624282,62325.76131603109,38128.58161502616,47791.29240321137,25082.548120147098
Nudt19,7488.8433431098865,50268.88452539745,89574.99792216918,84649.78115734187,82858.7310764563,87826.51224793945
Nudt2,11201.688470445632,0.0,0.0,20361.4446927808,28687.497351334452,28576.725597638826
Nudt21,58982.03939692617,67479.7168267289,75160.1369291193,96717.62032845916,91238.47730625744,87958.68199665335
Nudt4,47685.170751647915,32227.466008948984,73181.73037955514,201591.18007732506,212264.20814289016,258074.06256856606
Nudt5,124015.78506461834,465174.200520797,599233.9634011812,882038.3923249773,758276.886678216,1027997.1277237477
Nudt7,8540.05667659839,42131.5412546575,34313.33299278606,50725.55976485283,25715.122860965595,40636.25936940109
Nufip2,3850.724439410172,2259.900106581757,18544.12747046766,18296.74190038293,21205.10511687745,20249.205028677083
Numa1,121154.96567640621,165623.16540630494,156768.2124675494,151737.68272276592,150792.06225596048,125725.60778887104
Numb,15985.739348635012,98249.11248780735,153429.0692327803,182575.32484621025,177431.64329406095,216700.18452163067
Nup107,27263.03854808907,43719.49591931526,43714.61525132642,43676.98118173202,41930.11651087093,37718.901221381544
Nup133,14228.00054852169,28928.631251844457,18554.01574172048,16261.985376654484,20125.919319066983,13134.251899747269
Nup155,4743.381902895637,0.0,5121.294955532634,8174.306692812179,2710.288476335002,3327.6877049479285
Nup160,7036.664745935498,6926.503256738715,16060.470575896545,5911.290640228742,7608.05776666002,3037.9784929059074
Nup210,14350.499377587697,26866.757522322936,96264.81216114564,21192.547531972697,20315.17101822379,16256.934868441474
Nup214,10998.47848697206,0.0,1060.4675027689516,5193.545869040686,6516.837876812505,6220.641033657545
Nup35,63271.47002846613,114519.65433886406,107087.70291864527,75831.65242408951,95825.72752592247,70646.36148503394
Nup43,19259.111254375697,18401.72404091105,22569.852912624203,17127.25408164113,14479.85501236907,12562.124047936155
Nup50,28678.54469108375,49032.9715313186,21732.807479953266,44588.45321085952,37063.760626796764,32002.74156080113
Nup54,2335.0293564912504,2401.623034118123,7889.586266117168,7957.487510640232,8519.585762464654,4766.390049663518
Nup62,106427.18855308957,63126.050916460365,76058.08272709517,89682.35514871332,107958.41860965507,55379.94681981741
Nup85,411984.84011120687,1040920.033014017,499735.42962372646,521950.39584715856,534094.972776065,1239213.9918414755
Nup88,15364.13544714571,0.0,0.0,0.0,0.0,0.0
Nup93,40661.336791301954,93080.21549343875,72425.25094571113,88185.5799916335,81023.64439166994,77706.68664059084
Nup98,14160.562795264368,26184.19381793577,24894.197429125754,20925.348987624995,14592.380929862755,26435.050589871404
Nxf1,38374.50633761291,35300.78298330043,32943.08826460179,35554.98077957539,29833.44288888476,32257.94202012361
Oacyl,276682.77410269756,497415.19238477794,590841.5739928384,653175.9143667169,710173.1107456385,603207.6862419154
Oas1a,50407.20680957253,95925.49782880269,102259.06212188219,148741.56120389682,132188.295301623,124965.23288388798
Oas3,0.0,0.0,0.0,1952.958909605756,0.0,0.0
Oasl1,36903.37057032281,40842.49775679085,65789.65587241894,143208.06314719896,164239.92622714333,201903.68663906233
Oasl2,11766.130415693771,18003.437079024225,36726.69026523188,120543.41656037909,47472.644778443464,65945.3272431429
Ociad1,301305.3438068254,576332.2428709283,583842.6057436406,488337.56974342436,490261.6250887701,495839.3849026881
Ociad2,466326.8489662609,1403841.0631906067,1107913.1141831533,1265211.212699114,1110297.742510536,863809.2736399987
Ocln,14112.405529648944,32953.857513156574,24153.888340118236,36892.33481118162,44499.57325855835,37795.41790603452
Ogdh,1627871.2483970188,3881860.6891812133,5023502.855908099,5354823.504854511,5002693.827594245,4864171.9086098205
Ogfr,19592.169390679832,31889.07211436325,16765.111455038033,8202.726380758966,30426.822467123733,24691.361342908956
Ogt,8374.722340749984,1822.6778499471714,14162.846171809868,7625.179509418819,16705.10999900548,23192.545915880724
Ola1,66506.22819950752,153091.7639171838,95746.43503099635,142471.9326073391,137043.01516144042,138420.9978280032
Olfm4,41409.001570872526,9421.303559959211,0.0,9894.60209878415,13478.147819169413,5832.831474613818
Opa1,118434.80174790513,234389.8391212164,297967.2367087616,273723.25446844037,273321.0660057457,256148.47127598684
Opa3,42686.66621915093,51782.77236878905,102354.87314923732,53549.256140452635,156829.66179714855,72460.12786006754
Optn,3082.0879142920626,0.0,1705.889169669692,3744.769034764987,2926.757309711556,1569.7153187254924
Ormdl2,0.0,98730.08594610445,84460.94371575631,271884.33367217256,234666.07584694517,207259.82626848336
Ormdl3,47733.11031581242,58693.8219305063,86628.79015043151,135642.6910263048,142738.32803875857,176115.37972198424
Os9,41728.67107499269,102000.09728199727,176933.84796319366,165968.48632434054,183294.0942053489,190324.45627407017
Osbp,49757.295322407765,37507.63448077654,42153.427766542874,61109.47780134415,54716.24667234517,61709.6683615963
Osbpl3,3698.687547697202,6250.113569661911,29479.699243717358,28343.595778251467,37487.069000851196,22411.195581667118
Osbpl6,1935.2922745676028,3196.46344939101,3567.9963153652784,10607.34623365366,10897.57501034658,9466.981831791289
Ostc,4683.675876823505,158306.0418075794,90013.28372253505,107095.46777727573,83763.83903699985,136224.85357829212
Ostf1,31058.98790118558,65642.89070142688,38652.89722922082,100247.48556102879,69297.73556248545,146651.00237152423
Otc,2595684.283444825,5966804.925522711,7596734.250923078,6587073.572612938,6482118.051034164,6360271.68543258
Otub1,351525.9948080777,281013.4840579859,322604.32384714275,324772.69798056234,371124.7506166646,474111.83894704585
Oxa1l,0.0,61318.55678555961,33871.556720279565,67406.56899424859,34835.6016387251,65232.42777831518
Oxct1,474062.2021166389,949493.6855184673,900359.3899308161,1029058.9577256136,871953.0250910368,863633.6654284211
Oxnad1,6942.205467636452,15035.292567944844,28422.6176518325,9538.936592768765,15632.749827445654,16292.561446837473
Oxsm,12765.567363878903,69776.55405157011,69810.77199211682,67628.29087017773,71419.6949962294,64463.044638157204
P4hb,16838655.816179216,41100358.27891058,37755329.304066174,44307629.231788196,37668089.44814307,43247062.91720172
Pa2g4,1743570.068157076,1715471.2803278968,1605706.4488829782,1470153.829521356,1537777.13067837,1615235.1608077283
Pabpc1,616546.5799770316,829184.2489886156,636280.8098516031,667146.3989435392,620758.7011633764,605124.686199263
Pacsin2,243262.95472695952,346049.19536870415,366249.40084512543,483122.86707723216,538506.2985902316,575976.0584720211
Paf1,21881.569285871927,5578.1506977749605,4590.312887145745,0.0,5656.821837042283,6494.616882874133
Pafah1b1,263670.5264304215,305847.49941790866,517201.9477112531,469134.2903931336,400253.81133430416,522205.87177097204
Pafah1b2,0.0,41153.98603234386,50671.031029231126,0.0,73588.01691026965,52354.987719299694
Pafah1b3,290765.05061525496,158671.17813310714,113625.7073796154,198499.36641622457,174758.59420543787,205383.53682673062
Pafah2,41692.784793459905,117793.30620166127,143241.46197691548,145961.24103274074,164099.9069467274,164602.63119006323
Pag1,0.0,0.0,0.0,14097.717339777537,20899.80650475718,11657.993216848117
Paip1,16436.97142807032,15419.70623836451,7810.835114914588,26314.6240837889,21397.651314526844,18632.563161555987
Pak1,77498.45622072033,150455.83534181208,152655.05761181453,155570.62987849,191461.28671066122,228040.84874648915
Pak2,103439.03004551663,147068.3216377445,148922.24457302844,131645.98752924192,191588.06995919047,209660.0950026844
Palld,2635.2354454784954,1452.2878356943645,7550.200537566174,13508.332894724626,12723.745266943746,18321.587714612793
Pam16,38421.873682839476,100598.95994976671,104891.51231858351,197898.16464889294,175770.48487136333,100142.57021261382
Papss2,820914.041446167,1662386.2852599227,2324604.1661731172,2423150.628978943,2062167.2742620131,2106330.665732741
Park7,1756512.4674198113,2459775.7923862915,1760570.4882471508,2317334.266543125,2008351.8038450321,2537077.824763261
Parp12,13797.0730447573,16900.749412450434,25687.617863250947,34472.36609135504,32490.921231868895,33738.67033930994
Parp14,37274.604859107596,199648.33426973218,142043.8495605166,107945.78634395782,105219.0238761685,106068.23461533379
Parp4,0.0,2893.7293528522932,4491.594739052851,6554.633950181529,4421.590270633519,7718.4258560485605
Parp9,56080.0182948608,115536.23275662224,154663.39479203612,214165.90705583937,197947.81075909192,161047.45763723066
Pars2,5497.563284859434,0.0,18518.421842110838,0.0,10899.688761391928,5357.2383422446865
Pawr,130229.69568325173,57076.111531160335,45467.48144913412,36723.69617301673,35018.548002644966,16689.59096439519
Pbld2,104720.44801175706,276974.8807207451,369511.64547144267,458946.74797864165,403141.21412039094,501349.795095516
Pcbd1,258729.0859842508,210476.78469698672,165840.65237713474,377160.9257756649,265807.65442092094,2059065.736158046
Pcbp1,2255108.3157332675,2410797.366487421,2179248.0584549992,2152147.1418991303,2004846.0280820953,1823395.2286913733
Pcbp2,836037.4683404776,685255.1818676281,699631.3526475128,372843.8864795702,526245.9987769899,355841.20694325253
Pcca,105789.86642478355,176467.68978017135,209821.6302040746,200440.75717136642,201001.98605163916,183600.47564992565
Pccb,229889.92056926634,263709.6238893091,371527.66934368,298803.12757140695,302352.2445807825,315058.4459990546
Pck1,4251.488045992578,25479.131217955273,18843.914995953182,63084.83269957327,57286.98662770276,87228.15307572433
Pck2,92549.96322038231,147997.80563949406,126635.17151579788,143066.97204607714,101148.90765704357,96297.70465525393
Pcmt1,7984.752389840829,7475.567854538816,0.0,10204.515491446831,9267.015622760424,12154.849233624598
Pcna,227843.6144853693,161556.60731221226,78787.17778136273,41998.66006289532,91385.54532121187,58552.263103355945
Pcnp,564023.0928138526,245397.9107360469,375267.7015899189,389341.77742055344,271266.0318797651,376284.6616424242
Pcnt,1991.7145791721257,502.02700528408474,0.0,2076.466930965246,673.9273225660373,0.0
Pcsk5,6604.740105628251,21729.446095568313,31078.058121170376,32723.64801866812,34808.75925297022,30214.167414202744
Pcyt1a,228028.58525288396,295269.84849873674,514404.17361614975,511551.99791144807,556183.4922668076,519375.114656268
Pcyt2,122013.95484442155,246648.99769401544,293368.9898260446,394255.6011325675,394705.5039596035,433436.0881213149
Pdap1,381750.3377472595,495980.4692399693,454838.3535045543,368422.8298913356,361526.73942676163,445936.49928196607
Pdcd10,74021.4020391231,169904.29895301862,155393.9334975296,356095.94476779684,286402.1887546759,380962.80919003714
Pdcd4,99223.94271407505,51678.15530107622,26399.93597355332,28709.08823978503,41195.263716488254,31500.297919797213
Pdcd5,44994.907534797385,0.0,0.0,0.0,0.0,0.0
Pdcd6,35119.71302011419,72768.90632413622,6746.897943869172,115274.92190018564,146917.50203043767,137965.58940885155
Pdcd6ip,347327.6097636143,639365.368302314,591147.9410531828,806217.7530832489,724263.2576472979,913419.1463184837
Pdcl3,69318.54803168053,106501.65502403003,84212.34874829453,122143.34271713269,105211.38545185226,161891.86923685778
Pde12,9137.954916633045,28148.210146364305,12369.45007121322,26919.894911046078,27165.8515520747,24277.780731368413
Pdha1,716028.7173565073,1647352.8265170872,1846113.8294881962,1739723.8420247156,1547320.9785437793,1435584.2806194276
Pdhb,942706.0979972155,1654642.4957317393,1927675.8786206557,1819413.965543726,1683070.5253479807,1570412.9048749255
Pdhx,22415.10398632074,151293.859050175,139348.29635855247,117803.79270831395,99501.19980072559,103547.376008752
Pdia3,14210399.052111568,14612924.474426806,14107073.33563566,12536725.671055434,11998725.095092077,11313064.557455422
Pdk2,4702.530411372602,38535.9031134659,45302.45437630862,81131.8565269533,68666.38297319932,63656.297396441056
Pdk3,2565.3672932395775,35798.280698652554,83016.5343860864,67595.91895324581,74273.35330318089,74705.08149706098
Pdlim1,2073334.637620738,2045823.0416224753,1399852.0712194638,1609382.3172725898,1493384.8853014116,1818036.59382107
Pdlim2,33170.54523782468,153188.29039721237,232732.68251935067,385470.47292546486,462294.7636912647,470777.8776986882
Pdlim5,238206.86383645746,327457.2559310173,337244.9593509826,380882.2662694439,428209.66074138373,464632.23393323785
Pds5a,27052.911872295605,38040.02147187895,22125.566703607976,56922.94483692788,25258.35443202106,19230.450291444173
Pds5b,3753.9378287248073,1254.367003593946,0.0,0.0,4398.987120910912,3855.0224289724633
Pdxdc1,891231.0107384096,547574.943774383,422724.0387372817,445054.91464096605,463962.9044108992,522577.9092340005
Pdxk,188285.68534131083,288024.4352387741,263527.8123079223,358940.12847215025,284765.1397500952,335168.33416186663
Pdzd11,34845.099088563664,130738.65003787597,78675.88484094839,196959.65730448384,91543.77884677387,184402.25029919707
Pdzd3,0.0,4794.8295783677195,24519.36432650171,46634.73959888969,38449.66385646551,51742.18124410493
Pdzd8,3742.5270483632917,13228.831906991914,17216.897515049488,17537.574992774888,16188.703964932147,17858.800390596338
Pdzk1,86386.24536620302,708886.1978094694,1253860.9180014585,1699388.2148638084,1812177.7509664346,1948206.8026065035
Pebp1,1544776.5941900157,1463581.8549162736,1080540.2990669198,1472723.5780945926,1142459.0095702272,1468199.938256257
Pepd,733951.3733607014,2367179.0515061165,3151308.69436527,4294497.214505746,3641323.9669265267,5169944.566123019
Pex1,1163.3876301276557,4115.473037545041,2322.1153881868827,1933.9935762341865,3962.0375338613667,1737.124659118147
Pex11b,51413.23678531703,82781.49894126975,173640.49937545907,204397.41635539138,172244.98639063342,162175.09017977968
Pex11g,0.0,0.0,53339.814377442286,41004.750925447916,45299.31100443532,31862.843828270336
Pex12,0.0,0.0,6824.42336111984,7230.663326591956,5897.892912415924,5019.37519734652
Pex14,65557.76354288416,138514.99998215685,119828.98654701294,175025.6210141475,232285.60174847863,179167.34147513888
Pex16,39767.76869920912,135207.9814112941,152224.00184104836,165712.07296055058,187557.6136207864,172425.51407906518
Pex19,2717.56691300955,30929.451129499546,37571.1395302357,27395.43706236789,46518.984787811445,32994.45108191992
Pex26,0.0,0.0,10509.152269235825,23678.855997263607,29639.814073443842,29095.20698619547
Pex3,30414.198970862697,30392.20708380013,58745.75264529635,47028.16190937754,187142.40060658072,42224.483560907225
Pfas,39712.21962926728,23350.01401146357,29919.25847143402,20850.111101536717,24585.774608461274,25722.34104263799
Pfdn1,33530.53969672616,0.0,20075.66513882437,17049.46332170811,18133.300755328542,0.0
Pfdn2,23131.998448843697,23359.51016651834,21227.036311031727,22010.33770460448,12963.816709409468,15398.998760219505
Pfkfb4,7494.897779157754,19344.051077577653,34420.32045220993,52560.20133597096,43590.12492016074,51691.108311805416
Pfkl,23044.167980510836,0.0,2613.641293765191,0.0,2496.4543923279684,0.0
Pfkp,212807.84277732694,597542.6978124304,663213.6478837008,993633.9402698993,892993.0635761237,1080026.6423060838
Pfn1,7650432.828135604,8744884.221876381,6369639.121712711,10031817.887132112,8554568.47880727,11836688.26756448
Pgam1,1529617.600235192,2151776.502188144,1958594.3242312295,3374964.1157962396,2827980.059559658,3642966.6096440214
Pgam5,36200.70633426234,47722.63185904358,48998.04442551911,217999.42618960503,59345.08755738986,37261.70201153094
Pgd,2657095.7015406364,3676932.5981108285,4393434.58402825,4400947.107857414,4252408.339726313,5074877.615060726
Pgk1,2165804.093863168,3577959.6009200946,3256152.4248763314,4187972.9291155622,3771278.539244164,4521760.03559065
Pgls,218504.3394316154,220163.18559943317,123396.63625614939,307230.9939220111,283036.1729202453,295429.7365028736
Pgm1,133771.5777317863,188096.54743296435,202669.78807572948,315808.56528611056,275879.5498027432,357727.9075441231
Pgm2,645879.8430450477,475264.402447357,595569.9924902748,802519.2678406757,833265.5767483242,1189675.0546004078
Pgm2l1,194962.17208249163,0.0,0.0,0.0,126889.19721508666,0.0
Pgm3,89454.19827676241,76522.36673094911,50957.282105502716,68460.9523994729,62066.29080533522,76552.43121912144
Pgp,326605.30342848063,403986.9598189548,379221.8855703589,421867.80824066204,396986.12997247954,501781.4034116262
Pgrmc1,1469667.9428246652,2448864.74899999,3769696.1550339973,4023080.444878997,4527508.542913515,4280113.68571556
Pgrmc2,356675.9801874164,788280.2418128711,1250605.132882615,1035470.8598132042,981367.2710689604,981006.1913641666
Pgs1,0.0,4324.284899021236,6877.318778616707,0.0,8680.391687692758,4378.466017493061
Phactr4,0.0,3964.5288528056,1496.457833254082,4414.818060876211,11043.24815780473,13976.817949141927
Phb,3814284.1401869776,6211380.413508347,6438812.212792147,5792814.752527522,6222735.409369889,5540996.24951873
Phb2,2753293.7274858435,4870719.273922928,6216150.172670486,4852416.601738435,4943032.321691322,4189192.4635126493
Phf5a,174082.78831283745,194928.25711128488,240822.84705859775,171195.81994670013,230976.74162772202,145003.85675090144
Phgdh,309407.1706867528,274040.4901716419,187207.20620819178,181443.4641093045,209229.30006896515,162705.0247905448
Phyh,44571.270773915836,81038.57876898733,349913.9642589096,202446.53535625583,215645.37335505406,226761.91115463455
Pi4ka,0.0,672.7962642456652,2604.6363996034875,855.2624481830162,2167.8986333542657,2667.3403500374225
Picalm,97274.78115440033,269228.64426352805,337094.4240162698,412030.2038863379,432067.2058586638,392308.05463550333
Pigr,891859.9820717289,1846469.2010330383,1991904.9123918242,1295476.7201709212,1494541.7580541056,977734.3235707836
Pigs,54512.70725932015,55171.58415182504,80605.8526757956,44352.311417235214,77123.25990054561,71500.17356221074
Pigt,0.0,0.0,0.0,0.0,4513.954556966451,0.0
Pik3c2a,3574.610255680084,6550.079712433789,15076.655218197342,25050.17621232305,12921.395576148207,25704.587086132102
Pipox,3934.9413603961143,5902.268665439224,15939.879405490177,16753.752321383774,21440.662298260842,18269.302527981738
Pitpna,254008.57821768455,488944.3132158237,549448.6722154074,755157.9544897529,791679.4215939972,3237737.41636526
Pitpnb,35911.60347117612,32090.823266744683,71484.99386648418,50344.60914924786,71865.76815072406,49116.48866078736
Pitrm1,58700.080928896576,83376.74823026886,97615.44617049131,69567.49741420985,79572.24371796264,78243.82608775204
Pklr,812530.9784881673,1220768.3550052198,1632501.4414675266,2511306.8197260657,2455485.9128366183,2838819.525320961
Pkm,3019460.771170934,5045134.623916189,5685568.696901132,7152415.2810470415,7107057.171546827,8274333.966920009
Pkn1,0.0,2473.511199863343,3514.9818983580662,3657.541252701394,3794.798485140946,5064.932351968311
Pkp1,10717.611592797313,28012.676660967445,30932.75671836165,15692.971357028144,27548.032371545734,10858.849511306704
Pkp3,59521.73825351385,162433.17642656656,183542.11522913832,159674.73859158953,213579.2625954596,205364.64759143715
Pkp4,0.0,96189.60109426873,90832.4843557842,77894.22776405945,85302.85794228665,69379.22752059705
Pla2g12b,5662.435714749873,170955.75258487827,252005.6880829706,261224.46432152283,209618.2945503618,196354.33862486374
Plaa,40119.92103383479,41519.95279622575,42348.40761855309,40166.024289087945,43355.87801617359,47947.52952565951
Plac8,2928691.31516781,9284046.564892976,10331479.41669836,13531234.425433174,16011435.649728257,13880103.681877166
Plb1,0.0,32220.922130288058,54143.34928735077,104844.33673173242,103946.59133106931,108242.18023546644
Plbd1,16527.281237730054,26116.76348259873,43949.13999161205,100199.25612135704,73912.22678991637,74024.49968741735
Plcb3,359962.36688467435,720852.9808420085,771541.3697530074,915631.7320219977,847196.5301439455,1006766.7909534337
Plcd1,10621.990634327647,23644.33521923171,58291.84850733863,92919.97967134928,97937.72668387063,84442.66643164365
Pld1,7860.379035186713,55421.89969022898,68693.47450362239,84234.16291257848,82214.7354566588,104355.24834790161
Plec,588500.8008856438,1013980.5443402819,1358011.315394482,1722340.4370659383,1657387.0127917342,1872392.901695779
Plekha6,59100.455693616736,54282.56464502979,58659.652667228074,50827.12410697508,64340.82285315937,51786.13936073765
Plekha7,6971.675158619034,19306.174511813264,31670.929844818107,45993.07085081093,54216.055180968135,46583.555459114235
Plekhg6,0.0,0.0,0.0,3194.953588015061,4545.782242920058,4831.4433252096815
Plgrkt,323595.3817245872,563694.6511762743,656279.2491582007,861607.706021631,815030.0829806734,638551.7998466382
Plin3,766950.1755764261,2013081.2897095801,2197272.2372906446,3043978.480234512,2870623.2842008257,4012798.153717513
Plp2,1223057.0382829974,1486905.4053530397,1654304.4402082604,1284036.2574748367,1617052.0889330304,1170839.0900639268
Plrg1,10106.676753747532,35693.916753731006,30533.94828019334,32458.10233511892,25449.177312713025,26185.53330667457
Pls1,1977963.1332787266,5383792.957103147,8479365.25539539,11712065.222942423,12183594.484335545,14164402.060867295
Pls3,82852.76031726961,251447.6858994466,344548.63748217135,517691.6106390972,463979.4824678107,590123.3811434951
Plxnb2,53416.26912692283,98389.85863158783,127352.67720450339,128526.05254533204,147133.37279241165,140911.92468351146
Pm20d1,23606.61080125502,124072.74861146935,157031.82713066455,137896.65540303,135001.36697847475,90311.66711057583
Pml,5746.703530515216,14282.447715295311,21261.479817152853,19909.904225867143,16299.264446390967,18078.11415686578
Pmm2,1524573.9372304871,1631011.4827454311,1171765.0498346647,1313525.9035477834,1051196.3044488123,1580781.929436551
Pmpca,51544.833091676584,216277.9573538118,127131.94840310205,124699.62356290093,273855.7890137331,146314.30242181872
Pnkp,22002.415340202046,13938.186067500235,24081.59897560589,14343.922380110767,17571.340639466307,20120.07461559434
Pnn,90177.66435680998,141030.9312363605,134353.40316275248,156187.04581936967,146510.90013373492,160502.80191578434
