gene,V1,V2,V3,V4,V5,V6
A1cf,30.63256367463017,26.81988303000157,27.504519333764097,19.07364685733058,10.575900431077626,7.674872187830639
Aadac,120.8093241550021,94.62864389830744,43.75718984917015,26.15814426148194,8.948838826296452,2.9518739183963993
Aak1,23.748841500555972,20.241421154718164,25.00410848524009,14.98643681647403,8.54207342510116,4.132623485754959
Aamdc,215.80469015722596,196.3417852007662,166.27732142684658,95.64071495604333,36.608886107576396,9.445996538868476
Aars,27.19070258759307,12.650888221698853,7.501232545572027,7.356978073541796,3.6608886107576404,4.132623485754959
Abat,46.465124675000816,16.69917245264249,28.754724758026104,7.084497404151358,1.6270616047811732,0.5903747836792798
Abcb10,32.009308109445,19.22935009698226,22.50369763671608,15.803878824645338,6.101481017929399,2.361499134717119
Abcb1a,56.44652182740839,34.41041596302089,23.753903060978086,30.517834971728927,24.812689472912894,15.349744375661277
Abcb7,42.67907747926,28.844025145473392,32.50534103081211,21.253492212454073,17.490912251397614,6.494122620472079
Abcb8,25.813958152778227,14.168994808302717,11.25184881835804,7.356978073541796,4.88118481434352,1.1807495673585595
Abcc2,47.497683001111945,61.23029899302246,51.258422394742176,48.50155915149776,31.320935892037582,17.12086872669912
Abcc3,23.40465539185226,19.735385625850213,12.502054242620044,8.991862089884416,2.8473578083670534,0.0
Abcd1,45.77675245759339,78.4355069745329,67.51109291014824,60.76318927406743,44.337428730286966,18.891993077736952
Abcd3,387.89774450908084,385.5990729973811,300.04930182288103,180.65468380585963,79.7260186342775,25.976490481888316
Abce1,18.930235978704033,4.554319759811587,1.2502054242620044,2.179845355123495,0.8135308023905866,0.0
Abcf1,76.06513002351984,40.98887783830428,32.50534103081211,26.975586269653245,18.304443053788198,11.807495673585597
Abcf2,7.227908282777904,5.060355288679541,3.7506162727860133,1.907364685733058,0.4067654011952933,0.0
Abcf3,13.423258239444678,12.650888221698853,2.500410848524009,7.356978073541796,4.474419413148226,2.9518739183963993
Abcg2,79.16280500185324,88.05018202302404,78.76294172850628,53.406211200525625,42.303601724310504,30.699488751322555
Abcg5,68.83722174074194,76.91740038792904,77.51273630424427,64.3054379761431,63.048637185270465,27.747614832926153
Abcg8,95.6837382196313,93.61657284057154,107.51766648653238,74.93218408237013,42.71036712550579,28.337989616605434
Abhd12,41.99070526185258,48.579410771323595,53.75883324326619,28.337989616605434,15.050319844225852,8.265246971509917
Abhd14b,39.237216392222905,28.337989616605434,23.753903060978086,13.624033469521844,4.474419413148226,2.361499134717119
Abhd2,76.75350224092726,108.79763870661013,117.51930988062841,202.99809869587546,313.61612432157114,746.8241013542889
Abhd3,47.84186910981565,49.08544630019155,37.50616272786013,25.613182922701064,15.457085245421144,5.903747836792799
Abhd6,39.58140250092662,63.25444110849428,53.75883324326619,40.87210040856553,31.320935892037582,17.12086872669912
Abi1,56.10233571870468,38.45870019396452,33.75554645507412,36.512409698318535,28.473578083670535,43.68773399226671
Ablim1,25.12558593537081,29.35006067434134,32.50534103081211,28.882950955386306,14.643554443030562,16.530493943019835
Abr,120.12095193759468,98.67692812925107,82.5135580012923,75.20466475176057,64.67569879005163,46.639607910663116
Acaa1a,138.70700180759502,155.8589428913299,137.52259666882048,91.55350491518678,61.014810179293995,27.157240049246873
Acaa1b,19.962794304815166,59.71219240641858,66.26088748588623,35.96744835953766,10.575900431077626,4.132623485754959
Acaa2,190.6791042218552,185.71503909453918,141.27321294160652,51.22636584540213,8.135308023905866,2.361499134717119
Acad10,5.851163847963065,1.0120710577359082,6.251027121310022,1.907364685733058,0.8135308023905866,0.0
Acad8,10.669769369815,10.120710577359082,7.501232545572027,4.0872100408565535,2.44059240717176,1.7711243510378396
Acad9,7.572094391481613,2.5301776443397705,1.2502054242620044,1.907364685733058,0.0,0.0
Acadl,132.85583795963197,122.46059798604492,97.51602309243634,51.49884651479256,32.13446669442817,15.349744375661277
Acadm,131.1349074161134,114.36402952415764,90.01479054686432,52.86124986174475,34.16829370040464,28.337989616605434
Acads,73.31164115389018,48.579410771323595,41.25677900064615,22.61589555940626,11.796196634663506,7.674872187830639
Acadvl,123.56281302463178,85.0139688498163,70.01150375867223,55.858537225039555,43.93066332909168,37.19361137179463
