,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Syf2,4.645702765309591,32.849398995605476,1.673271269980295,116.68850545464213,11.449650248829961,4.7703641304589475,12.819639474881354,34.07576193448305,0.061676072678993575,0.31628807598907066,0.008958084171915256,0.5562966939042469,0.13708486522481197,0.04074435408583503,0.12081778282554122,0.24593526525086026,12149.341396949085,2371.748214493387,409.2146072136578,135.1320768189843,128.79510640728608,86.00952799626205,25983.004917398808,6057.117929829402,3698.300278126711,2595.0882847994963,2119.932893779052,1780.4938276460255,2656.0717940473583,663.0455615435583,153.86876974054198,53.38516953187624,30.436490350993015,26.00752858946916,27498.177483489155,6541.34099898303,5260.27381318357,5350.239124800671,5121.04898536562,4843.616211202884,0.435,4.1863045841192665,0.6847295571512696,0.37750352885695554,0.29068433526318166,0.24595091292003832,0.21482708168928683,19883.88466526985,3252.2916734118967,1793.0459854734308,1380.676842841273,1168.2044360488753,1020.374134144604
Syncrip,12.589709687721832,94.71309286737124,4.109644598779636,207.55807263056664,48.30565483135606,10.732660487088419,33.597533628774244,85.02514394533063,0.004418339239342935,0.008676541134660837,0.003029351564325063,0.01287619643050334,0.006922127790888185,0.004400118867551603,0.006242971752502706,0.008646282253356988,291219.7994137675,287262.3493924944,268818.3565878379,243725.4424550989,214950.760121608,185355.76101617308,332636.491380425,308695.50437613553,275149.38742186624,255576.8984863016,236964.8894255368,217489.67057705106,276166.8947020537,275797.9036924939,265796.71998235065,237717.5715653613,202514.5969566241,172357.29838752758,359187.9342056573,317134.1448744127,280782.9587048293,262860.18816591235,245557.17881508675,233844.5135835629,0.614,1.2265744121282154,1.1513151335922707,1.049865417698055,0.9550523544892475,0.8561549023254805,0.7610377797667297,319353.56172895257,299758.8935082911,273345.2264801374,248659.4926715962,222910.3385378344,198145.43918057377
Syne2,8.327336474955985,171.35922036610145,3.042151328390234,1110.5562632663434,20.163289909431427,10.818639130756482,44.07659407228234,243.53393931732708,0.014211136949186189,0.0648195851711051,0.0060225858393427815,0.1646147245957322,0.03450911167057144,0.013998901525060716,0.030830109499997958,0.06424863642893601,1.5108015833481547,3637.6136144778575,5170.857898521348,5860.333742649475,4464.792759048108,3810.30226144624,1367.1562305531031,5785.305074942386,6597.456892432994,6539.924709520821,6174.985053376664,5636.914777073437,1.5108015833481547,3057.341235039265,4737.310027804098,5095.683641517934,3793.180914196341,3489.339942614917,3412.188136479859,6833.945667014094,7185.5386856175855,6539.924709520821,6699.9203490766295,6914.540478069051,0.73,0.2950591703424977,1.0580300419023003,1.293850937452548,1.2845802692392525,1.0829882278598142,0.9854913532035875,1391.405897848811,4989.335660014394,6101.39255532704,6057.675010761299,5107.030585749399,4647.266104404753
Synpo,19.634758614776707,158.52752552152373,9.593103139919418,879.5607243102197,46.246887582524444,24.779277920874623,60.78213587276626,227.96715819745322,0.007349041387281638,0.031316368856040305,0.0027542762707323558,0.05174814012831743,0.015402381428042684,0.006203409017834019,0.013944701464330881,0.027397388486551297,975.1166704560308,33471.85937898674,55314.08580313339,70672.21014410674,81121.40843661336,85596.51814644673,24388.020764091318,46825.42587692049,62773.54002647414,78078.23032103115,93949.55649761278,106301.47775544356,4.719001882529404,28552.585588989878,53203.93676403649,67844.83203262139,73205.0106389104,77285.88138123867,39934.16369228598,53635.567907432844,67826.84706247758,80831.42794921961,97449.8831872209,116687.70481257609,0.785,0.3479591724911568,0.6640463886151045,0.9565981794157501,1.173499827864011,1.3581212217748009,1.499775209839176,21768.38202817359,41542.849318536035,59844.93659958514,73414.33875719702,84964.28297752401,93826.17934865078
Taco1,451.766395702975,1729.9419295467346,242.820796542338,4279.640708059577,872.0639354832348,477.8517163786769,897.3529434999513,1854.4966434909427,0.00428710431888756,0.013516681935896824,0.0019015769237850596,0.01980712880198677,0.008267055144090978,0.003553145771585298,0.007032460211447107,0.011748614231225734,26314.498291782857,111531.22190379498,154768.9272940137,167873.15190124162,164885.64304531252,156042.77224360386,69795.6301176405,131915.3318927412,175732.20424855608,182620.09930791872,184015.25637996034,186556.77932258262,10658.128770605284,101558.40820655896,150327.58286239015,162560.17624680136,155314.72219551055,142985.25734564255,92833.2751891804,141869.13552852828,189584.11871445173,190283.48837752413,192867.9522031011,201673.86699578766,0.764,0.3750169629898624,0.8581507770445811,1.1828145292387602,1.2199163774476314,1.1995981873891282,1.1645031658900367,54143.37113533994,123896.19829773172,170769.78473258496,176126.3934613327,173192.9386747404,168126.0671421068
Tagln2,25.412565663769847,182.05552994037578,6.926974349898157,350.02706634534655,97.03492709588284,19.84569663062367,61.650837482813344,149.68225117158133,0.0021789732779683105,0.006624220542473831,0.0011861599322154726,0.011794268038275327,0.00492472786111335,0.0021246749442843616,0.0037795995434894824,0.006477731960692492,2429081.966016445,2501762.9987325,2494136.4274647455,2383332.859054869,2241194.2790096086,2088745.2291788056,2847652.0679561337,2705222.450847113,2560187.576485544,2501766.211039389,2459706.588766401,2410891.612035826,2175835.9662883542,2388785.491167281,2474492.913735259,2330942.483459084,2101390.233785862,1894413.9755600397,3065027.106722805,2811966.90342992,2618468.74343123,2589135.0685627908,2559544.2336694845,2556394.047658557,0.2395,1.0493113001421872,1.0612907546331682,1.0347282202230026,1.0019540761618282,0.9523725389510483,0.900343109888766,2584738.0356770367,2614246.677836237,2548815.9586543967,2468084.3619107064,2345951.6019960144,2217789.021212201
Tagln,2579.0347200932147,7073.1770249081665,1792.481020466215,14493.047261855592,3768.3084762695635,2812.063279665942,4445.859768848595,8002.4795257059095,0.0037895028110394497,0.021470574917997257,0.0014940947697554116,0.04504302445221005,0.009566421964544164,0.0036882362322199678,0.008947501855441423,0.02107356886499468,1581.4771848840626,990.552573593228,638.0063775063793,18431.703333375946,31334.328055799386,99909.88071358012,4270.35318629664,3374.506303871159,2897.042230759904,19725.529313095834,33554.203719729216,107049.76338641127,568.7998386677508,298.3012213303207,153.01640892378632,17987.830562882038,27875.601937478146,94581.3250015472,5537.040781889408,4760.237465152638,4380.920183819917,21756.675929530382,34070.391314979795,108840.09624153377,0.5165,0.13264848134417453,0.11039086008905122,0.09186793818329286,0.7141095384304461,1.194082480611671,3.756900701341364,3573.0888198905473,2973.5459012069027,2474.6027960729107,19235.62774399665,32164.429764035933,101197.84076963583
Taldo1,40.326580660901065,258.63191782071067,10.517537652233353,501.7174069089203,151.62613617824871,30.010976021352718,89.59765353120497,207.1125691312084,0.0019560900695116653,0.007096860260764252,0.0011116548267895215,0.01435705001647138,0.0057748344337904016,0.0020168988753013987,0.00382239730779156,0.00736864311109143,5806591.562217079,6044871.853111599,6084360.935242938,5927380.062833646,5691317.414452514,5449119.282218928,6597684.313935082,6434104.932722893,6213888.827987375,6130263.675399685,6098329.223708494,6062616.726559216,5279676.944629997,5835290.767006158,6019555.792399355,5853508.447601488,5496331.115021515,5177951.194410595,6869404.7375963675,6604976.858591902,6302396.453839766,6264635.969224213,6321233.819642642,6395261.3245308325,0.0,1.0054998208100083,1.0321289552986945,1.0235395310297315,1.005274033300782,0.9782737887938232,0.9552838707669606,6071039.947677002,6231822.2132796375,6179960.704420877,6069676.680414462,5906653.714516027,5767844.429972878
Tamm41,20.690333296651573,453.6295982430261,5.6140972892321495,2546.3902824316538,94.88898000964714,22.48418918512981,103.8267010486263,493.3573653797867,0.00590097164058698,0.022332605886560816,0.0022779243691763147,0.034572616887250156,0.012764213128962478,0.005134928431127774,0.010997154199599693,0.01999365602714661,0.0,18282.51681689059,29737.759624952017,34266.085189073885,30250.34820199381,24467.336430473046,0.0,26021.377792241266,35992.982432869685,34744.509942704746,35371.21173326033,34218.00791048401,0.0,17306.999595614347,28625.80885419062,33559.53926433365,25340.193961320678,19124.37997428621,0.0,33618.68401649893,40256.293516699865,34744.509942704746,35995.51018264898,37029.622008057326,0.544,0.0,0.9570759038057127,1.349843188665067,1.3638331978229472,1.2335720846244747,1.0956756250817985,0.0,24338.44446325235,34326.51825292783,34682.28424763683,31369.74356335477,27863.035987797775
Taok3,24.689039170592128,48.63616989095307,18.732266108346376,71.19436360818152,37.45060254947808,25.38493697110422,35.38619498802861,50.28628558710386,0.003560922967311036,0.012630289309224493,0.001521083880635572,0.019394962016542835,0.0075661216746785945,0.0031048221871209153,0.006294035057157028,0.01132999958532294,44494.063081499255,72398.39933716056,88249.79492795092,99397.70291371405,104343.57972070586,109773.26839539924,55604.111166942595,80065.28726631253,93710.65248794168,102685.52826772408,110868.96905292604,121364.5677449566,39541.8067899769,69882.91871397753,87042.09704606893,97879.55098915713,100101.62678469153,102874.64331836381,61492.41405408306,86133.31360632196,98026.3987713579,104378.84131231868,113465.71998028789,125821.85477976428,0.8775,0.5563388750691909,0.8575587637751575,1.0211585978004776,1.1215270160509747,1.1839429613206929,1.259473785983507,50222.95730283325,77415.29328216327,92184.11107865896,101244.77358174346,106879.31305897696,113697.78566996701
Tap1,214.6549457040777,430.02497955127194,161.34604829225313,681.2300757165069,306.38143014417267,224.7893345682229,315.115037741316,451.57849155050826,0.017940640368120243,0.03240544706859964,0.012308415366495068,0.04117615790469834,0.024479268309023475,0.01719196148977721,0.023624089393175913,0.03121281445493594,61135.13912944103,224528.3479116491,346097.4511391009,405100.8577773067,366315.3235248146,282690.41753899003,95210.9007399518,264531.4612269448,388864.75671904674,423518.81630025257,398394.4548243263,345854.4573292328,43248.25012676749,212063.9633838635,329925.7663380783,393265.8438047647,346540.50414097536,254024.0615670267,111931.12326025232,293174.0827486231,412630.2940523582,430378.0936333483,410173.3578184375,378424.6352617853,0.1315,0.2628128298546269,0.8298050847466347,1.239322117920992,1.3807217296680765,1.2570611784799963,1.0302770593296742,78937.50737936489,249237.24247729604,372238.2917261378,414708.5657302603,377566.33155035024,309450.2769085218
Tap2,136.3475301217524,240.63447733039882,100.38810895058944,315.740612594139,186.47875169894888,132.99643297901036,178.03791483425653,235.50107177231487,0.015260468978673046,0.030958163139810892,0.009221412496836306,0.04126159123770265,0.022945353505449965,0.014122031011042598,0.02113409767996713,0.02912617887487222,32213.78226029404,83548.98104676486,120670.94960582699,143214.6705103824,142088.37826609932,107865.92235343617,40301.469161411565,99094.68239522737,135705.79335570533,149373.84450573954,150956.36495343875,134796.567608149,28474.65197641225,77332.57295810919,114184.45348360106,139112.09827992652,138123.8353238661,97347.55111635556,44270.86822687581,106666.03930861864,143081.40774623267,151580.89324602165,155203.21241519199,148099.37994292774,0.165,0.32436064111173835,0.8366275086503348,1.1602558643763476,1.3130525251348182,1.3035754340916448,1.0621280266351174,36226.414887226856,93439.25061485267,129583.87976473416,146649.06747384457,145590.61281400267,118624.41270419245
Tapbp,30.637198761089582,47.89181198887372,27.582825425715285,64.56738852786282,43.668963329936446,32.54376265011202,40.05324426814153,51.34624013032178,0.0033100337350494198,0.010482477455335674,0.001587909665597437,0.016031531601593523,0.006992468362200841,0.0029397752284194565,0.005644410477363284,0.009580503446170301,203099.8345666511,274495.8764581249,351411.5307160289,417007.96770140337,445862.0697210924,428010.55130939453,214769.44009650013,287906.1318907502,371466.7073117904,432506.21600457095,455614.3870482165,467763.689316215,197406.1810383909,270331.2446261765,347395.5460629629,411262.82795601716,439656.72360667476,400702.0745470566,220515.2648536547,298315.1533487088,386046.55067342776,441012.6582696016,460268.9457685787,478735.7084306099,0.021,0.5742379073814098,0.7860984133711175,1.0139491182678915,1.181451499680068,1.2398263457494538,1.2044367155500582,208136.1663712134,284926.34855066106,367512.27959525527,428224.5785867305,449382.9112520132,436555.7156518719
Tapbpl,101.55062087365692,368.1543110843696,54.09978357130782,874.1507713267223,191.83667699585848,107.70531435648431,198.2404212343812,399.41711251403126,0.012725576442660582,0.02821182870619606,0.006383481081037051,0.03616632398063527,0.018704046630626466,0.010847549196825792,0.017702219012385417,0.02502472015310883,17898.514243809608,73289.99842597981,96070.712313715,109031.29359234724,118870.14825564314,109419.69745459179,39236.94653582406,84895.44806121338,105278.80265905344,115793.66403201176,127344.62724797794,124648.79652472422,8928.258959261737,69459.16206914285,90944.08478609004,105195.05489950457,114986.76727536555,104474.17063904712,51053.425199392004,92200.93026469213,108584.06263729828,118641.5297358456,132253.54018768214,133621.32763835866,0.636,0.3228452153096272,0.8682240230271793,1.0731808570246189,1.1960439067777042,1.3050158547774287,1.2346901430834414,30311.24822536156,81515.70049430463,100758.66020433928,112294.00972227796,122525.15334400702,115922.42236737702
Tardbp,672.61892272127,1446.1587557363578,414.691262549921,1990.045562739381,1045.5899201037967,618.7138187913773,940.5700942413649,1354.5121334913001,0.011673682465211223,0.025622309944014036,0.006619244380380406,0.0338763007582498,0.01831441688823972,0.010485108669144197,0.016352078694616922,0.02348032109895424,1097782.6254684574,1544382.8171448794,1553873.8035465516,1449436.6248405282,1210038.6538881059,954145.264645453,1204702.1919286577,1813155.6151241944,1691511.8358236668,1485465.706014365,1355843.253175587,1199047.7126118485,1053430.5931901662,1409789.9751184469,1477308.1686654866,1429028.0075248184,1116680.5319897395,843149.5716740512,1250453.6916562726,1943283.0844312652,1746267.7556869818,1501029.2175360178,1400268.1004314832,1314477.9301828877,0.6415,0.8372618963701951,1.2350588305935668,1.187993990132263,1.0678938170566632,0.915448555905019,0.756342909942294,1152399.4381072312,1699923.415332515,1635143.8094083108,1469839.055222164,1260014.8245305656,1041023.3025205126
Tars2,21.609218992466914,286.0863969948547,6.376325223034798,1481.6605843694074,67.21345030337214,24.482138625981413,81.5267527073924,333.42595769035205,0.0029374712391617994,0.012036339474628108,0.0012440924833174625,0.02073666437725198,0.006349138121722445,0.0026409300530503333,0.005630845928052336,0.010973077560631688,140.94793807231287,12062.556442530862,18288.877524647098,20461.492110486917,19730.30960447073,17248.930206054563,11237.11787318088,17263.127691189402,20045.72740193704,24312.98501000016,25517.28262528631,24694.54466363688,156.40836180896937,10907.621316433708,18011.477510784254,17779.419327173382,16028.443227865342,13116.583752025845,19627.90940587185,20418.91524568485,21839.70756953201,24851.21222638644,26445.1623995255,27071.608984033526,0.3205,0.48948631800814113,0.859144867435784,1.0899085845586867,1.2102623064059452,1.209241709646129,1.1419562139453143,8768.227662660394,15389.96600259999,19523.664399419573,21679.575186670045,21661.293113376847,20455.999884547746
Tars,11.833689679670753,85.71290995133849,3.858543771247105,186.23220809224946,46.37961725105914,10.770907569508672,32.13762153707331,80.24543442309313,0.003132298618436235,0.006711141100658029,0.0020129122163103225,0.00998748073242834,0.005041806332356064,0.0029345959392366137,0.004488076007921269,0.006369834323002098,205233.9172816572,206544.16995962226,198918.75136300316,185305.9875752868,169151.80199579903,153406.53807626702,234273.233644533,220713.93644752554,204718.85745119394,193075.72521783086,183915.25087850748,174883.66823463206,187651.58079268187,199799.13502465983,197410.91670711886,181423.442762152,162750.39729330607,140781.63810979883,246614.6415031461,228306.18198224824,210893.0698842961,197715.50262105872,191986.00852512656,183701.56680040987,0.43,1.1363245045772976,1.1114637236324816,1.0488255602660166,0.9744926768478114,0.901221811265816,0.8276717234105753,220780.79236602248,215950.4970641744,203780.29103174803,189337.87354113223,175101.79951881332,160811.47434333788
