,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Itga6,70.80806925883361,157.5505859949762,45.349879689440996,234.62893328888714,108.66027838295996,68.18184703537685,103.83978324940304,152.57141334688788,0.017868757047906865,0.034181710865748484,0.01042437384994828,0.04277648252658009,0.02496636820541034,0.01623459914677838,0.023766406973218746,0.03190269545870066,75809.69302480874,149838.2612750754,189615.45344954892,214481.6200877558,227659.3546905983,228690.50469999196,107408.04855246656,162139.10167563142,202260.8091788066,225751.32268965399,239849.4886634927,246442.8960321209,63108.913854288665,144572.19333302378,182486.6814386892,208812.49782165946,221887.56155444175,219654.3831292636,125108.61992742115,168973.0653960873,206333.9268770238,231085.38908184046,245940.08762102638,254754.4152686989,0.5720000000000001,0.48895765792172374,0.8289279174631983,1.0358396674570245,1.1656897404014757,1.2344303527338012,1.246154664022777,92502.6458470921,156819.35713570737,195963.61435551153,220529.08565184724,233533.66470868513,235751.70914953694
Itgav,19.344876051307573,418.0624615788448,5.6171960717672755,2214.9448956107635,99.06122515809989,21.264150332675893,101.30525459041579,463.93605228438463,0.0035858699331753723,0.016375879730164696,0.0015281488628064923,0.02965268130245925,0.007871041709813613,0.003303307905445457,0.007381356626606247,0.015276426496823228,0.0,1129.2686372886494,2045.8196705141395,2922.8966699644257,3491.813521967775,4162.749118053467,0.0,1397.5557537423485,2304.3895912074845,3029.5238937874487,3669.1153892039647,4619.160986277324,0.0,1110.7288052977576,2009.8717771388094,2909.9165184588833,3225.752041958101,3747.607305658631,0.0,1771.3290727350657,2567.5142564848256,3065.759844747914,3680.503604523271,4686.547664046543,0.5715,0.0,0.5507520131779934,0.926256114543917,1.2461588272599855,1.4794374243248214,1.7973956206932826,0.0,1319.7599547401894,2219.575595837602,2986.1543455352025,3545.156842734689,4307.075972956544
Itgb1,74.85635102166276,184.78032582464667,44.10711350487838,265.01320830139775,136.40164187745825,69.36022543341656,113.81897959789485,174.16702603886503,0.005610238020879574,0.014837667491592875,0.002666378550674234,0.01959969929763107,0.010518776981644481,0.004754346311354563,0.008592470431861687,0.01328300108461181,224522.38740913308,296672.1628702009,315450.82544637343,324687.9045610756,313196.8555183553,285003.9792616426,266784.9034820635,321541.13035175717,336659.27955447463,340909.1907549337,332315.5813441687,320963.67797125445,197465.65410293188,285843.9842960843,310920.14315215265,318556.62228554353,304407.6535201014,270741.5833462598,279043.6970809959,332080.06319389056,348812.1662411723,349297.48110633827,341439.6013455032,337446.82099882327,0.8515,0.7754259218515631,1.017530371624601,1.0838801972662615,1.0970810056883988,1.0531628629344876,0.9729196406346889,237634.15512389241,311828.5878250523,332161.90957076487,336207.3804119466,322748.3890965466,298157.3484848278
Itgb4,78.82868159429293,211.9368521680871,46.802822102235325,333.7165603206829,137.8011185170606,77.30164709870995,127.78381359714817,208.3869368217311,0.014414804268593257,0.03310085494414333,0.007290957524288717,0.044431192156141566,0.022282883830847214,0.012372369245525792,0.02043544439726566,0.029695094661715212,62473.532592528994,142017.98391282785,177176.83706054286,201045.93869642253,204764.55557598305,200331.32174328505,93886.3510421198,158666.13021510665,193763.8804868914,213537.9140182753,216706.42581061868,220940.50261077128,46674.06881127979,133493.71355048695,169505.2644566528,194225.61285485164,198969.84451610714,190085.62757531746,107856.27324837573,168912.92956108035,199928.9941745153,217683.37804413738,222265.66437158835,231910.13490374887,0.2425,0.4440871831579665,0.8809556798579238,1.0715295195424832,1.194142983555777,1.2135797853039922,1.195704848581857,77042.04291207372,152831.75886458077,185893.28032189756,207164.76059506278,210536.73567371938,207435.71926472412
Itgb6,22.28699233901352,472.7521867481082,5.6777569837515705,2346.937738864285,96.84846913836786,22.742461562383664,103.431416692063,484.55608781947586,0.00468347754986795,0.028991674066114408,0.002009055224866031,0.07476746053240894,0.012925623566744246,0.004837823915308699,0.012333631383336626,0.0300375540558579,0.0,3218.656216849005,3731.41831866585,5046.073270309274,8189.639715671642,21868.77767735699,0.0,4009.4397875681316,3942.7557131272692,5670.566871127872,9186.817766637241,22909.46853110067,0.0,3241.2962134395943,2623.0707992035173,4296.465541349651,7275.509567604849,21860.08077287723,0.0,4602.017983056211,3942.7557131272692,5690.050402141475,9283.079960087456,25149.67963644849,0.5855,0.0,0.5072956470172862,0.5290638246118493,0.7245491985534466,1.1722948635991408,3.0667964662182765,0.0,3712.889347224859,3872.2103175003995,5302.964881852678,8580.008790643838,22445.838036415633
Itm2b,5.623604451775072,95.75404078582925,2.8359125330590453,910.8029907966188,16.928147790728392,8.856087858773575,30.026258810162304,170.34668610231122,0.027954337354983008,0.07984103936884593,0.010909287036060382,0.12728350621366985,0.04227704931139329,0.024315306114020316,0.04375526539279025,0.07094969513037074,72.89690559018952,80496.28658412537,137342.08501515162,156792.86927663622,137197.75072663685,135273.60299580812,35717.16174285526,106964.81221484584,163766.5132631573,171019.96476798624,160709.34491307294,158858.48367292812,72.89690559018952,74397.04337218193,120509.52111225214,145249.57919705994,125743.32248864856,130632.33545717006,66037.22552009263,127750.58686477489,167829.95960657546,171019.96476798624,171332.77265602432,177380.8434946368,0.657,0.2800497719120963,0.7936933699721385,1.185695741980066,1.3116280081838865,1.2210442237446235,1.2078888842071889,34114.57162199256,96684.63263135275,144436.83362244305,159777.41142615775,148742.84788787944,147140.31570298513
Itpa,45.591447550969875,261.7693402108945,12.095834790380888,461.60317554517934,145.2787614986875,33.67403507258557,99.23827980386659,214.42120266406314,0.002043029824514906,0.006971301726580923,0.0009808443850574079,0.010926938936104578,0.004672227008065019,0.0018398865924357255,0.00348352366421016,0.006345233633492157,265908.4303579273,289015.97098687943,296083.4519228821,288745.07933698635,279243.2842971664,260441.7355234655,321045.6361266803,313570.48148293607,303713.90280173015,306993.78864185145,308496.91323160066,298436.5166385724,232213.29260706692,274212.2968575771,293122.2889379219,284085.4120882679,265894.51631997013,241654.51354169307,339245.0321443384,323409.8850852218,309927.3270463564,318895.24408325035,321631.53542738385,318084.9657721556,0.0165,0.9634302712194994,1.0185177708443862,1.0267215579229538,1.0319248075036596,1.0072021671030151,0.9522034254064854,283049.6486483809,299234.00353065506,301644.2236779164,303172.9051088874,295909.5515605242,279751.27318963513
Itpk1,47.305960743501196,388.2767976053362,20.27714177226109,1719.2668404023982,112.29502779989836,59.67321789759124,159.77498466396582,502.1197287444584,0.0051246720157271525,0.03214675492123124,0.0020522019010085183,0.07591426301520471,0.015130021625462207,0.00500118331862104,0.012900769788579848,0.03151595118079737,15425.702727691474,338855.9115563228,555166.5374181438,690715.1135643518,752568.625782132,858866.5180672971,276409.96338452806,511447.50733631314,634926.0585334243,762332.7009164569,915927.6459327027,1104912.1696968705,3221.903078743204,289415.9157502153,526923.8582029425,649482.4874300794,684812.9673964111,775528.2119650613,460257.35258481116,591228.6295887806,681923.7821050189,779125.6732413741,963750.2787991016,1218095.9382126932,0.8585,0.37282176796032573,0.705129514231175,0.9597163384664521,1.1470795094426043,1.2983616068442485,1.5168912630551945,234018.5404056173,442606.6123232955,602409.6124002144,720016.6288506949,814975.7183296136,952145.7968408797
Itpr3,25.723538420299562,49.74855660190884,18.248225771087863,69.18046320843088,37.59680633158702,25.492575913906805,35.72992182696339,49.452975541264834,0.0018101487964423228,0.005172929882517066,0.0008981841274207617,0.007178070372337087,0.0034692639284432027,0.0016285164012161497,0.002949610627705794,0.004776074891871491,43088.5127755859,65857.53865595309,77103.64032811135,84340.75356120733,84705.1549835947,81629.48046493591,54689.008413068164,70878.93840713818,79961.92402817303,88760.40158304524,90461.2297968484,89541.6709764218,38175.22223307707,63175.72070953178,76475.7012563798,81785.38429343565,81630.55795164734,77835.23557650647,61442.02527343321,73203.05990358489,81871.19679879327,90456.11662090824,92942.59339302492,93662.833059255,0.631,0.6429600251681654,0.9021324005332445,1.0415292785676815,1.1410254648737346,1.1525252266649857,1.1198276041921877,48940.65948438428,68668.27313685647,79278.84747121777,86852.27160862944,87727.60740548548,85238.7385104533
Ivd,93.89754341492703,1833.628264199394,11.947630342215726,2942.05594658445,916.3764621945937,45.38034632052728,301.45633290827715,1112.1970840850963,0.006664156880235746,0.011651578576812599,0.004750238778283863,0.014776057694173348,0.010405771765843036,0.006439328477506095,0.00864241034873662,0.011291310639800411,309030.62582457176,302368.0640723386,269800.0154735614,230652.56742816907,194685.63673529145,156559.11921287642,378579.7502547885,337881.8507758791,282330.31665156863,248311.91791359024,222506.80449888908,192716.61147037288,262004.0491862459,292462.8081246607,268999.620374128,221756.0673537929,179214.0386756061,137126.55793429163,403682.1430181245,367935.3197447476,299103.1500055568,256078.4561353509,233394.18205742285,209904.85191315282,0.45299999999999996,1.233060599614894,1.3034799185774928,1.100459620803587,0.9296895037289593,0.7880085513662591,0.6453018059088074,321020.1602274133,339353.4206231627,286498.2661067089,242039.2586885232,205153.4462289803,168000.5744994062
Jagn1,23.510212269578563,328.74991500712423,5.857925435592352,1433.162845541878,80.94369674254288,23.54558312682415,86.95045441302246,329.62239279952234,0.009825423757542258,0.04733396373472338,0.003923298345258639,0.10232018182877958,0.026583402643419386,0.009111984932355176,0.02128321451544112,0.04467362399991639,13089.984787736115,35211.60074274405,34829.27885247998,31082.62675197647,19402.367221997836,8554.2142647983,46105.035867302024,50474.81811100682,43385.535301697855,42828.39765035913,35246.72557521866,27275.84789219176,1581.0079491867234,28406.024557919198,33344.11667282955,26518.10393172009,11782.01355379452,5162.094992582781,61768.85308071119,58692.396187832186,51422.056431525,47875.99923598447,41089.2484884833,36067.000831684614,0.7405,1.0633763552458773,1.3468388906677011,1.226110762356347,1.083030206701003,0.7726742802485321,0.5079695047805393,35691.918333885566,45206.25595770128,41154.05141597498,36351.59414633154,25934.587668114636,17049.84880591889
Jup,474.08364758909244,720.8069488481117,397.6678363258658,924.302279626962,588.2828988284479,476.91128325136,581.5711140884904,726.4661649550113,0.02468390786924701,0.04133301012689606,0.019492460064749674,0.05540953114462447,0.03294073395187854,0.025210799935301523,0.03252460735772751,0.042291775715714706,510912.2642737943,933856.7869964784,1127953.7417714044,1152360.5746018814,1087478.1174881584,1274937.8129046094,527889.1515440682,1027214.4744371908,1174146.9368733277,1174991.0382269102,1163067.4551951156,1306073.396119068,504075.5214437193,903781.3529745231,1106861.7491969888,1123624.0954457193,1039200.8159170052,1271113.061590056,537029.0711835382,1094672.0798827305,1190649.16720884,1178028.9986456935,1190602.7609097366,1333929.7181191093,0.5385,0.4994135311279985,0.9560953554729663,1.1073738077962247,1.1172056939877335,1.0763857239348211,1.2435258876802555,518943.3715365481,993483.9894284143,1150678.2687106512,1160894.6362112695,1118478.3788114474,1292154.6504521454
Kalrn,21.462736821213028,450.487758924793,4.99680169326941,2166.5964535833104,98.27048725184888,22.62177071939233,104.17572998994747,477.3564545777639,0.005625019052116025,0.03133091095511914,0.002140861120072498,0.06737365806429298,0.014306223808039701,0.005246993690502073,0.013125462661210228,0.029730177875570224,0.0,544.7698617307776,1342.363241125764,2122.11205099922,2420.416821629581,2423.976568176699,0.0,805.3252997776602,1723.4804709443747,2263.5325542680025,2604.948025433457,3059.4757304461214,0.0,534.4597929688359,1330.39491499875,2051.7611155974564,2142.3979432535903,1920.6575443818265,0.0,1180.7042577884406,2118.041668741713,2263.5325542680025,2611.0398804720744,3113.115796346128,0.691,0.0,0.45477378788477385,1.0111231606290438,1.359784845626699,1.5464218063696957,1.6278963994897875,0.0,728.8630035582917,1620.5205389061787,2179.318362622162,2478.440210464013,2609.0190130185833
Kars,43.13251301384979,231.815585975725,10.036322749022165,360.9124705488374,148.03100868204635,30.774619082722968,87.42625303977854,185.2606503143848,0.002107520229843115,0.0058473697667257235,0.0013340875460501013,0.009484137811452225,0.004892390885926961,0.0020598406938288996,0.0034718438681967724,0.005744723914545809,577002.6162974822,610549.2820912065,603125.4778546939,585227.9360966479,561707.5121528096,528111.7035939443,635760.2569954065,638402.6709634651,623687.9166366693,601583.24710115,585267.9236840993,567268.122210621,544208.0250761247,599453.3770208922,598839.7074886068,578644.3552206581,548071.2898128844,507862.2850899941,661364.6377529183,654636.0523995621,643217.5239424901,611497.6636823624,594978.0682117417,582594.5619063196,0.0055,0.9990461463589386,1.0641477362974487,1.0509162462605248,1.0087332404831593,0.9655977822769175,0.9115588483230117,593064.1702202957,631710.4535352536,623855.8387227892,598814.723845436,573208.2042453234,541129.0499021886
Kbtbd11,20.920882581865577,416.9631536858807,4.996081134548057,2109.8691156846107,98.91608715576899,23.180623702489562,103.66874187621225,470.3552426340768,0.0039667958526102744,0.01612177328174872,0.0016385930863343926,0.02689461410998635,0.008448191581259317,0.0034558439312189575,0.007601862988348529,0.014507155914434577,0.0,5069.573431704868,10421.306741910052,14732.881111369788,16566.903981740183,15037.72160632,0.0,6432.684476719301,12136.012159087704,15633.04881009815,17406.029490633453,18174.392998290048,0.0,4855.785361567847,10120.967382426623,14606.871965312555,15590.404926195506,12420.554406290425,0.0,7887.386725417955,13696.351873072683,16259.737035721,17524.593761544817,18756.465564042588,0.8625,0.0,0.5473046024397409,1.0549595510329723,1.400752480142871,1.5353286315522012,1.461654734832215,0.0,6004.017479988765,11573.072027620028,15366.474790135504,16842.796315387423,16034.582092898063
Kctd5,23.279010659206996,531.7338141049734,4.238280515532726,1805.3198169792893,96.22342228889741,21.325411458063233,103.53680194089165,491.52281908861534,0.0021338333304460563,0.007965070739698663,0.0009630660041182165,0.01296034339721333,0.004237307156888237,0.0019372977279722072,0.003925822595135808,0.007260580421547628,0.0,43353.144570418335,71570.40930024437,90279.62177172194,98144.42369412557,99212.80511387784,0.0,49209.08708197882,77292.23355462063,92364.21083622672,101729.68556165727,109288.9315434906,0.0,42450.36657303826,70626.19073975945,90024.05958167068,94185.58947913014,89830.48415329377,0.0,55479.094698312234,82865.29775383389,93986.26342567187,102267.05579274359,110998.54254234988,0.0025,0.0,0.6808301191503268,1.0865659009797648,1.3222113806396814,1.4324279587788498,1.477964640451376,0.0,47231.181406159,75378.26211767593,91725.67990120294,99371.72705692191,102530.7401678485
Kdm1a,11.894456998812855,218.54975058379426,5.179168017991438,1518.0860592543213,41.29432050097496,17.763948473205033,67.65335442092461,342.50647271262335,0.004234710342580984,0.028621926206338764,0.0015906137184672003,0.08140158860403299,0.011889179700752608,0.00435054851574169,0.011205807532786265,0.029501943548302524,6.083881846139848,3556.968576078498,5766.141342231995,6851.896772118636,6287.491903831852,6432.217327740766,2161.3420216472086,5680.399094489553,6815.4800577073875,7657.378523489962,8235.652671308804,9272.364164547527,6.083881846139848,3429.964870507673,5684.848339733116,5705.881152453474,4200.545020378715,4982.58943968202,5484.521409144367,7904.340849846399,7776.2419523219505,7676.351306054456,8340.086541744196,9759.458205056751,0.7190000000000001,0.27461798717970004,0.8523355915350013,1.124147938846304,1.2362788556307782,1.2086528285813043,1.3039667982269123,1592.902942434057,4943.914583457181,6520.543602803833,7170.951353287194,7010.708463785298,7563.570657055289
Kdm5a,21.43044726688209,458.29996491326267,5.213135684296848,2280.804789878766,97.66762804130357,23.19058964783926,103.79418184441874,496.779278017795,0.006151924588867163,0.03527103253651318,0.0023357550792525725,0.07497574297159663,0.016372562194190154,0.005769326265150439,0.014486827785866817,0.033498044920111734,0.0,2767.4787627270703,4632.025844984702,6060.9113921769995,5749.599547705893,4553.11587960287,0.0,4486.660767436765,6016.799527258813,6243.703362969562,6758.592931544374,6991.480751157503,0.0,2702.9233180660995,4651.955063296033,5878.9834649583045,4551.204180117864,2898.9497601728813,0.0,6753.841493554033,7000.587030342104,6243.703362969562,6794.057323801106,7184.388413112623,0.9790000000000001,0.0,0.8878333675909486,1.2387682276549097,1.3737298544695127,1.334555931115941,1.1651126191686882,0.0,4012.02646679587,5597.864528411286,6207.742055600021,6030.719178290036,5265.0225093322915
Kdsr,40.3604244636541,108.73381827092872,23.357041409052133,206.50462655030665,65.4430913538204,42.004587116246135,66.85627217129473,115.13608942908945,0.005944265525174276,0.011894961234941399,0.003529349395306006,0.0156396545615836,0.008995466651261715,0.005550729242574704,0.008262159486524137,0.0113475564668793,27813.06629100523,96149.59254057745,112376.58705131094,113956.45438019848,110157.64956494233,100448.28291539683,53980.724619974666,109379.55254678533,121403.79668511124,121183.35365278165,121346.78151466948,117459.45444943484,15384.369835813759,91838.09509811467,108346.78352964726,110544.36803343023,102833.54752344164,92504.56071299184,66323.50257753568,117489.64403162555,125756.75309684695,124844.56653700836,126052.9349626574,125707.67827581492,0.018000000000000002,0.42592847974600984,1.0475844045726597,1.1711970661381133,1.1647345740053971,1.133457954601249,1.0570975209365712,42811.74972156819,105296.83614377488,117721.63181020433,117072.06126275368,113928.32501185632,106253.03695262146
Keap1,17.29448993784431,343.5108176616457,6.613095512699497,1829.6400826583763,67.65107976571292,20.937111530549913,87.07158735302134,432.8172347234844,0.005475419834286728,0.019073915503472753,0.0023445391693937977,0.028940178524340245,0.011850095876961205,0.004726925061315224,0.009834620841256844,0.01732266614197564,2.2584797210686416,5916.163766651048,10587.38199747509,13862.244999408147,13671.91283138905,11715.706287609995,692.393460450299,7837.5187039036655,12490.951082255207,14708.502086713479,15114.78346152495,15096.769902672104,2.2584797210686416,5497.731697640805,10151.870601621109,13325.479200319103,12464.084922497517,9613.411787475548,2475.092706527413,9338.5272587303,13795.89035469957,14955.42535952758,15370.326825641656,15959.111866958145,0.723,0.04459921402118124,0.7198319687657115,1.189492808709598,1.4113598976111996,1.3906470323599034,1.2440690785324067,452.44145033533084,7302.411647690045,12066.935782330695,14317.689964604951,14107.566109273195,12620.59053195917
Khdrbs1,24.555505887239516,310.93106992947077,4.735496801676057,738.9434589702331,88.4386330192487,19.206720096383407,72.7379241231391,251.43097716502493,0.007002312526040284,0.026543887442156973,0.0029756865862774393,0.05309427985094527,0.015575903975015307,0.006541737048937095,0.013370767831835337,0.025136918584384268,233506.80135062968,271320.2540350415,250644.0756763537,204185.81748370855,156829.32253370472,106507.86241866613,395925.795201034,338584.37573850725,266029.92329227173,254420.9651254516,233508.5543376797,201749.36485412906,167062.36656218802,244827.79058261865,229905.78071216648,166551.7426765968,115921.66959718025,67937.43323302317,524746.4644311178,359287.4512658289,287821.2429237593,278783.7987825272,263084.61339633114,242408.03808238302,0.8859999999999999,1.430720429172657,1.2698595235944672,1.0696013399601765,0.9009803680752333,0.7392921163084345,0.5895462228890311,349924.38673547766,310581.16314936307,261602.18677624158,220361.0127673546,180815.43755351193,144190.71419561445
Khk,24.187176479016255,114.23281490514694,16.468971907052058,609.7765192582611,45.85633844310338,31.20840941293185,59.91222178109169,175.2355915408364,0.00433863218233339,0.013725648646732685,0.0019243512489350997,0.01945147067128204,0.008236613858923056,0.0036336742089661386,0.007069682828596731,0.012000119702294108,33799.494739631315,457276.61138936534,751417.6610124212,940407.5815344634,938317.0357196905,831642.3471526948,181196.52783559664,560842.0698938369,848013.373125253,1012183.7073725332,1028719.037499858,1013512.9751173828,949.2512004110237,421750.34415534185,731533.2528433645,912250.007482404,883638.1994397707,696492.6078899489,239151.54384599449,630308.720966767,924062.3249915036,1043249.8385470543,1060040.346763513,1053018.4350346078,0.737,0.20098410361478497,0.7405393591320105,1.14725417684055,1.3576381044113728,1.3444602758666433,1.209123980134638,144239.56466292022,531460.3138051437,823345.9266129974,974331.4303374746,964874.1438242214,867747.8137892293
Khsrp,17.330355206445645,187.72770634470052,4.781549990217561,428.9445928322227,72.73179444989626,14.947365744772268,54.57676702318009,166.85571843304282,0.005239427405968608,0.008640337398666018,0.0038473366529378434,0.01091036671460087,0.006852060028648849,0.005102434590234271,0.006657001172728088,0.008458573992620535,469947.23533698963,440756.1114509743,404250.22588309104,358169.55202814774,309768.3457191627,264505.08259852976,529925.0751846493,468476.10380473506,409576.7737429914,376206.48488013796,340939.434816698,307439.813468517,445926.00382736564,427305.2722721425,401741.8547259477,347060.4046556433,294213.0664046381,242054.07695020328,564192.0722107841,483147.52942906367,416379.4700443608,385096.46902769204,356713.5790860775,326685.09071174986,0.5710000000000001,1.3036191005654651,1.169720825330119,1.044614431662193,0.9332938131660443,0.8242624410816993,0.7244893881944803,509062.65784495417,456775.44308828644,407921.4540309258,364450.80382335174,321874.1032843192,282912.7721239813
Kif13a,69.05247356551193,695.0130203730657,32.8911181940808,2869.8832085056015,210.21313080712434,87.74819699891681,256.90857938873387,908.5813990594808,0.0018089712983699378,0.006025408423698988,0.000857768376841347,0.009299335842863831,0.0034169527975361933,0.0016035952200343646,0.0030982569541609913,0.0054432213182875186,3.518771237272656,5408.813224257065,8577.087846315608,10754.553377802264,12333.380109890762,12991.684134066109,460.88582911941916,6050.006132911359,9069.70380244104,10991.852307298144,12795.899888772617,14068.242599355624,6.2093477407979485,5299.688605048372,8471.194488525229,10541.797363139767,11888.27466147743,12149.687537039164,1278.5268274920536,6589.140163285078,9449.285688178665,11097.973484863012,12854.782182495104,14251.172665454817,0.0035,0.037522202888982975,0.6745981319624088,1.0306385258559152,1.2587271522028158,1.4488699904337876,1.5496439966560895,323.84417639832606,5822.277468398843,8895.167630688122,10863.7400400342,12504.812421289003,13374.566128020419
Kif2a,20.75239954233564,194.35880831946713,8.61739797712019,939.4560844168487,51.37432736439771,27.046100222035545,72.29501504563737,282.4212399606759,0.004166221950372613,0.014589268944836952,0.0018329401695465044,0.021669634912817884,0.008090648952177351,0.0033803819276543275,0.006946440465257753,0.012376786178054372,167.1212548457899,23662.459200558154,35320.6014041719,42133.22949458791,42460.034398781514,38292.38649558171,11809.908650332169,30324.96306650093,39765.099475398834,46662.471811222276,49220.308157615036,48389.399171178055,21.09827122802313,21206.891761750314,34811.80312093943,39189.37432076511,37899.03073924009,32734.423660222852,21851.608180618183,33565.399057351904,43388.62178947293,47639.12619893881,50255.421187869455,51548.0356452261,0.8635,0.31202574953678947,0.8095561091278087,1.127278800622012,1.2626123072286057,1.283072244570538,1.2054547889142462,10702.519252733326,27767.86805887214,38665.793078826406,43307.74798846827,44009.526202724046,41347.23850774106
Kif5b,15.98844625132119,47.320861789614824,8.473593329704165,74.71711019263765,33.136729759536436,14.936700209016404,26.47865646776788,44.64025249124846,0.0019119570003960672,0.005734849070990854,0.0009503899092267931,0.008279914699141697,0.003970287760107595,0.0016967691899118615,0.0031205918162413708,0.005196284607458295,378651.4900256143,446235.02741260506,468457.4360046999,474135.24146174686,473813.0928551546,460282.96344019007,433222.1990851329,461685.3302403212,484767.8105142928,493741.9629769956,495712.8918940352,484483.01220865024,340456.449306794,439141.5596398155,465705.06009966537,468316.8472598062,464668.0883678175,450346.0852156418,454345.3031577715,469025.18830075813,498120.9380210106,508740.20666702103,506789.1462696506,497117.5712379804,0.48,0.8498740625144886,0.9794532490520986,1.0400291213385187,1.0561628427920715,1.0536161172610816,1.0208646070417413,393672.8684058346,453695.65566331253,481755.19818967825,489228.5506342619,488048.8737985424,472877.9425495953
Klc4,67.23651547692855,143.0833629303093,43.902988907881465,194.9495310483773,103.85323840068494,64.11956835381609,94.94033813484903,136.82701110949137,0.00770581467138089,0.017833357923938087,0.003936323069830038,0.02410865737239598,0.012581695664273125,0.006718188927769107,0.011132607665759551,0.016156881392850833,165623.5754818159,289933.37967135577,369369.66635617695,425283.29598322243,438937.8901089332,437931.26234346617,217030.531061617,310722.5080493241,396162.4425940428,450485.45771712,459552.2078358154,473146.6112222049,145002.62577040968,278527.72260444623,358106.4358683337,412921.6369476858,426731.89924408,414220.26793633867,243563.35631274004,320996.2879086703,410828.1024438644,461741.6796608114,467648.19422383275,486462.2500519975,0.8025,0.506979367130284,0.8161877646174589,1.0510506919921856,1.1928579236890122,1.2125805994356165,1.2203436531354421,187092.88640576106,301201.45834673493,387873.98555621447,440205.7489602108,447484.0970988419,450348.9318794851
Kntc1,21.090310246873155,195.684368372633,5.690127155384212,509.17561158863975,83.85904996592436,18.17925754762251,61.97644943530309,173.38840532062952,0.0036509858914601304,0.013585754464720639,0.0016686523659800562,0.026995304792270962,0.00830621391817394,0.0034082951791438543,0.006831623882915007,0.012827119426504358,14134.609722164687,12597.19992955597,15007.449717527696,14051.521787298103,12865.02852704313,10637.334939638718,18847.0896711524,16552.502278083874,15765.090092588402,17424.033735707642,15629.772549811752,14362.416037399658,11805.370116352029,9406.02335783438,14621.942781829635,13170.777792525156,11305.506995045025,8233.682672580813,21777.243983226108,18146.7674938618,17630.590053930562,21810.37800851603,16974.619621237158,15691.864438087505,0.0,1.127498184259845,0.961290996243837,1.0479478048911477,1.1100098904940743,0.9463806808895399,0.8068724432215566,16775.13181548772,14302.26975098658,15591.566184508034,16514.93766418506,14080.431251403523,12004.801233637156
Kpna1,16.398072027961938,165.68146830845552,4.407336918541331,651.4559213548175,39.47691266000631,16.12389649738605,48.88103447861044,163.2370513074478,0.005908929772690351,0.03169954607087186,0.00237590616897735,0.07366225255905659,0.016122528536533873,0.00564103747988328,0.013461331695097572,0.03040996638712752,9202.769817084803,20176.16019279179,24534.126907619262,23683.14670199152,21408.723266727164,17048.64872328528,28902.811067827988,29655.23457094033,27377.50430265707,29340.00640021503,31066.25193011441,29993.378828427532,341.33741410996134,17125.495430206855,23907.499675631734,20670.066068123768,17198.76789258939,12688.739694064341,36199.52706188239,34049.211937771266,30454.16600368809,31459.509690657735,35451.01436724722,36593.67372216838,0.857,0.8124069010904296,1.0591632033451825,1.0951867325201858,1.066753051583705,1.0293831615074533,0.937106949953043,19959.001756358088,26021.246505245115,26906.263214370876,26207.711925614924,25289.61817152975,23022.60017105176
Kpna2,19.670006306310814,202.5387850557884,5.004251854390111,458.02379857766203,71.04562836742735,15.46124712380084,54.12531353783343,162.57276221735592,0.018198078462948953,0.04356654592403207,0.014422487005275045,0.0937997834844364,0.03388909154635133,0.020949717637447393,0.030488181075852317,0.053498387683426046,57284.56868642056,41108.217578176664,29835.360963993237,18059.867653419347,12312.346895039485,8140.59892828534,74772.24388802609,44839.97205683098,33303.911433036585,23586.461688652318,17309.77016637287,12392.894348082687,51425.95126972222,39223.96998895353,26781.678739815194,15958.211121574906,9821.418105330931,6377.07999449376,84461.70949739762,46594.53231192033,34713.26226529598,26253.48770039107,19957.417881940084,15655.099511312419,0.6855,2.175045563109343,1.3943871237202667,0.9898490153720947,0.6640879584731931,0.4589972570947391,0.31763308223036274,68020.31461958033,43606.74206813208,30955.600468084034,20768.05775316558,14354.245431289391,9933.356134392923
