gene,beta_0,delta_0
Ncapd2,83.0486042,0.051472527
Ncbp1,58.35243756,0.012845209
Ncbp2,45.63240133,0.011966016
Nceh1,195.0560889,0.013971788
Nckap1,22.20295177,0.017077053
Ncl,138.1151752,0.01040251
Ncln,102.4189527,0.009610798
Ncor1,96.62902848,0.01040498
Ncstn,56.49617777,0.017169109
Ndfip2,52.95702533,0.012435968
Ndrg3,106.9103943,0.008880999
Ndufa10,178.2637256,0.006046534
Ndufa11,30.21558302,0.039340253
Ndufa12,124.4408203,0.004422855
Ndufa2,30.09947797,0.008652506
Ndufa3,97.46605955,0.009624703
Ndufa4,81.81624041,0.006619446
Ndufa5,101.1528076,0.014205434
Ndufa6,62.39218799,0.014732496
Ndufa7,254.6146136,0.011382949
Ndufa8,283.2437445,0.011110362
Ndufa9,86.00935279,0.010859818
Ndufab1,79.09666229,0.013591638
Ndufaf1,96.16599688,0.006161316
Ndufaf2,449.8696068,0.008335127
Ndufb10,32.87183183,0.012439381
Ndufb11,212.8560866,0.007676871
Ndufb3,353.2342369,0.010612625
Ndufb4,46.14150876,0.008116774
Ndufb5,86.10011119,0.009538382
Ndufb6,71.73189381,0.005460992
Ndufb7,65.68341624,0.009751366
Ndufb8,99.84019878,0.01275316
Ndufb9,19.42895411,0.013380495
Ndufc2,97.87582169,0.011172034
Ndufs1,1239.174135,0.008646623
Ndufs2,75.47707336,0.012482976
Ndufs3,229.4376988,0.006751682
Ndufs4,345.0629574,0.011063987
Ndufs5,154.4303501,0.010972678
Ndufs6,88.82239145,0.003822791
Ndufs7,229.4253687,0.013038025
Ndufs8,415.3726568,0.013078922
Ndufv1,431.4102903,0.012544466
Ndufv2,174.6293605,0.007902279
Ndufv3,27.83079716,0.00837024
Necap1,99.3327358,0.015378405
Necap2,97.14608643,0.009862917
Nedd8,14.35512854,0.002194609
Nf1,97.6198792,0.008341194
Nfs1,281.429518,0.010920641
Nfu1,192.4067519,0.016549486
Ngly1,96.60667589,0.013214728
Nhlrc2,60.51403217,0.011475692
Nhp2,129.53173,0.005535636
Nhp2l1,92.95244069,0.010985263
Nin,95.84852098,0.010288165
Ninl,83.31966588,0.11496731
Nipsnap1,122.8305668,0.009171015
Nipsnap3b,105.753586,0.006674368
Nit1,176.5599335,0.011210653
Nit2,325.3544016,0.006973897
Nle1,57.4969714,0.124907454
Nln,54.68664779,0.013986328
Nlrc4,5.484341522,0.419543858
Nlrp6,48.5691402,0.005332337
Nme2,1113.54043,0.001796673
Nmi,184.99391,0.006835843
Nnt,283.6267885,0.009759242
Nol4l,98.52799963,0.005636094
Nolc1,80.28794977,0.015488274
Nomo1,213.1166547,0.006367183
Nono,153.1564386,0.005160912
Nop2,50.78180808,0.026014426
Nop56,1017.260011,0.00733759
Nop58,166.7288225,0.007097411
Nos2,96.2573753,0.03076895
Nostrin,96.36742266,0.036808707
Npc1l1,132.5283372,0.022911704
Npc2,359.6630455,0.008605063
Npepps,77.86618757,0.0085292
Npl,505.8216021,0.0081795
Npm1,133.0670856,0.007897492
Npm3,162.8005224,0.037193255
Nptn,41.59056703,0.081915811
Nqo2,97.80912751,0.004292827
Nr3c1,92.71495209,0.008535436
Nrd1,41.60429808,0.006780837
Nsdhl,277.4993204,0.008392686
Nsf,253.6852667,0.01143947
Nsun2,28.48711827,0.020407029
Nt5c,61.29711837,0.007150762
Nt5e,97.1471294,0.015330897
Nub1,58.84097082,0.013828829
Nucb1,647.8256005,0.008956875
Nucks1,79.02065589,0.013020409
Nudc,158.3340604,0.01163773
Nudcd1,85.88960312,0.009726408
Nudcd2,77.71272831,0.017476605
Nudt19,67.33782576,0.006618467
Nudt2,78.43059555,0.005571118
Nudt21,70.57763826,0.004705262
Nudt4,104.9670574,0.005179429
Nudt5,138.8374744,0.009753611
Nudt7,84.82750161,0.018857229
Nufip2,111.8202975,0.004985112
Numa1,157.8535121,0.020996362
Numb,125.8237309,0.01535427
Nup107,369.025698,0.008367596
Nup133,827.3623501,0.006372447
Nup155,94.18518808,0.010266653
Nup160,84.42264552,0.024238865
Nup210,1083.685389,0.013987198
Nup214,21.49265861,0.129120623
Nup35,44.05411198,0.007920752
Nup43,133.5533121,0.009691409
Nup50,85.17155694,0.020668107
Nup54,75.83155841,0.011568522
Nup62,100.774043,0.007433368
Nup85,105.8674663,0.005552523
Nup88,23.12307488,0.136036681
Nup93,1189.530598,0.007206491
Nup98,270.3473483,0.009621766
Nxf1,14.57671227,0.010661433
Oacyl,8595.720569,0.005335911
Oas1a,361.0420858,0.016213679
Oas3,99.09611256,0.062905131
Oasl1,88.70952907,0.007906971
Oasl2,64.21390877,0.020680981
Ociad1,284.3749895,0.014869169
Ociad2,147.0247859,0.01793754
Ocln,37.37522149,0.038159144
Ogdh,419.9543229,0.019188851
Ogfr,31.6553134,0.024777045
Ogt,106.1978316,0.003529327
Ola1,109.4636333,0.007740887
Olfm4,535.1665557,0.08827446
Opa1,244.8847968,0.008190688
Opa3,87.82633199,0.01233787
Optn,90.98919346,0.017998681
Ormdl2,97.55571643,0.005208535
Ormdl3,50.00280677,0.01594665
Os9,75.73043327,0.010185068
Osbp,50.4310209,0.005806356
Osbpl3,180.3027007,0.007460437
Osbpl6,79.61526343,0.00780571
Ostc,54.12181598,0.012282525
Ostf1,26.92170483,0.004293737
Otc,1976.791462,0.00964297
Otub1,86.66257552,0.004690849
Oxa1l,97.96996011,0.010991596
Oxct1,502.3929549,0.011590414
Oxnad1,29.22826432,0.014104578
Oxsm,321.0780831,0.01178399
P4hb,1078.959486,0.015318635
Pa2g4,175.5256222,0.002383315
Pabpc1,63.68147325,0.00866628
Pacsin2,204.2475753,0.004794223
Paf1,27.74350416,0.062328097
Pafah1b1,77.22996174,0.015303926
Pafah1b2,96.35118307,0.014158092
Pafah1b3,44.83334975,0.005626553
Pafah2,144.5110105,0.006129443
Pag1,96.76957057,0.006554847
Paip1,52.44956868,0.01126261
Pak1,57.43091951,0.005617303
Pak2,85.90931018,0.009392184
Palld,158.0266089,0.003791995
Pam16,74.86299523,0.023788997
Papss2,98.87831473,0.011612743
Park7,359.5313897,0.006705969
Parp12,22.67765317,0.017305529
Parp14,79.36444222,0.059304767
Parp4,97.62290163,0.018929023
Parp9,150.3772252,0.013400074
Pars2,119.1548228,0.006146375
Pawr,89.3397015,0.019881213
Pbld2,76.71378431,0.0044835
Pcbd1,37.75587659,0.000512154
Pcbp1,120.3129698,0.007146026
Pcbp2,20.16133859,0.014575824
Pcca,418.2592749,0.00641854
Pccb,70.24046956,0.006222524
Pck1,46.21894604,0.006787623
Pck2,700.0405461,0.009760428
Pcmt1,63.25599822,0.007748524
Pcna,72.84472345,0.03525045
Pcnp,147.382945,0.007444547
Pcnt,16.30434339,0.021770175
Pcsk5,12.9011426,0.01070926
Pcyt1a,110.705328,0.024736878
Pcyt2,58.57747621,0.020149622
Pdap1,66.8959399,0.009677781
Pdcd10,86.46467621,0.008074967
Pdcd4,41.75181279,0.040232874
Pdcd5,11.52330211,0.14381652
Pdcd6,3.50927133,0.094615683
Pdcd6ip,276.5370822,0.019775201
Pdcl3,33.94529602,0.006402372
Pde12,60.65042018,0.013031099
Pdha1,455.9273019,0.013764393
Pdhb,2304.459533,0.016532897
Pdhx,387.1539621,0.018754745
Pdia3,193.0555696,0.003595784
Pdk2,67.77197064,0.016268036
Pdk3,66.16749038,0.005406837
Pdlim1,145.0642824,0.005984777
Pdlim2,150.0862099,0.015953528
Pdlim5,116.2857611,0.005328831
Pds5a,11.57342879,0.015171588
Pds5b,19.18404322,0.105502922
Pdxdc1,34.60049618,0.007221296
Pdxk,152.8844867,0.00918898
Pdzd11,460.1769573,0.019407214
Pdzd3,98.19008568,0.003022278
Pdzd8,18.90666876,0.017763853
Pdzk1,157.2003307,0.008270584
Pebp1,53.9269273,0.000800761
Pepd,263.1483125,0.008432275
Pex1,42.25981972,0.017274767
Pex11b,643.340789,0.003262164
Pex11g,97.06533576,0.005608024
Pex12,96.66102628,0.008489127
Pex14,268.298529,0.007748761
Pex16,150.5310248,0.026263616
Pex19,44.42549071,0.015621372
Pex26,97.51593155,0.005483766
Pex3,166.2306077,0.025568255
Pfas,37.369388,0.00553547
Pfdn1,48.65344032,0.015576808
Pfdn2,48.1862063,0.020788819
Pfkfb4,51.12413685,0.021197283
Pfkl,20.68974737,0.133207915
Pfkp,166.9684832,0.007071074
Pfn1,80.91384688,0.005052898
Pgam1,173.6687961,0.001791598
Pgam5,134.8382547,0.014963196
Pgd,645.7325015,0.005394133
Pgk1,1054.807024,0.005542852
Pgls,86.30445538,0.004028656
Pgm1,44.29189007,0.00255575
Pgm2,781.1268911,0.001198225
Pgm2l1,97.59000116,0.116403375
Pgm3,36.07964346,0.016521159
Pgp,60.99174356,0.007583899
Pgrmc1,239.4710014,0.006029584
Pgrmc2,178.7284697,0.009585837
Pgs1,100.9619806,0.010657722
Phactr4,99.10277318,0.006556013
Phb,2415.541926,0.002956756
Phb2,609.3126347,0.008333678
Phf5a,73.05061938,0.015313886
Phgdh,97.24654475,0.006451273
Phyh,1843.862267,0.094798868
Pi4ka,100.498444,0.011051493
Picalm,87.50724546,0.021894506
Pigr,38.52455391,0.035971598
Pigs,61.15838936,0.006493422
Pigt,96.56305259,0.009678327
Pik3c2a,92.70903564,0.007149549
Pipox,63.18536251,0.008557597
Pitpna,34.75963932,0.001925774
Pitpnb,87.55982994,0.012940861
Pitrm1,514.8248924,0.003738129
Pklr,407.255213,0.004473608
Pkm,195.9986127,0.003222081
Pkn1,97.88644984,0.015664831
Pkp1,274.4592906,0.016964825
Pkp3,61.45907052,0.014575169
Pkp4,95.43198188,0.020050433
Pla2g12b,88.08985037,0.020743737
Plaa,37.24208645,0.00629163
Plac8,90.45128622,0.004712677
Plb1,94.68461958,0.005239391
Plbd1,239.3403585,0.006819511
Plcb3,145.4989775,0.003184596
Plcd1,385.2973148,0.004982434
Pld1,42.66425732,0.012803381
Plec,446.1764629,0.039056565
Plekha6,23.68690727,0.008513876
Plekha7,84.09050575,0.005602445
Plekhg6,96.95489461,0.00792699
Plgrkt,351.6327887,0.010215792
Plin3,261.899745,0.017963034
Plp2,1822.478072,0.005017835
Plrg1,93.62546704,0.019703823
Pls1,252.2527488,0.006933645
Pls3,36382.01048,0.000572089
Plxnb2,51.3094715,0.01821332
Pm20d1,113.227795,0.017874156
Pml,79.41487844,0.030592037
Pmm2,230.2376262,0.006191712
Pmpca,40.27779777,0.010135064
Pnkp,13.15369999,0.001943151
Pnn,67.34883157,0.006888924
Pnp,357.9435552,0.003930633
Pnpt1,317.6381302,0.006032193
Pof1b,623.0291976,0.016140677
Poldip2,40.19984129,0.018987331
Poldip3,27.4536689,0.017084015
Polr1e,97.69503551,0.004817049
Polr2a,30.52458697,0.052905039
Polr2b,111.2895084,0.016719615
Polr2c,62.50745817,0.015136596
Polr2e,27.29792018,0.029551007
Polr2h,554.3633487,0.00850194
Pon2,53.78077257,0.01331733
Pon3,174.5919796,0.005647599
Por,368.0106177,0.034350635
Ppa1,215.1029008,0.005530133
Ppa2,221.1240733,0.004980205
Ppcs,91.83151329,0.006892355
Ppia,337.959751,0.00464892
Ppib,600.5897782,0.006539425
Ppid,171.8912919,0.005980785
Ppie,56.16143935,0.016843222
Ppif,329.7603817,0.007958809
Ppil1,363.0753549,0.006701724
Ppil2,28.35659921,0.020304391
Ppip5k2,95.496205,0.002094825
Ppm1a,80.85933533,0.004373831
Ppm1b,31.70562724,0.014744129
Ppm1g,40.55669896,0.012887001
Ppme1,69.65102473,0.008735542
Ppox,71.44072009,0.011792631
Ppp1ca,43.3384163,0.009558195
Ppp1cb,57.3008137,0.013197846
Ppp1cc,49.54980796,0.009676656
Ppp1r12a,144.162053,0.019328931
Ppp1r14d,95.78046767,0.00969064
Ppp1r1b,80.99052324,0.004618255
Ppp1r2,98.01018646,0.010778303
Ppp1r21,100.3582704,0.007183178
Ppp1r35,98.48757783,0.016050738
Ppp1r7,270.1847503,0.008748408
Ppp1r8,14.24502564,0.162912043
Ppp1r9b,96.63659641,0.011993312
Ppp2ca,86.96546469,0.020741087
Ppp2r1a,245.2792087,0.004056159
Ppp2r2a,69.95346012,0.006730273
Ppp2r4,28.50296709,0.00438439
Ppp2r5a,13.12367217,0.012748102
Ppp2r5c,76.7285109,0.018664011
Ppp3ca,23.8793395,0.019173154
Ppp4c,61.9036538,0.003879406
Ppp4r1,94.69454814,0.009516445
Ppp5c,34.07740517,0.004044493
Ppp6r3,68.61283493,0.012397398
Ppt1,210.1412896,0.007530142
Pptc7,99.53091308,0.007595424
Pqbp1,34.11862381,0.011151207
Prap1,99.44136094,0.006183564
Prdm16,87.46264489,0.016459088
Prdx1,147.726326,0.001457587
Prdx2,81.49565424,0.007517619
Prdx3,34.24999879,0.00618252
Prdx4,5945.907406,0.00211802
Prdx5,110.6416354,0.007739127
Prdx6,283.1803633,0.004772386
Preb,138.8674764,0.010538733
Prep,1437.32806,0.225675878
Prkaa1,106.9991957,0.00775432
Prkaca,106.0004304,0.008841595
Prkag1,72.88298158,0.006708816
Prkar1a,96.39145298,0.014903955
Prkar2a,53.03173018,0.003952803
Prkca,32.8517757,0.005950838
Prkcd,87.34425103,0.023319099
Prkce,97.32942149,0.012983889
Prkcsh,1788.524268,0.026194485
Prkg2,62.94351116,0.007111504
Prkra,164.6545205,0.009242458
Prmt1,73.27285099,0.010223337
Prmt5,34.44931649,0.006275294
Prodh,955.3988416,0.011428095
Prosc,456.6162299,0.004088502
Prpf19,498.0501876,0.007050662
Prpf3,89.66958981,0.012622527
Prpf31,98.19103911,0.069835873
Prpf4,203.3968873,0.014174699
Prpf40a,31.86846539,0.021424724
Prpf6,95.39445358,0.019923066
Prpf8,188.5792379,0.023037018
Prps1,180.1014967,0.004049092
Prps2,295.0899758,0.014283976
Prpsap1,24.63288709,0.008348422
Prr15,140.5173361,0.003362723
Prrc1,71.78188308,0.010183322
Prrc2a,9.520251178,0.075642975
Prrc2c,21.55622919,0.013151388
Prss30,97.71096385,0.036829984
Psap,98.47094166,0.007402047
Psd3,96.97114293,0.006848343
Psen1,103.0251576,0.019101731
Psip1,189.1593206,0.009566276
Psma1,166.0881552,0.00313487
Psma2,106.6148182,0.029607773
Psma3,76.2715518,0.011562484
Psma4,91.22137186,0.005400252
Psma5,426.0937237,0.001808072
Psma6,308.6832657,0.007490035
Psma7,169.6536244,0.002635193
Psmb1,74.55296074,0.009036647
Psmb10,56.60508353,0.004290069
Psmb2,48.97255938,0.004934155
Psmb3,35.01696287,0.00983719
Psmb4,67.471211,0.005229082
Psmb5,24.24357307,0.012562294
Psmb6,44.20968342,0.006381533
Psmb7,192.2596755,0.007833139
Psmb8,26.24781928,0.004738333
Psmb9,122.3412057,0.009662919
Psmc1,108.6710857,0.006513199
Psmc3,102.7253868,0.00740109
Psmc5,234.2645656,0.009271493
Psmc6,107.8551225,0.002782508
Psmd1,63.44573919,0.005123736
Psmd10,95.58462422,0.04734148
Psmd11,43.63425322,0.022576303
Psmd12,216.7697021,0.010855768
Psmd13,70.28113718,0.00815078
Psmd14,227.1565687,0.012798824
Psmd2,51.2880074,0.002912074
Psmd3,123.7471879,0.003551648
Psmd4,129.2285505,0.014227913
Psmd5,122.5325818,0.006361144
Psmd6,105.7920286,0.004458171
Psmd7,136.6823635,0.00652599
Psmd9,107.0580802,0.009701592
Psme1,128.1806664,0.003602888
Psme2,138.2021397,0.007320057
Psme3,385.1297858,0.046624715
Pspc1,425.5043876,0.0065711
Ptbp1,34.02334162,0.028494986
Ptbp3,43.71488875,0.020927741
Ptcd3,430.8542873,0.007047609
Ptdss2,63.26666248,0.007775124
Pter,58.4740039,0.010258438
Ptges2,218.2077748,0.005502793
Ptges3,80.70731141,0.00484042
Ptgfrn,89.18288537,0.008373364
Ptgr1,240.249583,0.006875114
Ptgr2,110.5939807,0.00500154
Ptma,55.83152541,0.014790942
Ptms,118.575711,0.005084147
Ptp4a1,22.28989069,0.026190555
Ptp4a2,47.4105911,0.013337671
Ptpn1,65.78045875,0.010279267
Ptprf,95.61491303,0.008945954
Ptprh,99.31391563,0.073745344
Ptrh2,480.4808193,0.00863702
Pttg1ip,65.77658082,0.014270571
Puf60,77.36844067,0.022054632
Pura,117.475514,0.011184239
Purb,94.62591785,0.009849222
Pvrl2,83.54912334,0.031568429
Pxn,21.41562508,0.027302408
Pycard,54.3993913,0.002983306
Pycrl,86.85893242,0.003750394
Pygb,31.19836785,0.007390819
Qars,128.4750518,0.006626603
Qdpr,24.22040427,0.025564431
Qsox2,98.83490079,0.021058983
Rab10,356.5910753,0.004529689
Rab11a,643.3037809,0.021063856
Rab11fip1,78.64974314,0.018652797
Rab11fip3,97.90460189,0.012952017
Rab14,343.7456305,0.008542234
Rab17,168.2678566,0.018948235
Rab18,473.8706641,0.013481313
Rab19,96.23956616,0.032796478
Rab1b,424.6115551,0.010837494
Rab21,562.2131069,0.017766303
Rab22a,98.95568576,0.009343135
Rab25,90.87711597,0.007798188
Rab27b,268.5917297,0.049047925
Rab2a,220.1827698,0.009690145
Rab35,194.5732407,0.016326439
Rab3a,364.764192,0.100099513
Rab3gap1,98.94434229,0.016610177
Rab3gap2,97.75552142,0.015651284
Rab43,719.7753465,0.004005386
Rab5a,302.0943957,0.01899536
Rab5b,23.01052316,0.079329706
Rab5c,418.3111723,0.01514443
Rab6a,1301.98958,0.020126518
Rab8a,216.2456252,0.009699589
Rab8b,96.57114625,0.00921198
Rabac1,31.99778043,0.00883845
Rac1,353.3926238,0.010996195
Rad21,40.05723124,0.018068204
Rad23b,61.31179793,0.006297997
Rad50,67.78887966,0.003310586
Raf1,51.2468348,0.014917342
Rala,91.81635783,0.007332378
Ralb,192.3284691,0.002497904
Ralgapa2,95.80420928,0.008456453
Raly,176.0876018,0.013324678
Ran,94.49303004,0.003983256
Ranbp1,78.73376745,0.00594334
Ranbp2,723.5136833,0.14015986
Ranbp3,128.851225,0.00852366
Rangap1,442.7765229,0.013981287
Rap1a,249.779216,0.048430073
Rap1b,112.2557427,0.011295176
Rap2c,94.57703257,0.013245118
Rars,302.1584037,0.004198296
Rars2,227.5997633,0.014386602
Raver1,42.28244801,0.008338814
Rbbp4,149.8797088,0.009152445
Rbbp7,156.2563632,0.012969164
Rbm10,70.09811968,0.017047814
Rbm15,48.89823973,0.016055595
Rbm17,55.0070731,0.009349362
Rbm22,94.13995062,0.006856021
Rbm25,68.64604376,0.014327937
Rbm26,40.06817668,0.016369821
Rbm27,95.39548576,0.011603563
Rbm3,44.73804789,0.0119
Rbm39,11.24926917,0.011515418
Rbm47,125.823903,0.020561439
Rbm5,17.56020804,0.013739309
Rbm8a,331.0741024,0.002862858
Rbmx,806.2727335,0.008504809
Rbp2,80.53821318,0.019963227
Rbx1,52.21418351,0.005525171
Rcc1,2057.620946,0.008410945
Rcc2,98.10981859,0.017899158
Rcn2,945.7469124,0.0134628
Rdh11,808.1083064,0.010532445
Rdh13,841.7318561,0.011132526
Rdh14,89.21267839,0.012543224
Rdh16,730.2886111,0.011287671
Rdh7,161.9302017,0.014511012
Reep3,98.57832726,0.013246594
Reep4,21.40100082,0.017956296
Reep6,138.9267207,0.00537741
Reg3b,117.4712465,0.021021994
Reg3g,36.22206506,0.022867878
Rer1,221.0497584,0.012410948
Retsat,65.87688856,0.010974954
Rexo2,187.8174618,0.006413503
Rfc2,73.40406127,0.017271664
Rfk,96.61269995,0.006456055
Rhoa,664.4098781,0.018201444
Rhob,95.3805529,0.005780993
Rhoc,101.3254574,0.229419632
Rhod,54.00013315,0.015110617
Rhog,686.9851378,0.011151356
Rhot1,62.14330596,0.007872841
Rhot2,130.998509,0.019928443
Rhpn2,135.1722284,0.005835994
Ripk1,77.90594992,0.008895605
Ripk3,321.3872675,0.044136546
Rmdn1,1136.803733,0.014556849
Rmdn3,214.5441337,0.01003059
Rnasel,15.41933891,0.010237832
Rnf121,63.79150008,0.013272947
Rnf170,97.24699448,0.00811155
Rnf213,13.51535856,0.021586993
Rnf5,245.6458024,0.005674119
Rnh1,485.8515931,0.018527684
Rnpep,84.57441476,0.004580857
Rnps1,779.5992417,0.018818663
Rock1,4.978191416,0.066488161
Rock2,19.65652707,0.065423541
Romo1,74.83016813,0.021776726
Ros1,751.3314392,0.008368638
Rp2,96.14030018,0.014967975
Rpl10,32.90771274,0.00122906
Rpl10a,76.62810326,0.004259638
Rpl11,100.0017327,0.005069251
Rpl12,127.2049123,0.003381284
Rpl13a,34.97881625,0.00303387
Rpl14,78.18229642,0.001721244
Rpl15,80.99493532,0.002652677
Rpl17,32.88869197,0.003217151
Rpl18,31.99853598,0.001173327
Rpl18a,13.14811534,0.00367788
Rpl19,14.14925415,0.000963965
Rpl21,44.02568095,0.009164636
Rpl22,215.8034228,0.004226966
Rpl22l1,32.32396814,0.017495393
Rpl23,12.12478535,0.002167611
Rpl23a,72.16644983,0.003849949
Rpl24,50.13037489,0.005360485
Rpl26,13.57308981,0.004786706
Rpl27,186.1283394,0.00801968
Rpl27a,48.65643773,0.00289149
Rpl28,12195.52175,2.96375255
Rpl29,165.80198,0.00311174
Rpl3,46.55546142,0.002467314
Rpl30,204.0829141,0.005744177
Rpl31,72.84465516,0.005273978
Rpl32,52.32648174,0.002736224
Rpl34,31.9998092,0.003173069
Rpl35,33.48518354,0.002693013
Rpl35a,126.078764,0.011134319
Rpl36a,98.80136361,3.917548068
Rpl37a,24.6481604,0.016870224
Rpl38,40.51738915,0.009992774
Rpl4,44.18858385,0.001716869
Rpl5,55.67614162,0.003743115
Rpl6,18.99317211,0.002886404
Rpl7,48.3752476,0.002331059
Rpl7a,88.89943764,0.002325751
Rpl8,29.35035674,0.005817964
Rpl9,42.35416643,0.002680993
Rplp0,67.70402921,0.003208077
Rplp1,135.0410891,0.016896722
Rplp2,199.6103843,0.004642742
Rpn1,248.8251601,0.003948248
Rpn2,429.2470111,0.005327139
Rprd1b,71.59365778,0.013017842
Rps10,31.22566275,0.012012854
Rps11,18.92304195,0.003947879
Rps12,139.3908848,0.010238405
Rps13,135.9741632,0.00564232
Rps14,40.9409888,0.002808539
Rps15,28.25999496,0.003116292
Rps15a,78.43787558,0.008207391
Rps16,41.41757177,0.005544708
Rps17,74.95935428,0.003515103
Rps18,64.25860223,0.0079565
Rps19,130.7948642,0.008426602
Rps2,21.86018285,0.001322104
Rps20,72.42781112,0.004466315
Rps21,55.49939251,0.003540489
Rps23,15.23106254,0.007926538
Rps24,0.523122523,0.00579
Rps25,34.02112195,0.003417736
Rps26,19.55848056,0.002586958
Rps27,11.06012537,0.013191107
Rps27a,45.38470883,0.013436809
Rps27l,46.24083252,0.013301784
Rps28,63.5047491,0.004105149
Rps3,77.76790181,0.003954595
Rps4x,32.8992295,0.00128441
Rps5,23.89346246,0.00186493
Rps6,47.207988,0.001351303
Rps6ka1,39.95587112,0.003380318
Rps6ka3,42.75602963,0.017246871
Rps7,167.3485952,0.010074139
Rps8,19.74368289,0.001132575
Rps9,146.2190098,0.006328679
Rpsa,55.83606129,0.003052662
Rraga,115.2966654,0.008780005
Rragd,97.60577893,0.051826742
Rras2,186.5382829,0.011850747
Rrbp1,24502.08118,2.083620789
Rrp7a,95.52821615,0.025419435
Rsl1d1,74.0516643,0.012372605
Rtcb,217.2983947,0.007234671
Rtn3,61.84930951,0.013433184
Rtn4,42.241002,0.011238016
Rtn4ip1,68.24141439,0.011784459
Rufy3,96.91377607,0.005749424
Ruvbl1,233.5428728,0.003131837
Ruvbl2,168.081875,0.006555164
S100a10,92.11330705,0.012137066
S100a6,55.00291727,0.074645773
Sacm1l,350.0440689,0.012681931
Sae1,47.68792684,0.010768983
Safb,116.3402736,0.009460279
Safb2,59.10745298,0.015509244
Samhd1,70.63048075,0.005502927
Samm50,113.0781334,0.010815358
Sap18,109.3747457,0.018954459
Sar1b,204.2013995,0.009047433
Sarnp,69.03355648,0.004887183
Sars,373.5165083,0.006744146
Sars2,556.9642648,0.007325768
Sart1,78.66681074,0.022308112
Sart3,36.38932185,0.007665398
Sbds,52.73930229,0.042268798
Scamp1,75.18619852,0.048806152
Scamp2,98.63377743,0.014139447
Scamp3,113.4358629,0.024529133
Scarb2,97.99489267,0.007168445
Sccpdh,48.55142416,0.022714651
Scfd1,370.8378026,0.005854957
Scfd2,27.89615498,0.140115171
Scin,36.19172459,0.008375187
Scly,100.2193623,0.044780637
Scmh1,87.80963316,0.122594534
Sco1,197.689964,0.011877883
Scp2,108.4526637,0.021011882
Scpep1,298.6370843,0.007879316
Scrn2,58.75360699,0.004372196
Scyl1,479.2283871,0.00315017
Scyl2,75.44577696,0.012371809
Sdc4,75.52964662,0.007040537
Sdcbp,82.96901214,0.009695207
Sdcbp2,29.32672606,0.021828389
Sdf4,17.46961383,0.011804236
Sdha,543.3788688,0.018983404
Sdhaf1,60.38276606,0.009597321
Sdhb,340.318553,0.01613735
Sdsl,98.22983124,0.004558833
Sec11a,75.70278965,0.016217763
Sec13,157.4714245,0.011441514
Sec14l2,63.13033322,0.005713774
Sec16a,27.89918982,0.031527785
Sec16b,59.9785603,0.015760763
Sec22b,922.3319911,0.018744176
Sec23a,99.77181139,0.007285647
Sec23b,39.15487931,0.006229566
Sec23ip,8.837514287,0.152913953
Sec24a,56.87965181,0.014212578
Sec31a,100.3426385,0.008250217
Sec61a1,354.0001582,0.012142211
Sec61b,217.9667997,0.00436126
Sec61g,40.17827624,0.008042342
Sec62,78.98842316,0.007632785
Sec63,203.3457834,0.012079864
Seh1l,21.62427241,0.011563859
Sel1l,22.37722812,0.009407246
Selenbp1,111.4779923,0.002705344
Sema3b,56.6389409,0.196557378
Sema4b,71.64682703,0.017777052
Sep15,78.21926723,0.008754636
Sephs1,291.8899689,0.004886284
Sephs2,50.49855169,0.00670648
Sepsecs,864.6311527,0.008553727
Sept11,247.6466328,0.000790943
Sept5,712.7180038,0.019493656
Sept7,158.2751386,0.025141553
Sept9,154.130354,0.005172129
Serbp1,45.96656486,0.00737784
Serhl,205.138568,0.021600641
Serpinb1a,432.949609,0.009016397
Serpinc1,963.5464635,0.007120623
Set,67.85832276,0.007149998
Sf1,59.45156238,0.013627149
Sf3a1,381.6773405,0.011841384
Sf3a2,137.6654377,0.012797271
Sf3a3,328.2421275,0.007041529
Sf3b1,110.5334222,0.019602269
Sf3b3,479.8987543,0.013190181
Sf3b4,88.68044319,0.010852096
Sfn,202.4551193,0.00255918
Sfpq,286.5229863,0.006755368
Sfxn1,137.7880673,0.011346921
Sfxn3,227.7340421,0.007293048
Sgpl1,388.4390988,0.012734021
Sgta,115.5307651,0.01536692
Sh3bgrl,38.55341231,0.003926152
Sh3bgrl3,280.8744777,0.0957224
Sh3gl1,118.9567848,0.012580383
Sh3glb1,12.12646666,0.004705065
Shkbp1,100.031053,0.005892041
Shmt1,446.2688312,0.00433076
Shmt2,5558.379748,0.015181443
Shpk,53.00892399,0.007601311
Shroom3,98.68664148,0.010769528
Siae,92.77071999,0.019013203
Sigirr,810.9944448,0.01713901
Sipa1l3,93.43266699,0.012063574
Sirt2,98.64761265,0.009363229
Skiv2l2,734.7850346,0.029800544
Slc12a2,110.211835,0.017876377
Slc12a6,96.06512055,0.016912995
Slc12a7,128.3844199,0.02049806
Slc13a2,96.52251153,0.008338656
Slc15a1,143.182695,0.019618017
Slc16a1,524.7923551,0.003833075
Slc16a10,257.1072575,0.005019842
Slc16a3,95.17612359,0.008391781
Slc1a5,96.07533474,0.019611618
Slc22a18,265.2745628,0.008919232
Slc25a1,171.1271674,0.011524822
Slc25a10,316.7969385,0.015976674
Slc25a11,234.2810096,0.010027871
Slc25a12,166.7298804,0.007927677
Slc25a13,129.9874497,0.009157258
Slc25a15,228.9259365,0.012738983
Slc25a20,574.5156972,0.0112239
Slc25a22,509.8691618,0.036521344
